match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,playerName,reason,rescinded,player_id,player_name,confirmed,description,from
12624426,FT,2.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,,
12624426,,,,,90,,,1,,,substitution,123663712.0,True,True,injury,,,,,,,,,
12624426,,,,,90,0.0,,1,,,injuryTime,,,,,6.0,,,,,,,,
12624426,,,,,89,,,2,,,substitution,123663714.0,False,False,regular,,,,,,,,,
12624426,,,,,88,,,3,,,substitution,123663713.0,False,False,regular,,,,,,,,,
12624426,,,,,83,,,8,,,substitution,123663694.0,False,True,regular,,,,,,,,,
12624426,,,,,82,,,9,,,card,122468379.0,,False,yellowRed,,Matheus Machado Ferreira,Off the ball foul,False,1489408.0,Matheus Machado Ferreira,,,
12624426,,,,,82,,,9,,,varDecision,31874.0,,False,cardUpgrade,,,,,1489408.0,Matheus Machado Ferreira,False,,
12624426,,,,,78,,,13,,,card,122467936.0,,False,yellow,,Jorge Fernandes,Foul,False,814673.0,Jorge Fernandes,,,
12624426,,2.0,1.0,,76,,,15,,,goal,246210028.0,,False,regular,,,,,1392829.0,Amine Sbai,,,
12624426,,,,,72,,,19,,,card,122467705.0,,True,yellow,,Hamdan Al-Shamrani,Foul,False,882132.0,Hamdan Al-Shamrani,,,
12624426,,2.0,0.0,,70,,,21,,,goal,246203091.0,,True,regular,,,,,927649.0,Jackson Muleka,,,
12624426,,,,,65,,,26,,,substitution,123663685.0,True,True,injury,,,,,,,,,
12624426,,,,,46,,,45,,,substitution,123663666.0,False,False,regular,,,,,,,,,
12624426,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,,
12624426,,,,,45,10.0,,1,,,card,122462450.0,,True,yellow,,William Troost-Ekong,Foul,False,338991.0,William Troost-Ekong,,,
12624426,,,,,45,6.0,,1,,,inGamePenalty,118520511.0,,True,missed,,,offTarget,,927649.0,Jackson Muleka,,Off target,
12624426,,,,,45,3.0,,1,,,varDecision,31872.0,,True,penaltyNotAwarded,,,,,927649.0,Jackson Muleka,False,,
12624426,,,,,45,0.0,,1,,,injuryTime,,,,,7.0,,,,,,,,
12624426,,1.0,0.0,,31,,,15,,,goal,246120699.0,,True,ownGoal,,,,,814673.0,Jorge Fernandes,,,owngoal
12624426,,,,,13,,,33,,,card,122460515.0,,False,yellow,,Matheus Machado Ferreira,Foul,False,1489408.0,Matheus Machado Ferreira,,,
