match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_totalCross,stat_aerialLost,stat_duelLost,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_totalTackle,stat_expectedGoals,stat_accurateCross,stat_dispossessed,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wonTackle,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,player_sofascoreId
12499439,home,FC St. Pauli,Nikola Vasilj,,,nikola-vasilj,N. Vasilj,G,22,194,1626,M,325061,EUR,817862400,G,22,22,False,45.0,30.0,24.0,9.0,0.0,23.0,29.0,7.0,16.0,1.0,1.0,1.0,6.0,1.0,1.0,90.0,48.0,6.8,15.0,0.00247008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499439,home,FC St. Pauli,David Nemeth,,,david-nemeth,D. Nemeth,D,4,191,155,M,966889,EUR,984873600,D,4,4,False,34.0,24.0,6.0,3.0,0.0,20.0,23.0,4.0,11.0,3.0,5.0,4.0,6.0,,,90.0,42.0,7.4,10.0,0.00121617,0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499439,home,FC St. Pauli,Hauke Wahl,,,hauke-wahl,H. Wahl,D,5,189,150,M,253469,EUR,766368000,D,5,5,False,53.0,47.0,5.0,2.0,0.0,30.0,33.0,17.0,21.0,1.0,1.0,11.0,4.0,,,90.0,70.0,7.2,9.0,0.0210733,0,,,,2.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12499439,home,FC St. Pauli,Siebe Van Der Heyden,,,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,270,M,842164,EUR,896486400,D,44,44,False,33.0,26.0,4.0,1.0,0.0,15.0,17.0,11.0,17.0,4.0,5.0,2.0,2.0,,,73.0,41.0,6.6,10.0,0.00716796,1,,,,,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4114,,,,,,,,,,,,,,,,,
12499439,home,FC St. Pauli,Manolis Saliakas,,,manolis-saliakas,M. Saliakas,M,2,175,358,M,280551,EUR,842486400,M,2,2,False,32.0,18.0,7.0,1.0,0.0,8.0,11.0,11.0,23.0,,1.0,2.0,2.0,,,90.0,53.0,6.6,18.0,0.0979566,0,,,,1.0,,2.0,,2.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
12499439,home,FC St. Pauli,Jackson Irvine,,,jackson-irvine,J. Irvine,M,7,190,924,M,181581,EUR,731462400,M,7,7,False,28.0,20.0,3.0,,0.0,9.0,9.0,11.0,19.0,1.0,2.0,5.0,3.0,,,90.0,43.0,7.1,8.0,0.00790905,4,,,1.0,2.0,,,1.0,2.0,,,1.0,1.0,1.0,1.0,0.4612,,,1.0,True,2.0,1.0,1.0,0.2145,,,,,,,,,
12499439,home,FC St. Pauli,Eric Smith,,,eric-smith,E. Smith,D,8,191,412,M,542038,EUR,852681600,M,8,8,False,41.0,33.0,3.0,2.0,0.0,17.0,18.0,16.0,25.0,4.0,8.0,3.0,10.0,,,90.0,59.0,7.7,12.0,0.0717958,2,,,,3.0,3.0,2.0,1.0,2.0,2.0,1.0,,,,1.0,0.1555,,,1.0,,1.0,1.0,1.0,0.0847,1.0,,,,,,,,
12499439,home,FC St. Pauli,Philipp Treu,,,treu-philipp,P. Treu,M,29,172,176,M,979820,EUR,975801600,M,23,23,False,29.0,23.0,3.0,3.0,1.0,13.0,16.0,10.0,14.0,1.0,2.0,9.0,5.0,,,90.0,61.0,7.5,17.0,0.44723,0,1.0,1.0,,1.0,,1.0,2.0,4.0,2.0,,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,
12499439,home,FC St. Pauli,Danel Sinani,,,danel-sinani,D. Sinani,F,10,185,628,M,887500,EUR,860198400,F,10,10,False,26.0,17.0,1.0,,0.0,5.0,6.0,17.0,32.0,3.0,5.0,2.0,5.0,,,86.0,55.0,7.5,21.0,0.313632,2,1.0,,,,1.0,12.0,5.0,11.0,1.0,2.0,1.0,,,1.0,0.1424,5.0,2.0,4.0,,1.0,1.0,1.0,0.1097,,2.0,,,,,,,
12499439,home,FC St. Pauli,Noah Weißhaupt,,,noah-weisshaupt,N. Weißhaupt,F,10,181,339,M,1048820,EUR,1000944000,F,13,13,False,10.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,10.0,,2.0,,1.0,,,73.0,19.0,7.3,7.0,0.0573948,1,,,,,2.0,2.0,4.0,6.0,,1.0,,,,,0.852,2.0,1.0,,,1.0,,,0.9955,,,1.0,1.0,,,,,
