match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_penaltyConceded,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,captain,stat_shotOffTarget,stat_hitWoodwork,stat_totalCross,stat_bigChanceMissed,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_totalOffside,stat_accurateCross,stat_penaltyWon
14572739,home,Maccabi Tel Aviv,Roei Mashpati,Roei,Mashpati,roei-mashpati,R. Mashpati,G,90,186.0,74,M,138515,EUR,722390400,G,90,90,False,31.0,20.0,14.0,5.0,0.0,18.0,25.0,2.0,6.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,90.0,39.0,6.0,11.0,0.00068488,20.842122886762,3.0,9.975,6.51,0.5675,0,-0.0542,-0.09,0.02,-0.63,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572739,home,Maccabi Tel Aviv,Tyrese Asante,,,tyrese-asante,T. Asante,D,6,188.0,205,M,1130884,EUR,1018310400,D,6,6,False,38.0,32.0,5.0,2.0,0.0,21.0,22.0,11.0,16.0,1.0,4.0,5.0,3.0,,,,,,,90.0,57.0,5.0,12.0,0.00443082,186.57924804896,20.0,46.095,27.09,,0,,-0.02,0.01,-0.99,,1.0,6.0,2.0,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14572739,home,Maccabi Tel Aviv,Heitor,Heitor,,heitor,Heitor,D,4,187.0,83,M,1067635,EUR,956793600,D,4,4,False,46.0,37.0,5.0,,0.0,27.0,31.0,10.0,15.0,1.0,4.0,6.0,2.0,,,,,,,90.0,61.0,5.7,9.0,0.0023841,163.93605393426,23.0,43.365,14.28,,0,,-0.03,0.03,-0.72,,1.0,2.0,,,,1.0,,,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
14572739,home,Maccabi Tel Aviv,Raz Shlomo,Raz,Shlomo,raz-shlomo,R. Shlomo,D,13,188.0,104,M,861825,EUR,934502400,D,13,13,False,52.0,42.0,8.0,3.0,0.0,36.0,42.0,6.0,10.0,2.0,3.0,7.0,4.0,,,,,,,90.0,64.0,5.4,11.0,0.00144586,67.193594842885,12.0,-6.405,3.885,,0,,-0.12,0.03,-0.95,,,,,,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14572739,home,Maccabi Tel Aviv,Roy Revivo,Roy Revivo,,roy-revivo,R. Revivo,D,3,183.0,260,M,1142085,EUR,1053561600,D,3,3,False,14.0,7.0,2.0,1.0,0.0,6.0,10.0,1.0,4.0,,4.0,3.0,2.0,,,,,,,57.0,33.0,5.0,10.0,0.00309294,39.239626073603,5.0,31.29,18.375,,0,,-0.12,0.01,-1.0,,,3.0,,3.0,1.0,2.0,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14572739,home,Maccabi Tel Aviv,Ben Lederman,,,lederman-ben,B. Lederman,M,23,179.0,327,M,1030308,EUR,957744000,M,23,23,False,11.0,6.0,,,0.0,4.0,7.0,2.0,4.0,1.0,5.0,1.0,1.0,,,,,,,45.0,20.0,6.8,5.0,0.00058977,23.618247380778,3.0,-10.92,-0.105,,0,,-0.12,0.0,-0.01,,,1.0,,,,4.0,,1.0,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,
14572739,home,Maccabi Tel Aviv,Ido Shahar,,,ido-shahar,I. Shahar,M,36,171.0,85,M,1048267,EUR,998265600,M,36,36,False,27.0,23.0,2.0,2.0,0.0,16.0,18.0,7.0,9.0,1.0,3.0,2.0,3.0,,,,,,,90.0,37.0,6.3,5.0,0.00576845,32.097683064148,5.0,11.97,10.605,,0,,0.07,0.02,-0.31,,,3.0,,1.0,,1.0,,2.0,,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
14572739,home,Maccabi Tel Aviv,Osher Davida,Osher,Davida,davida-osher,O. Davida,M,77,175.0,195,M,1004222,EUR,982454400,M,77,77,False,7.0,4.0,,,0.0,1.0,2.0,3.0,5.0,,2.0,,2.0,,,,,,,57.0,15.0,6.1,6.0,0.0016179,34.291789597905,3.0,30.87,15.96,,1,,-0.06,0.34,-0.36,,,3.0,,1.0,1.0,,2.0,2.0,1.0,,,,1.0,,,,1.0,0.2337,-0.04,,,,,,,,,,,,,
14572739,home,Maccabi Tel Aviv,Dor Peretz,Dor,Peretz,dor-peretz,D. Peretz,M,42,185.0,476,M,186953,EUR,800668800,M,42,42,False,18.0,15.0,1.0,1.0,0.0,9.0,9.0,6.0,9.0,1.0,4.0,,3.0,,,,,,,74.0,27.0,6.2,5.0,0.00341865,57.345270277619,11.0,15.645,10.08,,3,,-0.13,0.11,-0.31,,1.0,2.0,,2.0,1.0,2.0,1.0,,,1.0,,1.0,,,,,,0.1365,-0.5,True,3.0,1.0,,,,,,,,,,
14572739,home,Maccabi Tel Aviv,Hélio Varela,,,varela-helio,H. Varela,F,29,176.0,600,M,1094395,EUR,1020384000,M,29,29,False,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,,,,,,,,,,30.0,12.0,6.3,5.0,0.00353024,59.326658376249,4.0,33.81,34.545,,0,,-0.02,0.08,-0.11,,1.0,1.0,,,,,4.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,
