match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_shotOffTarget,stat_errorLeadToAGoal,stat_punches,stat_clearanceOffLine,stat_bigChanceMissed
12476421,home,Oxford United,Matt Ingram,matt-ingram,M. Ingram,G,21,191.0,48,M,136108,EUR,756172800,G,21,21,False,39.0,37.0,7.0,6.0,0.0,36.0,37.0,1.0,2.0,1.0,10.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,90.0,52.0,8.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476421,home,Oxford United,Peter Kioso,peter-kioso,P. Kioso,D,30,183.0,344,M,955042,EUR,934675200,D,30,30,False,34.0,29.0,4.0,1.0,0.0,16.0,17.0,13.0,17.0,4.0,2.0,,2.0,1.0,,,,,,90.0,52.0,6.8,8.0,0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12476421,home,Oxford United,Sam Long,sam-long,S. Long,D,2,179.0,34,M,255391,EUR,790214400,D,2,2,False,54.0,51.0,8.0,5.0,0.0,37.0,37.0,14.0,17.0,2.0,3.0,,,,,,,,,61.0,59.0,7.0,3.0,0,2.0,2.0,,3.0,,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12476421,home,Oxford United,Jordan Thorniley,jordan-thorniley,J. Thorniley,D,,181.0,21,M,845898,EUR,848793600,D,34,34,False,87.0,79.0,3.0,,0.0,58.0,62.0,21.0,25.0,4.0,4.0,,2.0,2.0,,,,,,90.0,94.0,7.0,8.0,0,2.0,2.0,,4.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
12476421,home,Oxford United,Greg Leigh,greg-leigh,G. Leigh,D,22,181.0,587,M,329431,EUR,780883200,D,22,22,False,62.0,55.0,5.0,2.0,0.0,32.0,36.0,24.0,28.0,3.0,1.0,,1.0,1.0,,,,,,90.0,82.0,7.2,11.0,1,1.0,4.0,,3.0,2.0,,1.0,,1.0,2.0,,,,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,
12476421,home,Oxford United,Josh McEachran,josh-mceachran,J. McEachran,M,20,178.0,39,M,98439,EUR,730944000,M,6,6,False,68.0,66.0,7.0,6.0,0.0,42.0,43.0,26.0,29.0,1.0,6.0,,1.0,1.0,,,,,,87.0,78.0,7.3,4.0,0,,1.0,,2.0,,,1.0,,,,,,,,4.0,2.0,,,,2.0,,,,,,,,
12476421,home,Oxford United,Matt Phillips,matt-phillips,M. Phillips,M,25,183.0,62,M,36466,EUR,668822400,M,10,10,False,12.0,11.0,1.0,1.0,0.0,6.0,6.0,5.0,9.0,2.0,2.0,,,,,,,,,45.0,24.0,7.3,7.0,1,,3.0,1.0,2.0,1.0,,1.0,,,,,,,,3.0,,3.0,2.0,,,1.0,1.0,,,,,,
12476421,home,Oxford United,Louie Sibley,louie-sibley,L. Sibley,M,40,178.0,139,M,944036,EUR,999302400,M,14,14,False,20.0,17.0,2.0,1.0,1.0,8.0,9.0,11.0,13.0,3.0,,,,,,,,,,90.0,28.0,7.5,4.0,1,,4.0,1.0,,,2.0,,,,3.0,,,,,2.0,2.0,1.0,1.0,,3.0,1.0,,1.0,,,,,
12476421,home,Oxford United,Idris El Mizouni,idris-el-mizouni,I. E. Mizouni,M,8,185.0,645,M,979169,EUR,969926400,M,15,15,False,48.0,44.0,,,0.0,17.0,17.0,27.0,33.0,2.0,4.0,,2.0,2.0,,,,,,90.0,61.0,7.1,10.0,0,,3.0,1.0,,3.0,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,
12476421,home,Oxford United,Tyler Goodrham,tyler-goodrham,T. Goodrham,M,19,170.0,124,M,993444,EUR,1060214400,M,19,19,False,27.0,22.0,,,0.0,9.0,10.0,13.0,17.0,,5.0,,,,,,,,,61.0,37.0,7.1,8.0,3,,6.0,2.0,,,,1.0,,,2.0,,,,,,,1.0,,1.0,,2.0,1.0,,,,,,
