match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_goalAssist,stat_challengeLost,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_lastName,captain,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAShot,stat_hitWoodwork,stat_bigChanceCreated
10434006,home,Adana Demirspor,Ertaç Özbir,ertac-ozbir,E. Özbir,G,186,92,M,126077,EUR,625276800,G,25,25,False,45.0,39.0,16.0,10.0,37.0,41.0,2.0,4.0,18.0,2.0,7.0,9.0,90.0,71.0,8.7,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434006,home,Adana Demirspor,Jovan Manev,jovan-manev,J. Manev,D,185,186,M,1111781,EUR,980380800,D,15,15,False,56.0,48.0,2.0,,39.0,41.0,9.0,16.0,5.0,,,,90.0,79.0,7.3,12.0,0,Jovan Manev,29,1.0,1.0,4.0,4.0,7.0,2.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10434006,home,Adana Demirspor,Benjamin Stambouli,benjamin-stambouli,B. Stambouli,M,180,161,M,105951,EUR,650505600,D,90,90,False,49.0,43.0,10.0,6.0,27.0,28.0,16.0,22.0,2.0,,,,90.0,67.0,6.8,9.0,1,,21,1.0,,1.0,4.0,3.0,1.0,1.0,1.0,6.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10434006,home,Adana Demirspor,Semih Güler,semih-guler,S. Güler,D,184,112,M,325155,EUR,786153600,D,4,4,False,58.0,50.0,12.0,7.0,35.0,39.0,15.0,19.0,5.0,,,,90.0,72.0,7.1,8.0,1,,6,,2.0,1.0,3.0,1.0,,,,6.0,3.0,,,,,,1.0,,,1.0,,,,,,,,,,,,
10434006,home,Adana Demirspor,Jonas Svensson,jonas-svensson,J. Svensson,D,170,1475,M,98199,EUR,731376000,M,22,22,False,41.0,35.0,1.0,,11.0,13.0,24.0,30.0,5.0,,,,90.0,61.0,6.9,11.0,0,,71,2.0,1.0,1.0,2.0,3.0,,1.0,1.0,2.0,,3.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,
10434006,home,Adana Demirspor,Gökhan Inler,gokhan-inler,G. Inler,M,183,108,M,4252,EUR,457142400,M,88,88,False,55.0,45.0,7.0,5.0,23.0,24.0,22.0,31.0,5.0,,,,90.0,68.0,7.2,17.0,1,,,,,,7.0,3.0,2.0,3.0,2.0,,,,1.0,1.0,,,,4.0,,4.0,2.0,,True,1.0,1.0,,,,,,,
10434006,home,Adana Demirspor,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,180,427,M,228342,EUR,656985600,M,17,17,False,34.0,27.0,1.0,1.0,10.0,12.0,17.0,23.0,5.0,,,,90.0,56.0,6.5,14.0,1,,,1.0,,,3.0,6.0,1.0,3.0,2.0,2.0,,,3.0,,,1.0,,4.0,1.0,,,,,,,1.0,,,,,,
10434006,home,Adana Demirspor,Babajide David Akintola,babajide-david-akintola,D. Babajide,M,178,297,M,798676,EUR,821491200,M,11,11,False,17.0,12.0,1.0,,7.0,9.0,5.0,8.0,3.0,,,,45.0,25.0,6.4,8.0,0,,11,,,,2.0,,1.0,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,
10434006,home,Adana Demirspor,Emre Akbaba,emre-akbaba,E. Akbaba,M,180,414,M,343527,EUR,718156800,F,20,20,False,30.0,21.0,4.0,3.0,5.0,9.0,17.0,26.0,4.0,,,,89.0,51.0,8.0,15.0,2,,8,5.0,,,1.0,8.0,,2.0,1.0,,,1.0,4.0,3.0,,,,1.0,3.0,,2.0,,,1.0,1.0,1.0,1.0,,,,,
10434006,home,Adana Demirspor,Henry Onyekuru,henry-onyekuru,H. Onyekuru,F,175,741,M,809220,EUR,865468800,F,7,7,False,2.0,1.0,,,,,1.0,3.0,1.0,,,,42.0,7.0,6.5,4.0,1,,7,1.0,2.0,,4.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,
10434006,home,Adana Demirspor,Birkir Bjarnason,birkir-bjarnason,B. Bjarnason,M,182,161,M,13270,EUR,580694400,F,8,8,False,17.0,14.0,,,5.0,5.0,9.0,12.0,3.0,,,,79.0,26.0,6.9,7.0,3,,,,2.0,1.0,4.0,3.0,1.0,1.0,1.0,,,,,,1.0,1.0,2.0,3.0,1.0,,2.0,,,,,1.0,,,1.0,,,
10434006,home,Adana Demirspor,Yusuf Sarı,yusuf-sari,Y. Sarı,M,168,562,M,896364,EUR,911520000,F,26,26,True,22.0,20.0,,,7.0,8.0,14.0,16.0,2.0,,,,48.0,36.0,7.2,11.0,2,,7,2.0,2.0,,4.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,5.0,1.0,,,,,2.0,1.0,,1.0,2.0,,,,
10434006,home,Adana Demirspor,Abdurrahim Dursun,abdurrahim-dursun,A. Dursun,D,176,46,M,883275,EUR,912470400,D,3,3,True,14.0,11.0,,,9.0,11.0,2.0,5.0,5.0,,,,45.0,30.0,6.8,11.0,0,,77,2.0,,,,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,
10434006,home,Adana Demirspor,Berk Yıldız,berk-yildiz,B. Yıldız,M,178,8,M,216696,EUR,821145600,M,70,70,True,7.0,6.0,,,4.0,5.0,2.0,2.0,4.0,,,,11.0,10.0,6.7,1.0,0,,7,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
10434006,home,Adana Demirspor,Erhun Öztümer,erhun-oztumer,E. Öztümer,M,160,17,M,582228,EUR,675388800,M,50,50,True,4.0,4.0,,,2.0,2.0,2.0,2.0,,,,,10.0,7.0,6.6,1.0,0,Erhun,99,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,Öztümer,,,,,,,,,,
10434006,home,Adana Demirspor,Vedat Karakuş,vedat-karakus,V. Karakuş,G,185,49,M,847353,EUR,888624000,G,39,39,True,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434006,home,Adana Demirspor,Ata Öztürk,ata-ozturk,A. Öztürk,D,188,1,M,1441069,EUR,1043280000,D,99,99,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434006,home,Adana Demirspor,İsmail Çokçalış,ismail-cokcalis,İ. Çokçalış,D,176,32,M,906050,EUR,961545600,D,16,16,True,,,,,,,,,,,,,,,,,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434006,home,Adana Demirspor,Gökhan Töre,gokhan-tore,G. Töre,M,176,85,M,88125,EUR,695865600,M,30,30,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434006,home,Adana Demirspor,Samuel Nongoh,samuel-nongoh,S. Nongoh,M,170,49,M,1002494,EUR,1078358400,F,46,46,True,,,,,,,,,,,,,,,,,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434006,home,Adana Demirspor,Salih Kavrazlı,salih-kavrazli,S. Kavrazlı,F,178,109,M,964233,EUR,1016236800,F,28,28,True,,,,,,,,,,,,,,,,,0,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434006,away,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,190,97,M,807289,EUR,821750400,G,99,99,False,22.0,11.0,16.0,5.0,6.0,9.0,5.0,13.0,5.0,,1.0,3.0,90.0,29.0,5.9,11.0,0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10434006,away,MKE Ankaragücü,Kévin Malcuit,kevin-malcuit,K. Malcuit,D,178,215,,115666,EUR,680918400,D,24,24,False,50.0,42.0,5.0,2.0,16.0,19.0,28.0,38.0,11.0,,,,90.0,78.0,7.1,17.0,2,,,7.0,,,3.0,5.0,,1.0,1.0,3.0,,3.0,3.0,1.0,,1.0,1.0,2.0,1.0,2.0,3.0,,,1.0,,,2.0,,1.0,,,
