match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_keyPass,captain,stat_wonContest,stat_unsuccessfulTouch,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_penaltyConceded,player_sofascoreId,stat_goals,stat_blockedScoringAttempt,stat_penaltyWon,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_goalAssist,stat_totalOffside
10389856,home,Stade de Reims,Patrick Pentz,patrick-pentz,P. Pentz,G,1,182,527,M,788319,EUR,852163200,G,1,1,False,28.0,23.0,11.0,6.0,21.0,21.0,2.0,7.0,3.0,1.0,1.0,90.0,31.0,5.4,5.0,0.0,0.0,0.00228735,0,-1.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389856,home,Stade de Reims,Andreaw Gravillon,andreaw-gravillon,A. Gravillon,D,26,188,182,M,827934,EUR,886896000,D,6,6,False,36.0,31.0,5.0,4.0,21.0,23.0,11.0,18.0,7.0,,,90.0,58.0,6.3,9.0,0.0,0.0,0.0476547,0,,,,5.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
10389856,home,Stade de Reims,Emmanuel Agbadou,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,24,24,False,16.0,15.0,3.0,2.0,12.0,12.0,3.0,4.0,5.0,,,47.0,22.0,5.9,3.0,0.0,0.0,0.153044,0,,,,,,5.0,3.0,1.0,,,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10389856,home,Stade de Reims,Yunis Abdelhamid,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,54.0,42.0,15.0,5.0,25.0,29.0,17.0,25.0,6.0,,,90.0,59.0,5.9,13.0,0.0,0.0,0.00713698,0,,,,,,2.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,True,,,,,,,,,,,,,,,,,,
10389856,home,Stade de Reims,Maxime Busi,maxime-busi,M. Busi,D,4,182,171,M,943926,EUR,939859200,M,4,4,False,30.0,20.0,3.0,2.0,8.0,12.0,12.0,18.0,3.0,,,64.0,45.0,6.5,16.0,0.0,0.0,0.165365,0,,,,,,3.0,2.0,,1.0,1.0,,,,2.0,1.0,1.0,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,
10389856,home,Stade de Reims,Azor Matusiwa,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,21,21,False,24.0,19.0,3.0,2.0,12.0,15.0,7.0,9.0,7.0,,,76.0,33.0,6.6,7.0,0.0,0.0,0.00923939,0,,,,,,2.0,2.0,,1.0,3.0,2.0,2.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
10389856,home,Stade de Reims,Marshall Munetsi,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,36.0,26.0,7.0,1.0,18.0,19.0,8.0,17.0,5.0,,,90.0,52.0,6.4,13.0,0.0,0.0,0.013489,0,,,,,,4.0,7.0,2.0,2.0,1.0,3.0,2.0,2.0,,1.0,1.0,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
10389856,home,Stade de Reims,Bradley Locko,bradley-locko,B. Locko,D,2,180,637,M,1129382,EUR,1020643200,M,28,28,False,27.0,23.0,1.0,,3.0,5.0,20.0,24.0,5.0,,,90.0,50.0,6.5,14.0,0.0,0.0,0.0289313,0,,,,2.0,,4.0,7.0,,1.0,1.0,1.0,1.0,2.0,,1.0,3.0,4.0,,1.0,,3.0,2.0,,,,,,,,,,,,,,,,
10389856,home,Stade de Reims,Mitchell van Bergen,mitchell-van-bergen,M. v. Bergen,F,7,170,245,M,827662,EUR,935712000,F,19,19,False,10.0,6.0,,,2.0,3.0,4.0,11.0,4.0,,,90.0,28.0,5.7,13.0,0.6765,0.1973,0.162457,3,,,,4.0,,8.0,3.0,2.0,,1.0,1.0,1.0,1.0,2.0,,,4.0,,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,
10389856,home,Stade de Reims,Kamory Doumbia,kamory-doumbia,K. Doumbia,M,23,170,5674,M,1156353,EUR,1045526400,F,3,3,False,16.0,9.0,3.0,2.0,5.0,5.0,4.0,11.0,3.0,,,53.0,28.0,7.3,10.0,0.8117,1.0807,0.0199884,2,,Kamory Doumbia,,,,3.0,4.0,1.0,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,2.0,,,,2.0,,,kamory_doumbia03,1.0,,,,,,,,
