match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_aerialWon,stat_totalClearance,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_wasFouled,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_keyPass,stat_outfielderBlock,captain,stat_accurateCross,stat_shotOffTarget,stat_goals,stat_totalOffside,player_sofascoreId,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_hitWoodwork
11369329,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192.0,2732,M,188107,EUR,815097600,G,1,1,False,32.0,10.0,31.0,9.0,2.0,5.0,8.0,27.0,6.0,1.0,1.0,2.0,2.0,90.0,36.0,6.2,22.0,0.0,0.0,0.00272067,0,-0.2721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369329,home,Mallorca,Giovanni González,giovanni-gonzalez,G. González,D,20,175.0,319,M,590404,EUR,780019200,D,20,20,False,17.0,10.0,4.0,2.0,5.0,11.0,5.0,6.0,7.0,,,,,85.0,30.0,6.2,12.0,0.0,0.0,0.00786875,0,,1.0,7.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,
11369329,home,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187.0,757,M,300522,EUR,818640000,D,24,24,False,19.0,12.0,8.0,2.0,8.0,11.0,4.0,9.0,8.0,,,,,90.0,30.0,6.4,10.0,0.0,0.0,0.00608016,0,,2.0,2.0,2.0,,,,2.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11369329,home,Mallorca,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188.0,481,M,98440,EUR,733276800,D,2,2,False,13.0,9.0,3.0,2.0,6.0,9.0,3.0,4.0,3.0,,,,,90.0,23.0,6.5,4.0,0.0127,0.0,0.0159467,1,,1.0,2.0,1.0,,,,1.0,,,,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
11369329,home,Mallorca,José Copete,jose-copete,J. Copete,D,3,190.0,437,M,913695,EUR,939513600,D,6,6,False,19.0,11.0,7.0,1.0,8.0,12.0,3.0,7.0,10.0,,,,,90.0,35.0,6.6,10.0,0.0,0.0,0.00072528,0,,1.0,2.0,6.0,1.0,,,1.0,3.0,2.0,2.0,,,2.0,7.0,,,,1.0,,,,,,,,,,,,,,,
11369329,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173.0,2206,M,788216,EUR,868665600,D,15,15,False,11.0,7.0,2.0,1.0,2.0,5.0,5.0,7.0,2.0,,,,,35.0,22.0,6.8,8.0,0.0,0.0,0.00668092,0,,1.0,2.0,5.0,,,2.0,,2.0,1.0,,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,
11369329,home,Mallorca,Antonio Sánchez,antonio-sanchez,A. Sánchez,M,6,179.0,256,M,949722,EUR,861667200,M,18,18,False,22.0,16.0,2.0,,7.0,8.0,9.0,16.0,7.0,,,,,62.0,33.0,7.3,9.0,0.0263,0.0488,0.114498,1,,1.0,4.0,6.0,2.0,,1.0,,5.0,2.0,,1.0,2.0,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,
11369329,home,Mallorca,Samú Costa,samuel-costa,S. Costa,M,12,183.0,1427,M,988351,EUR,975283200,M,12,12,False,19.0,16.0,4.0,2.0,9.0,11.0,7.0,8.0,3.0,,,,,90.0,35.0,6.8,6.0,0.0,0.0,0.00244606,0,,,3.0,5.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,
11369329,home,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177.0,524,M,349526,EUR,581558400,M,14,14,False,24.0,18.0,2.0,1.0,11.0,16.0,10.0,14.0,7.0,,,,,85.0,48.0,6.1,17.0,0.0558,0.0,0.0928894,2,,1.0,12.0,4.0,2.0,4.0,1.0,,4.0,1.0,1.0,4.0,6.0,,,1.0,,,,,,,,2.0,,True,3.0,1.0,,,,,,
11369329,home,Mallorca,Abdón Prats,abdon-prats,A. Prats,F,9,181.0,325,M,146852,EUR,724550400,F,9,9,False,11.0,5.0,1.0,,2.0,5.0,3.0,7.0,2.0,,,,,62.0,18.0,7.1,9.0,0.1245,0.1726,0.00680035,1,,3.0,5.0,2.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,
