match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialWon,stat_fouls,stat_totalOffside,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_wasFouled,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAShot
12530798,home,Sivasspor,Bengali-Fodé Koita,,,bengali-fode-koita,B. Koita,M,186.0,217,M,51407,EUR,656467200,F,55,55,False,25.0,21.0,,,0.0,13.0,15.0,8.0,10.0,2.0,1.0,,,,68.0,44.0,7.6,10.0,0.00429414,3,,55,,5.0,9.0,7.0,,3.0,1.0,1.0,,,,,,2.0,1.0,1.0,3.0,,1.0,0.317,2.0,0.3013,,,4.0,,,,1.0,,,,
12530798,home,Sivasspor,Emre Gökay,Emre Gökay,,emre-gokay,E. Gökay,F,181.0,137,M,1393928,EUR,1140220800,M,21,21,True,4.0,2.0,,,0.0,,1.0,2.0,7.0,,1.0,,,,22.0,13.0,6.6,7.0,0.0591101,0,,19,4.0,1.0,3.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
12530798,home,Sivasspor,Bekir Turaç Böke,,,turac-boke,B. T. Böke,F,190.0,68,M,997681,EUR,929923200,F,46,46,True,8.0,3.0,,,0.0,,,3.0,8.0,,,,,,22.0,16.0,6.7,8.0,0.0359644,1,,14,,2.0,4.0,5.0,,,1.0,,,,,,,4.0,1.0,,2.0,,1.0,0.0142,,,,,1.0,,,,,,,,
12530798,home,Sivasspor,Arda Erdursun,,,arda-erdusun,A. Erdusun,G,193.0,6,M,2027618,EUR,1173312000,G,74,74,True,,,,,,,,,,,,,,,,,,,,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530798,home,Sivasspor,Ziya Erdal,,,ziya-erdal,Z. Erdal,D,182.0,28,M,138312,EUR,568339200,D,58,58,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530798,home,Sivasspor,Emirhan Başyiğit,Emirhan Basyigit,,emirhan-basyigit,E. Başyiğit,D,190.0,94,M,1149004,EUR,1114387200,D,53,53,True,,,,,,,,,,,,,,,,,,,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530798,home,Sivasspor,Özkan Yigiter,,,ozkan-yigiter,Ö. Yigiter,M,190.0,13,M,1131626,EUR,947203200,M,6,6,True,,,,,,,,,,,,,,,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530798,home,Sivasspor,Oguzhan Aksoy,,,oguzhan-aksoy,O. Aksoy,M,,9,M,1640657,EUR,1164326400,F,25,25,True,,,,,,,,,,,,,,,,,,,,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530798,home,Sivasspor,Mehmet Talha Seker,,,seker-mehmet-talha,M. T. Şeker,M,180.0,20,M,1618816,EUR,1144627200,M,88,88,True,,,,,,,,,,,,,,,,,,,,0,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530798,home,Sivasspor,Azizbek Turgunboev,,,azizbek-turgunboev,A. Turgunboev,M,173.0,1143,M,971572,EUR,780969600,M,90,90,True,,,,,,,,,,,,,,,,,,,,0,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530798,home,Sivasspor,Muhammed Sinan Kaya,,,muhammed-sinan-kaya,M. S. Kaya,F,,29,M,1655216,EUR,1153785600,M,66,66,True,,,,,,,,,,,,,,,,,,,,0,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530798,away,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,191.0,137,M,105974,EUR,626227200,G,1,1,False,22.0,16.0,11.0,5.0,0.0,15.0,18.0,1.0,4.0,2.0,11.0,2.0,1.0,1.0,90.0,35.0,7.1,6.0,0.00059935,0,-0.1941,1,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,
12530798,away,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,183.0,410,M,354860,EUR,775612800,D,94,94,False,49.0,35.0,8.0,3.0,0.0,16.0,19.0,19.0,34.0,3.0,4.0,,,,90.0,71.0,6.9,21.0,0.0400081,0,,94,4.0,,,3.0,,,,,,1.0,2.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
12530798,away,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,184.0,123,M,1133301,EUR,984700800,D,3,3,False,76.0,64.0,8.0,3.0,0.0,35.0,37.0,29.0,39.0,6.0,3.0,,,,90.0,88.0,6.8,13.0,0.0166775,0,,3,,2.0,4.0,6.0,1.0,,,,1.0,,3.0,2.0,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0
12530798,away,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,182.0,320,M,385296,EUR,749606400,D,5,5,False,36.0,30.0,7.0,2.0,0.0,21.0,21.0,9.0,15.0,10.0,1.0,,,,90.0,58.0,7.0,7.0,0.00398352,0,,5,,3.0,6.0,5.0,,,,,,1.0,3.0,3.0,,1.0,3.0,,1.0,,,,,,,,1.0,,,,,,,,
12530798,away,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,181.0,157,M,1084884,EUR,979084800,D,88,88,False,39.0,29.0,6.0,1.0,0.0,11.0,15.0,18.0,27.0,7.0,5.0,,,,90.0,65.0,7.0,15.0,0.0477372,0,,88,3.0,,3.0,5.0,1.0,,1.0,,,2.0,3.0,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,
12530798,away,Alanyaspor,Richard,,,richard-candido,Richard,M,191.0,349,M,897617,EUR,761529600,M,25,25,False,63.0,60.0,3.0,3.0,0.0,29.0,30.0,31.0,33.0,1.0,4.0,,,,90.0,73.0,7.3,3.0,0.0135997,3,,36,,3.0,6.0,6.0,,,,,,1.0,3.0,3.0,,3.0,3.0,,,,2.0,0.0513,,,1.0,,,,,,,,,,
12530798,away,Alanyaspor,Gaius Makouta,,,makouta-gaius,G. Makouta,M,180.0,298,M,847013,EUR,869788800,M,42,42,False,37.0,30.0,2.0,2.0,1.0,13.0,14.0,18.0,26.0,1.0,6.0,,,,90.0,56.0,7.5,16.0,0.208441,1,,42,3.0,2.0,6.0,6.0,,3.0,4.0,3.0,,,1.0,1.0,2.0,1.0,,,3.0,,1.0,0.0088,,,,1.0,1.0,,,,,,,,
12530798,away,Alanyaspor,Loide Augusto,Loide Augusto,,loide-augusto,L. Augusto,M,183.0,1033,M,1110708,EUR,951523200,M,27,27,False,40.0,33.0,,,0.0,14.0,16.0,20.0,25.0,,6.0,,,,82.0,56.0,6.6,14.0,0.0308462,1,,50,1.0,,5.0,1.0,,3.0,1.0,,,1.0,,,1.0,,1.0,,3.0,,,0.0248,1.0,0.0092,,1.0,1.0,,,,,,,,
12530798,away,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,171.0,91,M,802150,EUR,902793600,M,17,17,False,35.0,32.0,2.0,1.0,0.0,8.0,8.0,26.0,36.0,,3.0,,,,74.0,51.0,7.1,12.0,0.153901,1,,17,9.0,,1.0,1.0,,,1.0,1.0,,1.0,,,2.0,,1.0,,2.0,,1.0,0.0281,,,,2.0,,,,,,,,,
12530798,away,Alanyaspor,Efecan Karaca,,,efecan-karaca,E. Karaca,M,166.0,109,M,60510,EUR,627177600,M,7,7,False,44.0,39.0,2.0,1.0,0.0,12.0,13.0,27.0,33.0,1.0,4.0,,,,82.0,61.0,6.9,8.0,0.0262455,0,,7,2.0,1.0,5.0,1.0,2.0,,2.0,1.0,,4.0,,,,,1.0,,,True,,,,,,,,,,,,,,,
12530798,away,Alanyaspor,Sergio Córdova,,,sergio-cordova,S. Córdova,F,188.0,672,M,881222,EUR,871084800,F,9,9,False,25.0,18.0,2.0,2.0,0.0,3.0,4.0,15.0,23.0,1.0,4.0,,,,88.0,37.0,7.5,14.0,0.229736,1,,9,2.0,,1.0,3.0,,1.0,,,,,,,1.0,1.0,,,4.0,,,0.0901,1.0,0.6079,,,2.0,,,,1.0,,,,
12530798,away,Alanyaspor,Ui-Jo Hwang,,,ui-jo-hwang,U. Hwang,F,186.0,1040,M,791314,EUR,714960000,F,16,16,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,16.0,5.0,6.6,2.0,0.0122606,1,,16,,,,,,,,,,,,,1.0,,,,2.0,,,0.0627,,,1.0,,,,,,,,,,
12530798,away,Alanyaspor,Fatih Aksoy,,,fatih-aksoy,F. Aksoy,D,189.0,69,M,827922,EUR,878774400,D,20,20,True,10.0,6.0,3.0,1.0,0.0,4.0,5.0,2.0,5.0,2.0,2.0,,,,8.0,13.0,6.7,4.0,0.00488702,0,,20,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12530798,away,Alanyaspor,Rony Lopes,,,rony-lopes,R. Lopes,M,174.0,628,M,190147,EUR,820108800,F,11,11,True,3.0,2.0,1.0,,0.0,1.0,1.0,1.0,2.0,,,,,,8.0,3.0,6.5,1.0,0.00775021,0,,16,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12530798,away,Alanyaspor,Jure Balkovec,,,jure-balkovec,J. Balkovec,D,185.0,292,M,171625,EUR,779068800,D,29,29,True,,,,,0.0,,,,,1.0,,,,,2.0,4.0,,,4.1e-07,0,,29,,,,3.0,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,
12530798,away,Alanyaspor,Mert Furkan Bayram,Mert Furkan Bayram,,mert-furkan-bayram,M. F. Bayram,G,187.0,50,M,1149021,EUR,1104624000,G,23,23,True,,,,,,,,,,,,,,,,,,,,0,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530798,away,Alanyaspor,Yusuf Karagöz,Yusuf Karagoz,,yusuf-karagoz,Y. Karagöz,G,195.0,33,M,1133582,EUR,939081600,G,99,99,True,,,,,,,,,,,,,,,,,,,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530798,away,Alanyaspor,Juan Christian,Juan Christian,,juan-christian,J. Christian,M,177.0,138,M,1412631,EUR,984182400,F,70,70,True,,,,,,,,,,,,,,,,,,,,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530798,away,Alanyaspor,Arda Usluoğlu,Arda Usluoğlu,,arda-usluoglu,A. Usluoğlu,F,189.0,69,M,1618838,EUR,1160611200,F,15,15,True,,,,,,,,,,,,,,,,,,,,0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530798,away,Alanyaspor,Bera Ceken,Bera Ceken,,bera-ceken,B. Ceken,F,178.0,20,M,1568920,EUR,1124323200,F,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
