match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_totalCross,stat_wonContest,stat_wasFouled,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_hitWoodwork,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
12441735,home,RKC Waalwijk,Jeroen Houwen,jeroen-houwen,J. Houwen,G,188.0,36,M,339367,EUR,824601600,G,1,1,False,28.0,24.0,9.0,5.0,0.0,21.0,21.0,3.0,7.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,90.0,32.0,7.4,4.0,0.00284147,0,0.7317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441735,home,RKC Waalwijk,Faissal Al Mazyani,faissal-al-mazyani,F. A. Mazyani,D,179.0,681,M,1195771,EUR,1106006400,D,33,33,False,45.0,34.0,2.0,,0.0,20.0,27.0,14.0,18.0,3.0,3.0,6.0,4.0,,,,,90.0,75.0,7.5,15.0,0.00842923,0,,Faissal Al Mazyani,,33,2.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12441735,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,184.0,104,M,798179,EUR,880329600,D,2,2,False,46.0,41.0,8.0,4.0,0.0,34.0,35.0,7.0,11.0,,4.0,6.0,8.0,,,,,90.0,65.0,7.4,8.0,0.00974673,0,,,,2,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,
12441735,home,RKC Waalwijk,Liam van Gelderen,liam-van-gelderen,L. v. Gelderen,D,178.0,172,M,910049,EUR,985305600,D,4,4,False,45.0,41.0,2.0,,0.0,34.0,35.0,7.0,10.0,3.0,5.0,6.0,5.0,,,,,90.0,59.0,7.0,6.0,0.00904763,0,,,,4,3.0,1.0,1.0,,2.0,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12441735,home,RKC Waalwijk,Tim van de Loo,tim-van-de-loo,T. v. d. Loo,M,180.0,36,M,1174460,EUR,1045872000,M,22,22,False,34.0,28.0,4.0,1.0,0.0,11.0,12.0,17.0,22.0,2.0,3.0,5.0,4.0,,,,,90.0,46.0,7.0,9.0,0.398486,1,,Tim van de Loo,,22,6.0,,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.2832,2.0,,,,,,,,,,,,,
12441735,home,RKC Waalwijk,Kevin Felida,kevin-felida,K. Felida,M,172.0,104,M,896215,EUR,942278400,M,35,35,False,24.0,17.0,3.0,,0.0,7.0,9.0,10.0,18.0,1.0,4.0,1.0,3.0,,,,,61.0,38.0,6.9,13.0,0.0195603,0,,,,6,4.0,,2.0,2.0,1.0,,2.0,1.0,,,2.0,,,,,,3.0,2.0,1.0,,,,,,,,,,
12441735,home,RKC Waalwijk,Mohamed Ihattaren,mohamed-ihattaren,M. Ihattaren,M,182.0,2918,M,929633,EUR,1013472000,M,52,52,False,34.0,24.0,2.0,1.0,0.0,8.0,10.0,18.0,32.0,,4.0,2.0,6.0,,,,,85.0,67.0,7.2,25.0,0.429307,3,,,,52,6.0,,,3.0,,,,5.0,2.0,1.0,2.0,,,2.0,0.2307,1.0,8.0,1.0,1.0,2.0,1.0,0.0283,,,,,,,
12441735,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,195.0,495,M,1010846,EUR,978480000,M,6,6,False,33.0,31.0,2.0,2.0,0.0,16.0,17.0,15.0,16.0,,9.0,,5.0,,,,,85.0,52.0,7.1,7.0,0.0199266,0,,,,5,4.0,,,4.0,,,3.0,1.0,4.0,2.0,2.0,,,,,1.0,,2.0,3.0,,,,,,,,,,
12441735,home,RKC Waalwijk,Juan Familia-Castillo,juan-castillo,J. Familia-Castillo,D,175.0,185,M,856735,EUR,947721600,M,5,5,False,34.0,27.0,5.0,1.0,0.0,8.0,9.0,20.0,27.0,,6.0,6.0,4.0,,,,,90.0,67.0,6.8,14.0,0.0907071,0,,,,5,5.0,,,2.0,1.0,,,1.0,5.0,3.0,3.0,,,,,1.0,2.0,,1.0,1.0,,,,,,,,,
12441735,home,RKC Waalwijk,Richonell Margaret,richonell-margaret,R. Margaret,F,191.0,393,M,973716,EUR,968284800,F,19,19,False,26.0,19.0,,,0.0,6.0,10.0,14.0,19.0,1.0,7.0,,4.0,,,,,73.0,54.0,6.8,23.0,0.166592,2,,,,18,11.0,,,8.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,,,,0.0321,,3.0,,2.0,1.0,1.0,0.4259,1.0,,,,,,
12441735,home,RKC Waalwijk,Oskar Zawada,oskar-zawada,O. Zawada,F,192.0,705,M,318745,EUR,823132800,F,9,9,False,12.0,8.0,,,0.0,5.0,7.0,3.0,5.0,4.0,8.0,,,,,,,72.0,29.0,6.7,8.0,0.147078,2,,,,19,2.0,1.0,,4.0,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0,0.9967,1.0,,1.0,1.0,,,,,True,1.0,,,,
12441735,home,RKC Waalwijk,Chris Lokesa,lokesa-chris,C. Lokesa,M,175.0,140,M,1126518,EUR,1099785600,M,14,14,True,8.0,8.0,,,0.0,,,8.0,9.0,,3.0,,1.0,,,,,29.0,19.0,6.6,6.0,0.0171106,1,,,,5,4.0,,,2.0,,,1.0,1.0,,,4.0,,,,0.064,,1.0,2.0,1.0,,1.0,0.1004,,,,,,,
