match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_keyPass,stat_shotOffTarget,stat_wasFouled,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_totalOffside,captain,stat_goalAssist,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot,player_sofascoreId
10408350,home,Elche,Édgar Badía,,,edgar-badia,É. Badía,G,13,181,194,M,811557,EUR,697852800,G,13,13,False,16.0,10.0,9.0,3.0,8.0,10.0,2.0,6.0,12.0,4.0,2.0,3.0,90.0,30.0,6.7,6.0,0.0,0.0,0.00024439,0,-0.1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408350,home,Elche,Helibelton Palacios,,,helibelton-palacios,H. Palacios,D,13,181,376,M,329597,EUR,739584000,D,14,14,False,30.0,14.0,11.0,3.0,9.0,17.0,5.0,13.0,9.0,,,,90.0,46.0,6.2,20.0,0.0,0.0,0.00362838,0,,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10408350,home,Elche,Enzo Roco,,,enzo-roco,E. Roco,D,3,191,401,M,105971,EUR,713923200,D,3,3,False,36.0,23.0,6.0,2.0,14.0,18.0,9.0,18.0,4.0,,,,90.0,49.0,6.8,14.0,0.0,0.0,0.00721018,0,,4.0,7.0,7.0,,4.0,8.0,10.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408350,home,Elche,Pedro Bigas,,,pedro-bigas,P. Bigas,D,6,180,322,M,141832,EUR,635040000,D,6,6,False,33.0,19.0,9.0,2.0,10.0,13.0,9.0,21.0,2.0,,,,90.0,46.0,6.7,17.0,0.0471,0.1206,0.00452599,1,,,,3.0,,,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10408350,home,Elche,José Ángel Carmona,,,jose-angel-carmona,J. Á. Carmona,D,2,183,1021,M,1015240,EUR,1012262400,M,40,40,False,20.0,15.0,1.0,,8.0,12.0,7.0,12.0,7.0,,,,87.0,48.0,7.9,17.0,0.2738,0.8457,0.0696181,3,,2.0,5.0,,4.0,2.0,1.0,10.0,,6.0,2.0,4.0,3.0,3.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10408350,home,Elche,Omar Mascarell,,,omar-mascarell,O. Mascarell,M,5,181,553,M,255999,EUR,728611200,M,21,21,False,44.0,34.0,7.0,5.0,16.0,21.0,18.0,23.0,12.0,,,,90.0,63.0,7.1,13.0,0.0556,0.0,0.011359,2,,1.0,3.0,5.0,,,2.0,7.0,1.0,2.0,1.0,,3.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,
10408350,home,Elche,Gerard Gumbau,,,gerard-gumbau,G. Gumbau,M,15,187,380,M,326471,EUR,787708800,M,20,20,False,32.0,21.0,6.0,6.0,11.0,16.0,13.0,24.0,5.0,,,,90.0,52.0,7.2,18.0,0.0,0.0,0.264472,0,,1.0,6.0,3.0,,3.0,2.0,5.0,,2.0,1.0,8.0,,,,,1.0,,,1.0,,1.0,3.0,1.0,,,,,,,,
10408350,home,Elche,Lautaro Blanco,,,lautaro-blanco,L. Blanco,D,3,176,1085,M,989865,EUR,919382400,M,2,2,False,20.0,11.0,6.0,2.0,1.0,5.0,11.0,19.0,5.0,,,,68.0,43.0,6.4,17.0,0.0,0.0,0.00862469,0,,,2.0,,2.0,1.0,,1.0,,,,4.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,
10408350,home,Elche,Pere Milla,,,pere-milla,P. Milla,M,11,179,867,M,175185,EUR,717206400,F,10,10,False,13.0,5.0,3.0,1.0,,,5.0,14.0,7.0,,,,80.0,33.0,6.7,17.0,0.046,0.0,0.0060918,1,,,7.0,,2.0,2.0,,5.0,,1.0,1.0,1.0,5.0,2.0,,,2.0,,,1.0,1.0,2.0,,,1.0,1.0,,,,,,
10408350,home,Elche,Lucas Boyé,,,lucas-boye,L. Boyé,F,15,183,1345,M,814385,EUR,825465600,F,9,9,False,18.0,15.0,1.0,,4.0,5.0,11.0,14.0,1.0,,,,87.0,38.0,5.8,11.0,0.5623,0.0,0.0272073,4,,1.0,9.0,,3.0,4.0,,5.0,,,,1.0,2.0,1.0,1.0,,3.0,1.0,,1.0,3.0,4.0,,,,3.0,,,,,,
10408350,home,Elche,Fidel,,,fidel,Fidel,F,10,179,132,M,116607,EUR,625449600,F,16,16,False,15.0,10.0,,,2.0,2.0,9.0,16.0,4.0,,,,69.0,22.0,7.3,9.0,0.0,0.0,0.134057,0,,,2.0,,1.0,1.0,,2.0,,1.0,1.0,3.0,2.0,1.0,,,,,,2.0,,,1.0,,1.0,1.0,True,1.0,,,,
10408350,home,Elche,Carlos Clerc,,,carlos-clerc,C. Clerc,D,18,182,71,M,192430,EUR,698630400,D,23,23,True,8.0,7.0,3.0,2.0,3.0,4.0,4.0,7.0,2.0,,,,22.0,24.0,6.7,7.0,0.0,0.0,0.011607,0,,,,2.0,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
10408350,home,Elche,Ezequiel Ponce,,,ezequiel-ponce,E. Ponce,F,10,178,775,M,356444,EUR,859593600,F,19,19,True,14.0,13.0,1.0,1.0,5.0,5.0,8.0,9.0,2.0,,,,21.0,15.0,6.8,1.0,0.0,0.0,0.00472373,0,,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,
10408350,home,Elche,Raúl Guti,,,raul-guti,R. Guti,M,10,180,150,M,591740,EUR,851904000,M,8,8,True,1.0,,,,,,,3.0,2.0,,,,10.0,10.0,6.3,5.0,0.1969,0.0401,0.0,2,,,1.0,,1.0,,,,,,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,
10408350,home,Elche,Roger Martí,,,roger-marti,R. Martí,F,9,178,227,M,212074,EUR,662860800,F,18,18,True,1.0,,,,,1.0,,,,,,,8.0,1.0,6.5,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408350,home,Elche,Tete Morente,,,tete-morente,T. Morente,F,15,180,435,M,605374,EUR,849657600,M,11,11,True,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,3.0,3.0,,2.0,0.0,0.0,8.381e-05,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408350,home,Elche,Axel Werner,,,axel-werner,A. Werner,G,1,191,163,M,250219,EUR,825465600,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408350,home,Elche,Diego González,,,diego-gonzalez,D. González,D,4,184,41,M,597756,EUR,791251200,D,4,4,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
