match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_fouls,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_crossNotClaimed,stat_punches
11352458,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,44.0,35.0,23.0,14.0,24.0,26.0,11.0,18.0,1.0,11.0,2.0,2.0,2.0,1.0,1.0,90.0,54.0,7.2,10.0,0.0255517,0,-0.5541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352458,home,Everton,Ben Godfrey,ben-godfrey,B. Godfrey,D,14,183,614,M,,754698,EUR,884822400,D,22,22,False,41.0,28.0,5.0,2.0,7.0,10.0,21.0,33.0,3.0,4.0,,,,,,90.0,86.0,6.9,24.0,0.0310435,0,,2.0,5.0,4.0,11.0,11.0,1.0,2.0,4.0,1.0,1.0,6.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11352458,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,75.0,62.0,19.0,13.0,34.0,37.0,29.0,39.0,5.0,14.0,,,,,,90.0,99.0,8.3,14.0,0.0379262,2,,1.0,4.0,6.0,4.0,11.0,,,1.0,1.0,5.0,2.0,1.0,1.0,,True,1.0,1.0,1.0,1.0,2.0,2.0,0.3767,0.0946,,,,,,,,,,,
11352458,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2591,M,,979563,EUR,1025136000,D,32,32,False,62.0,55.0,2.0,2.0,40.0,42.0,15.0,20.0,,2.0,,,,,,90.0,72.0,7.3,8.0,0.0133227,0,,,2.0,6.0,2.0,8.0,,,,,4.0,2.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,
11352458,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,60.0,46.0,6.0,1.0,12.0,15.0,37.0,50.0,1.0,5.0,,,,,,90.0,77.0,7.2,17.0,0.183938,1,,5.0,1.0,5.0,2.0,6.0,1.0,,,,1.0,,,1.0,3.0,,3.0,,,,,1.0,0.0388,,1.0,,,,,,,,,,
11352458,home,Everton,Ashley Young,ashley-young,A. Young,D,15,180,1712,M,,10589,EUR,489715200,M,18,18,False,16.0,12.0,2.0,,3.0,4.0,9.0,13.0,1.0,2.0,,,,,,66.0,34.0,7.2,10.0,0.00383707,1,,1.0,,1.0,7.0,5.0,,3.0,,,1.0,2.0,1.0,2.0,,,,,1.0,,1.0,2.0,0.0689,,,1.0,4.0,,,,,,,,
11352458,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,35.0,30.0,3.0,1.0,16.0,18.0,14.0,18.0,,5.0,,,,,,66.0,53.0,7.2,8.0,0.0119609,3,,1.0,1.0,1.0,3.0,7.0,1.0,,1.0,1.0,1.0,5.0,4.0,2.0,,,,,1.0,,,,0.0487,,2.0,,2.0,,,,,,,,
11352458,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,False,57.0,53.0,2.0,2.0,23.0,24.0,31.0,40.0,1.0,4.0,,,,,,90.0,80.0,7.6,12.0,0.0597804,3,,7.0,1.0,,4.0,3.0,,,3.0,1.0,3.0,1.0,1.0,,1.0,,1.0,,2.0,1.0,,1.0,0.2015,0.1541,,,1.0,,,,,,,,
11352458,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,False,41.0,36.0,2.0,1.0,8.0,8.0,33.0,43.0,,2.0,,,,,,90.0,58.0,8.1,14.0,0.579169,0,,10.0,2.0,,4.0,2.0,,2.0,,,,1.0,,2.0,5.0,,5.0,,,,,1.0,,,,,,Dwight,McNeil,1.0,3.0,,,,
11352458,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,F,16,16,False,24.0,16.0,1.0,1.0,3.0,4.0,13.0,20.0,1.0,5.0,,,,,,72.0,34.0,6.6,11.0,0.00738724,3,,,,,1.0,1.0,,,1.0,1.0,,,,3.0,,,,1.0,1.0,1.0,,,0.6712,0.1153,1.0,,1.0,,,,,,,,
