match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_errorLeadToAShot,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_keyPass,captain,stat_wasFouled,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,stat_blockedScoringAttempt,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
13981450,home,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,865646,EUR,962409600,G,29,29,False,22.0,17.0,9.0,4.0,0.0,14.0,17.0,3.0,5.0,3.0,1.0,2.0,90.0,27.0,6.6,5.0,0.00140342,0.0779,0,-0.3499,0.03,-0.03,-0.1,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981450,home,Atalanta,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9985,M,973437,EUR,978566400,D,3,3,False,51.0,47.0,2.0,,0.0,27.0,28.0,20.0,23.0,5.0,,,90.0,61.0,6.5,8.0,0.0141576,,0,,0.13,-0.23,-0.12,,odilonkossounou,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
13981450,home,Atalanta,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,4,4,False,44.0,40.0,,,0.0,32.0,35.0,8.0,9.0,3.0,,,90.0,63.0,6.7,6.0,0.00230478,,1,,0.07,0.04,-0.04,,,,6.0,7.0,1.0,,,,8.0,2.0,1.0,,1.0,2.0,3.0,6.0,1.0,1.0,1.0,0.0722,-0.3,,,,,,,,,,,,,,,,,,
13981450,home,Atalanta,Giorgio Scalvini,giorgio-scalvini,G. Scalvini,D,42,194,3375,M,1012176,EUR,1071100800,D,42,42,False,70.0,59.0,5.0,1.0,0.0,39.0,42.0,20.0,28.0,4.0,,,90.0,85.0,7.7,12.0,0.0182177,,1,,0.21,0.24,-0.25,,,,4.0,4.0,3.0,,,,4.0,3.0,,,1.0,1.0,,4.0,,1.0,,0.1226,0.51,,,1.0,1.0,0.52,,,,,,,,,,,,,
13981450,home,Atalanta,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188,2480,M,826185,EUR,958521600,M,16,16,False,35.0,32.0,3.0,3.0,0.0,14.0,15.0,18.0,20.0,2.0,,,90.0,47.0,6.8,9.0,0.144279,,1,,0.14,0.21,-0.1,,,6.0,2.0,2.0,1.0,,2.0,2.0,,,,,,1.0,,,,,,0.0202,-0.22,,,1.0,,0.0352,1.0,3.0,,,,,,,,,,,
13981450,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,100389,EUR,670204800,M,15,15,False,35.0,26.0,4.0,1.0,0.0,17.0,19.0,9.0,16.0,2.0,,,76.0,44.0,7.1,10.0,0.00605792,,1,,0.14,0.02,0.19,,,,2.0,4.0,,,,,2.0,,2.0,2.0,,1.0,1.0,1.0,,1.0,,0.0605,0.12,,,1.0,,0.1137,,,True,1.0,,,,,,,,,
13981450,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189,7385,M,190437,EUR,792288000,M,8,8,False,39.0,34.0,2.0,1.0,0.0,20.0,22.0,14.0,17.0,4.0,,,59.0,45.0,7.4,7.0,0.0890531,,1,,0.37,0.21,-0.09,,pasalicmario,,4.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,0.2283,0.27,,,1.0,,0.1657,,,,1.0,1.0,,,,,,,,
13981450,home,Atalanta,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,59,175,16244,M,984184,EUR,1011744000,M,59,59,False,20.0,16.0,2.0,,1.0,10.0,12.0,6.0,8.0,5.0,,,85.0,45.0,7.6,16.0,0.0976161,,2,,-0.08,-0.03,-0.09,,nico_zale,9.0,5.0,2.0,,1.0,2.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,0.2076,0.53,,,1.0,1.0,0.3534,1.0,1.0,,1.0,,1.0,1.0,,,,,,
13981450,home,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192,14835,M,960441,EUR,984182400,F,17,17,False,39.0,32.0,3.0,2.0,0.0,6.0,7.0,26.0,32.0,7.0,,,75.0,58.0,10.0,11.0,0.329269,,2,,0.74,0.98,0.15,,cdk,4.0,,11.0,,,4.0,4.0,,,2.0,2.0,1.0,,,1.0,,,,0.5273,0.86,,,2.0,2.0,0.9025,1.0,6.0,,4.0,,1.0,,1.0,,,,,
13981450,home,Atalanta,Kamaldeen Sulemana,kamaldeen-sulemana,K. Sulemana,F,7,174,8299,M,1019442,EUR,1013731200,F,7,7,False,25.0,21.0,2.0,1.0,0.0,6.0,7.0,15.0,18.0,6.0,,,75.0,37.0,6.8,10.0,0.0767552,,1,,0.26,0.33,0.16,,kamaldeenho10,1.0,6.0,2.0,,2.0,3.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,0.0563,0.01,,,,,,,,,,,,,,1.0,,,,
