match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,player_sofascoreId,stat_interceptionWon,stat_errorLeadToAShot,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceCreated,stat_dispossessed,stat_wasFouled,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,captain,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_lastManTackle,stat_penaltyConceded
14566875,home,AFC Ajax,Vítězslav Jaroš,vitezslav-jaros,V. Jaroš,G,1,190.0,4413,M,927359,EUR,995846400,G,1,1,False,63.0,50.0,25.0,13.0,0.0,45.0,48.0,5.0,15.0,11.0,1.0,1.0,1.0,90.0,73.0,6.4,13.0,0.00134675,22.788,5.89673,0.0,104.70051116738,21.0,40.11,10.08,0.0155,0,-1.2135,0.03,-0.06,-0.19,0.02,3.71,2.0,0.15,0.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566875,home,AFC Ajax,Anton Gaaei,anton-gaaei,A. Gaaei,D,3,183.0,906,M,1120315,EUR,1037664000,D,3,3,False,57.0,44.0,12.0,6.0,0.0,24.0,27.0,20.0,30.0,6.0,,,,90.0,84.0,6.7,21.0,0.115195,32.328,10.91866,14.0,285.7713644787,23.0,187.53,27.615,,0,,0.01,0.38,-0.24,,3.04,5.1,1.67,0.81,0.3,,,4.0,1.0,2.0,1.0,5.0,8.0,1.0,4.0,4.0,1.0,3.0,2.0,5.0,2.0,165.7156282538,9.0,,,,,,,,,,,,,,,,,,,,,,,,
14566875,home,AFC Ajax,Josip Šutalo,josip-sutalo,J. Šutalo,D,37,190.0,4307,M,954836,EUR,951696000,D,37,37,False,84.0,75.0,8.0,4.0,0.0,67.0,73.0,8.0,11.0,9.0,,,,90.0,95.0,6.1,9.0,0.00272702,28.836,10.87786,4.0,290.4232172448,35.0,116.34,17.955,,0,,0.01,0.1,-0.44,,2.78,6.07,1.49,0.47,0.07,,,,,1.0,2.0,2.0,2.0,,,,8.0,,,,1.0,,,josip.sutalo,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14566875,home,AFC Ajax,Youri Baas,youri-baas,Y. Baas,D,15,182.0,1217,M,1000228,EUR,1047859200,D,15,15,False,97.0,83.0,10.0,5.0,0.0,71.0,81.0,12.0,16.0,8.0,,,,90.0,111.0,6.9,15.0,0.00926658,29.664,10.26237,4.0,173.64616240629,23.0,94.71,10.92,,1,,0.0,0.07,-0.2,,2.94,5.56,1.36,0.34,0.06,,,,,1.0,5.0,2.0,8.0,,1.0,,5.0,3.0,3.0,,,,,,,1.0,1.0,1.0,2.0,0.0975,-0.24,,,,,,,,,,,,,,,,
14566875,home,AFC Ajax,Owen Wijndal,owen-wijndal,O. Wijndal,D,5,174.0,795,M,836673,EUR,943747200,D,5,5,False,56.0,51.0,2.0,1.0,0.0,39.0,42.0,12.0,14.0,3.0,,,,88.0,76.0,5.8,9.0,0.106875,30.06,9.96187,7.0,111.08323920603,17.0,7.035,11.655,,0,,0.0,-0.18,-0.33,,2.83,5.02,1.46,0.52,0.12,,,2.0,1.0,1.0,,7.0,1.0,1.0,2.0,,2.0,1.0,,1.0,3.0,,,,2.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,
14566875,home,AFC Ajax,Youri Regeer,youri-regeer,Y. Regeer,M,6,177.0,744,M,996940,EUR,1061164800,M,6,6,False,60.0,54.0,3.0,2.0,0.0,42.0,43.0,12.0,17.0,4.0,,,,90.0,79.0,7.5,9.0,0.0140887,30.24,11.29132,8.0,121.53341824081,16.0,61.845,14.805,,0,,0.15,0.07,0.42,,2.7,6.55,1.42,0.47,0.16,,,1.0,,,1.0,1.0,7.0,,1.0,1.0,4.0,3.0,2.0,1.0,,,,,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,,
14566875,home,AFC Ajax,Sean Steur,sean-steur,S. Steur,M,48,180.0,725,M,1859920,EUR,1200009600,M,48,48,False,53.0,48.0,5.0,4.0,0.0,32.0,33.0,16.0,20.0,1.0,,,,69.0,63.0,6.8,7.0,0.0342246,28.296,8.76317,4.0,122.58611104291,19.0,36.54,11.97,,2,,0.18,0.11,-0.01,,2.02,4.74,1.51,0.42,0.07,Sean Steur,,,,,,2.0,2.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,0.1376,-0.32,,,,1.0,1.0,0.0221,,,,,,,,,,
14566875,home,AFC Ajax,Oscar Gloukh,oscar-gloukh,O. Gloukh,M,10,170.0,4707,M,1155158,EUR,1080777600,M,10,10,False,40.0,33.0,3.0,2.0,0.0,11.0,14.0,22.0,26.0,2.0,,,,80.0,57.0,7.0,15.0,0.156644,31.716,9.55912,9.0,185.27601241409,15.0,115.395,29.295,,2,,0.48,0.33,-0.13,,2.5,4.66,1.57,0.63,0.19,Oscar Gloukh,,3.0,,2.0,,5.0,3.0,,1.0,1.0,,1.0,,3.0,1.0,126.22068463513,6.0,,,,1.0,1.0,,0.263,-0.22,,2.0,1.0,,1.0,,1.0,,,,,,,,,
14566875,home,AFC Ajax,Davy Klaassen,davy-klaassen,D. Klaassen,M,18,179.0,1573,M,97410,EUR,730252800,M,18,18,False,34.0,28.0,1.0,1.0,0.0,13.0,14.0,15.0,20.0,6.0,,,,69.0,40.0,6.4,6.0,0.0615107,27.324,9.44886,3.0,14.619518262264,4.0,-3.15,1.365,,1,,-0.21,0.02,-0.07,,1.94,4.83,1.9,0.72,0.06,,,,,3.0,1.0,5.0,4.0,,,,,2.0,1.0,,2.0,,,,2.0,,,1.0,,0.4231,-0.32,,,1.0,,,,1.0,True,,,,,,,,
14566875,home,AFC Ajax,Mika Godts,mika-godts,M. Godts,F,11,176.0,3970,M,1149146,EUR,1118102400,M,11,11,False,39.0,31.0,4.0,4.0,0.0,16.0,18.0,15.0,21.0,3.0,,,,90.0,57.0,6.9,19.0,0.377498,33.012,10.52306,14.0,245.30649806682,20.0,80.85,24.99,,2,,0.44,0.45,-0.16,,3.22,5.01,1.36,0.62,0.31,Mika Godts,,3.0,1.0,,,6.0,1.0,1.0,3.0,1.0,,,,4.0,1.0,139.07455915896,7.0,,,,2.0,1.0,,0.0721,-0.46,,2.0,,1.0,,0.039,,,,,,,,,,
