match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_challengeLost,stat_outfielderBlock,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wonContest,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_bigChanceMissed,player_sofascoreId
12530718,home,Gaziantep FK,Mustafa Burak Bozan,bozan-mustafa-burak,M. B. Bozan,G,71,196,107,M,934201,EUR,966988800,G,71,71,False,19.0,12.0,9.0,2.0,0.0,10.0,10.0,2.0,9.0,2.0,11.0,3.0,3.0,4.0,1.0,1.0,1.0,90.0,34.0,7.9,7.0,0.00044742,0,0.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530718,home,Gaziantep FK,Salem M'Bakata,salem-mbakata,S. M'Bakata,D,22,177,65,M,940367,EUR,892944000,D,22,22,False,18.0,15.0,2.0,1.0,0.0,11.0,13.0,5.0,6.0,5.0,5.0,,,,,,,90.0,48.0,7.2,11.0,0.0169985,1,,,,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0161,,,,,,,,,,,,,,,,
12530718,home,Gaziantep FK,Semih Güler,semih-guler,S. Güler,D,6,184,112,M,325155,EUR,786153600,D,17,17,False,44.0,35.0,17.0,9.0,0.0,25.0,25.0,10.0,19.0,8.0,6.0,,,,,,,90.0,56.0,7.0,10.0,0.00459356,0,,,,,,2.0,,4.0,1.0,,,,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
12530718,home,Gaziantep FK,Anel Husić,anel-husic,A. Husić,D,51,189,170,M,1122387,EUR,983404800,D,51,51,False,38.0,28.0,7.0,,0.0,18.0,19.0,10.0,19.0,6.0,1.0,,,,,,,90.0,52.0,7.4,11.0,0.00190973,0,,Anel Husic,,,,,1.0,1.0,3.0,,1.0,,,1.0,,,,,,3.0,,1.0,1.0,1.0,,,,,,,,,,
12530718,home,Gaziantep FK,Emre Taşdemir,emre-tasdemir,E. Taşdemir,D,33,176,74,M,190191,EUR,807840000,D,3,3,False,18.0,15.0,2.0,1.0,0.0,6.0,6.0,9.0,13.0,2.0,2.0,,,,,,,45.0,26.0,7.1,4.0,0.00946193,0,,,,1.0,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,
12530718,home,Gaziantep FK,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,M,10,10,False,18.0,14.0,3.0,2.0,0.0,5.0,5.0,10.0,14.0,2.0,6.0,,,,,,,90.0,31.0,7.5,4.0,0.047865,2,,,,1.0,1.0,4.0,1.0,6.0,9.0,,1.0,1.0,,3.0,2.0,4.0,2.0,0.0606,,,,,1.0,2.0,2.0,1.0,,,,,,,,
12530718,home,Gaziantep FK,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,,180,427,M,228342,EUR,656985600,M,20,20,False,21.0,20.0,1.0,,0.0,14.0,14.0,6.0,7.0,,4.0,,,,,,,90.0,35.0,7.1,3.0,0.00384402,0,,,,,,1.0,,1.0,8.0,,2.0,,,2.0,2.0,4.0,,,,1.0,,1.0,2.0,,,,,,,,,,,
12530718,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177,793,M,180511,EUR,647395200,M,44,44,False,23.0,17.0,3.0,1.0,0.0,13.0,16.0,5.0,11.0,,3.0,,,,,,,62.0,39.0,6.6,12.0,0.11702,2,,,,4.0,1.0,,,3.0,3.0,,1.0,,2.0,1.0,,2.0,,0.0917,1.0,,,2.0,,1.0,1.0,2.0,True,,,,,,,
12530718,home,Gaziantep FK,Christophe Lungoyi,christophe-lungoyi,C. Lungoyi,F,11,180,197,M,883355,EUR,962668800,F,11,11,False,15.0,12.0,,,0.0,5.0,6.0,7.0,11.0,2.0,,,,,,,,89.0,35.0,6.6,13.0,0.0258022,1,,,,2.0,,1.0,1.0,8.0,7.0,1.0,5.0,,,1.0,,3.0,,0.0486,,,,4.0,2.0,3.0,,1.0,,,,,,,,
12530718,home,Gaziantep FK,Emmanuel Boateng,emmanuel-boateng,E. Boateng,F,9,175,586,M,580392,EUR,832809600,F,21,21,False,3.0,1.0,,,0.0,,,1.0,3.0,,1.0,,,,,,,45.0,9.0,6.5,4.0,0.00054918,1,,,,,,2.0,,4.0,2.0,1.0,1.0,,,,,1.0,,0.072,,,,1.0,1.0,1.0,,1.0,,,,,,,,
