match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,player_firstName,player_lastName,stat_errorLeadToAGoal,stat_fouls,stat_totalCross,stat_wonContest,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalOffside,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_goalAssist,stat_bigChanceCreated
11396201,home,Darmstadt 98,Tim Skarke,tim-skarke,T. Skarke,M,21,179,194,M,800252,EUR,842054400,F,27,27,False,17.0,15.0,,,8.0,8.0,7.0,13.0,2.0,,,,90.0,33.0,7.0,11.0,0.070342,2,,4.0,,5.0,3.0,,,1.0,,,,,,3.0,0.063,,,,2.0,4.0,,5.0,,,,1.0,0.0718,2.0,1.0,,,,,,
11396201,home,Darmstadt 98,Julian Justvan,julian-justvan,J. Justvan,M,10,177,208,M,843132,EUR,891475200,M,17,17,True,22.0,17.0,3.0,2.0,12.0,12.0,5.0,11.0,3.0,,,,27.0,33.0,7.0,7.0,0.0104624,1,,,,1.0,5.0,,4.0,1.0,,,1.0,2.0,1.0,,0.0182,,,,,1.0,3.0,,,,,,,,,,,,,,
11396201,home,Darmstadt 98,Mathias Honsak,mathias-honsak,M. Honsak,M,17,188,255,M,575952,EUR,851040000,M,18,18,True,7.0,6.0,,,2.0,2.0,4.0,5.0,2.0,,,,11.0,9.0,6.7,1.0,0.0114108,1,,,1.0,,1.0,,,,,,,,,,0.1102,,,,,,,,,,,,,1.0,,1.0,,,,,
11396201,home,Darmstadt 98,Gerrit Holtmann,gerrit-holtmann,G. Holtmann,F,17,183,244,M,253517,EUR,796089600,F,25,25,True,5.0,3.0,1.0,,,,3.0,7.0,1.0,,,,10.0,10.0,6.4,5.0,0.0791107,0,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,
11396201,home,Darmstadt 98,Morten Behrens,morten-behrens,M. Behrens,G,26,193,27,M,814388,EUR,859852800,G,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396201,home,Darmstadt 98,Thomas Isherwood,thomas-isherwood,T. Isherwood,D,3,195,70,M,791928,EUR,885945600,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396201,home,Darmstadt 98,Asaf Arania,asaf-arania,A. Arania,D,17,182,22,M,1855791,EUR,1129680000,F,49,49,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Asaf,Arania,,,,,,,,,,,,,,,,,,
11396201,home,Darmstadt 98,Andreas Müller,andreas-muller,A. Müller,M,16,173,45,M,1049628,EUR,964051200,M,16,16,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Andreas Müller,,,,,,,,,,,,,,,,,,,
11396201,home,Darmstadt 98,Fabian Schnellhardt,fabian-schnellhardt,F. Schnellhardt,M,,180,19,M,138159,EUR,758332800,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396201,home,Darmstadt 98,Fabio Torsiello,torsiello-fabio,F. Torsiello,F,17,169,61,M,1391596,EUR,1107302400,F,42,42,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396201,away,1. FC Heidenheim,Kevin Müller,kevin-muller,K. Müller,G,22,190,180,M,121908,EUR,668995200,G,1,1,False,50.0,39.0,21.0,10.0,34.0,37.0,5.0,13.0,7.0,,1.0,3.0,90.0,56.0,7.4,11.0,0.00144146,0,0.5828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
11396201,away,1. FC Heidenheim,Jonas Föhrenbach,jonas-fohrenbach,J. Föhrenbach,D,19,185,79,M,311676,EUR,822614400,D,19,19,False,51.0,35.0,15.0,7.0,21.0,27.0,17.0,31.0,3.0,,,,90.0,78.0,7.2,24.0,0.191867,1,,,4.0,1.0,7.0,,1.0,1.0,,,,1.0,,3.0,0.0495,,,,,7.0,,,,3.0,,,,1.0,,,,,,,
11396201,away,1. FC Heidenheim,Patrick Mainka,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,39.0,34.0,2.0,,28.0,31.0,6.0,8.0,3.0,,,,90.0,51.0,7.1,7.0,0.00206568,2,,6.0,5.0,8.0,6.0,,,,4.0,,1.0,,,2.0,0.141,,,,1.0,,,,True,,1.0,1.0,0.0359,1.0,,1.0,,,,,
11396201,away,1. FC Heidenheim,Benedikt Gimber,benedikt-gimber,B. Gimber,D,5,185,137,M,798936,EUR,856310400,D,5,5,False,44.0,36.0,5.0,3.0,28.0,31.0,8.0,13.0,3.0,,,,90.0,53.0,6.8,9.0,0.00278799,1,,1.0,4.0,5.0,6.0,1.0,,,3.0,,,,,2.0,0.0564,,,,3.0,,,1.0,,,,,,,,1.0,,,,,
11396201,away,1. FC Heidenheim,Norman Theuerkauf,norman-theuerkauf,N. Theuerkauf,D,,183,29,M,15004,EUR,538444800,D,30,30,False,69.0,55.0,13.0,6.0,34.0,40.0,22.0,30.0,7.0,,,,90.0,92.0,7.1,16.0,0.268548,1,,2.0,2.0,5.0,5.0,,1.0,,,1.0,,1.0,1.0,2.0,0.0377,,,,2.0,1.0,,1.0,,1.0,,,,1.0,,1.0,,,,,
11396201,away,1. FC Heidenheim,Jan Schöppner,jan-schoppner,J. Schöppner,M,3,190,163,M,933707,EUR,929145600,M,3,3,False,35.0,28.0,4.0,3.0,14.0,16.0,14.0,19.0,3.0,,,,90.0,45.0,7.1,7.0,0.0185614,0,,4.0,4.0,5.0,6.0,,,,4.0,,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,
11396201,away,1. FC Heidenheim,Eren Dinkçi,eren-dinkci,E. Dinkçi,M,8,188,848,M,1067120,EUR,1008201600,M,8,8,False,21.0,17.0,,,7.0,7.0,11.0,18.0,3.0,,,,83.0,32.0,7.0,9.0,0.0312362,2,,1.0,,3.0,2.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,0.2332,,,,,4.0,1.0,1.0,,1.0,,1.0,0.0478,,1.0,,,,,,
11396201,away,1. FC Heidenheim,Kevin Sessa,sessa-kevin,K. Sessa,M,8,175,67,M,929806,EUR,962841600,M,16,16,False,36.0,32.0,5.0,4.0,15.0,15.0,18.0,24.0,5.0,,,,69.0,49.0,7.3,8.0,0.359448,2,,1.0,1.0,2.0,3.0,,,1.0,1.0,,,2.0,1.0,,0.0531,,,,1.0,3.0,,2.0,,1.0,,,,2.0,,1.0,,,,,
11396201,away,1. FC Heidenheim,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1027,M,836711,EUR,915408000,M,37,37,False,25.0,18.0,3.0,1.0,8.0,12.0,15.0,31.0,5.0,,,,89.0,63.0,7.3,25.0,0.255954,2,,,1.0,6.0,7.0,1.0,5.0,1.0,,,,3.0,2.0,1.0,0.0885,,,,1.0,18.0,2.0,1.0,,5.0,1.0,,,3.0,,1.0,,,,,
11396201,away,1. FC Heidenheim,Marvin Pieringer,marvin-pieringer,M. Pieringer,F,18,189,327,M,909485,EUR,938995200,F,18,18,False,22.0,18.0,2.0,1.0,9.0,10.0,9.0,12.0,4.0,,,,69.0,30.0,7.1,7.0,0.0407814,2,,1.0,2.0,2.0,3.0,,,1.0,,,,,,1.0,0.1315,,,,1.0,,,3.0,,,,1.0,0.052,1.0,1.0,,,,,,
11396201,away,1. FC Heidenheim,Tim Kleindienst,tim-kleindienst,T. Kleindienst,F,11,194,2514,M,228981,EUR,809827200,F,10,10,False,32.0,22.0,2.0,1.0,6.0,10.0,16.0,22.0,5.0,,,,90.0,53.0,6.8,19.0,0.0175404,3,,5.0,5.0,13.0,7.0,1.0,3.0,2.0,1.0,,2.0,1.0,,1.0,0.1911,,,,2.0,,,3.0,,,2.0,1.0,0.0427,1.0,,,,,,,
11396201,away,1. FC Heidenheim,Denis Thomalla,denis-thomalla,D. Thomalla,M,,186,60,M,122578,EUR,713923200,F,11,11,True,9.0,5.0,,,2.0,2.0,3.0,8.0,2.0,,,,21.0,15.0,6.6,6.0,0.0125874,0,,,,2.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,
11396201,away,1. FC Heidenheim,Nikola Dovedan,nikola-dovedan,N. Dovedan,M,37,172,321,M,138143,EUR,773452800,F,20,20,True,6.0,5.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,,,,21.0,12.0,7.4,3.0,0.096079,1,,,,2.0,1.0,1.0,1.0,,,,,1.0,1.0,,0.6092,,,,,,,1.0,,,,1.0,0.9828,1.0,,,,,1.0,,
11396201,away,1. FC Heidenheim,Christian Kühlwetter,christian-kuhlwetter,C. Kühlwetter,M,30,182,58,M,326695,EUR,830044800,F,24,24,True,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,13.0,3.0,7.1,2.0,0.402369,0,,2.0,,2.0,,,,,,,,,,,,Christian,Kühlwetter,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0
11396201,away,1. FC Heidenheim,Florian Pick,florian-pick,F. Pick,M,20,176,70,M,206620,EUR,810518400,M,17,17,True,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396201,away,1. FC Heidenheim,Vitus Eicher,vitus-eicher,V. Eicher,G,,190,27,M,96098,EUR,657763200,G,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396201,away,1. FC Heidenheim,Tim Siersleben,tim-siersleben,T. Siersleben,D,4,187,118,M,988252,EUR,952560000,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396201,away,1. FC Heidenheim,Seedy Jarju,seedy-jarju,S. Jarju,D,3,180,26,M,1464132,EUR,1098921600,D,29,29,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396201,away,1. FC Heidenheim,Luka Janeš,luka-janes,L. Janeš,M,28,184,39,M,1481943,EUR,1074470400,M,36,36,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396201,away,1. FC Heidenheim,Stefan Schimmer,stefan-schimmer,S. Schimmer,F,9,185,103,M,842922,EUR,767491200,F,9,9,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
