match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_totalCross,stat_dispossessed,stat_totalContest,captain,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_blockedScoringAttempt,stat_expectedGoals,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
12436620,home,Ipswich Town,Alex Palmer,,,alex-palmer,A. Palmer,G,1,190.0,227,M,796143,EUR,839635200,G,31,31,False,35.0,23.0,21.0,9.0,0.0,16.0,19.0,7.0,16.0,3.0,6.0,2.0,3.0,1.0,1.0,90.0,43.0,6.2,12.0,0.00325479,0,-1.3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436620,home,Ipswich Town,Axel Tuanzebe,,,axel-tuanzebe,A. Tuanzebe,D,6,185.0,6307,M,817979,EUR,879465600,D,40,40,False,23.0,20.0,,,0.0,14.0,16.0,6.0,7.0,5.0,2.0,,,,,90.0,40.0,6.7,4.0,0.00313525,0,,3.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12436620,home,Ipswich Town,Dara O'Shea,,,dara-oshea,D. O'Shea,D,26,188.0,660,M,856719,EUR,920505600,D,26,26,False,34.0,30.0,3.0,1.0,0.0,23.0,24.0,7.0,10.0,7.0,2.0,,,,,90.0,45.0,6.1,5.0,0.0146395,0,,,1.0,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12436620,home,Ipswich Town,Jacob Greaves,,,jacob-greaves,J. Greaves,D,24,193.0,527,M,990821,EUR,968716800,D,24,24,False,17.0,14.0,3.0,1.0,0.0,9.0,10.0,5.0,7.0,9.0,1.0,,,,,90.0,36.0,6.5,5.0,0.00269565,0,,,2.0,3.0,2.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12436620,home,Ipswich Town,Leif Davis,,,leif-davis,L. Davis,D,3,182.0,985,M,963493,EUR,946598400,D,3,3,False,5.0,5.0,,,0.0,3.0,3.0,2.0,2.0,2.0,1.0,,,,,32.0,11.0,5.1,,0.0003917,0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12436620,home,Ipswich Town,Ben Johnson,,,ben-johnson,B. Johnson,D,18,182.0,616,M,914412,EUR,948672000,M,18,18,False,13.0,13.0,1.0,1.0,0.0,10.0,10.0,3.0,5.0,2.0,3.0,,,,,90.0,24.0,6.0,5.0,0.00167007,0,,,1.0,,1.0,,1.0,5.0,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12436620,home,Ipswich Town,Sam Morsy,,,sam-morsy,S. Morsy,M,40,175.0,1814,M,108515,EUR,684460800,M,5,5,False,32.0,26.0,4.0,2.0,0.0,19.0,23.0,7.0,9.0,1.0,5.0,,,,,89.0,45.0,7.0,7.0,0.0296782,0,,,7.0,,4.0,2.0,1.0,2.0,,2.0,1.0,,,1.0,True,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
12436620,home,Ipswich Town,Jens Cajuste,,,jens-cajuste,J. Cajuste,M,12,188.0,1162,M,857671,EUR,934243200,M,12,12,False,24.0,18.0,2.0,,0.0,12.0,15.0,6.0,9.0,3.0,5.0,,,,,82.0,37.0,6.0,12.0,0.00211182,0,,,,1.0,,,,5.0,1.0,1.0,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,
12436620,home,Ipswich Town,Jack Clarke,,,jack-clarke,J. Clarke,M,47,181.0,1601,M,921005,EUR,974937600,M,47,47,False,9.0,7.0,,,0.0,3.0,4.0,4.0,5.0,2.0,3.0,,,,,35.0,15.0,6.8,2.0,0.00433819,0,,,1.0,,1.0,1.0,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,
12436620,home,Ipswich Town,Julio Enciso,,,julio-enciso,J. Enciso,M,19,173.0,12907,M,973556,EUR,1074816000,F,9,9,False,12.0,9.0,,,0.0,6.0,6.0,3.0,6.0,1.0,5.0,,,,,45.0,27.0,6.7,9.0,0.00916991,1,,1.0,7.0,,3.0,2.0,,4.0,,,,,2.0,4.0,,2.0,2.0,1.0,,julioenciso.33,1.0,0.0242,,,,,,,,,,
