match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_wonTackle,stat_errorLeadToAShot,player_firstName,player_lastName,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_errorLeadToAGoal,stat_wasFouled,player_sofascoreId,captain,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_totalOffside
12625020,home,Al-Ettifaq,Marek Rodák,marek-rodak,M. Rodák,G,1,188.0,518,M,358694,EUR,850435200,G,1,1,False,26.0,21.0,9.0,4.0,0.0,19.0,20.0,2.0,6.0,5.0,1.0,1.0,90.0,28.0,6.7,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625020,home,Al-Ettifaq,Radhi Al-Oteibi,radhi-al-oteibi,R. Al-Oteibi,D,61,170.0,28,M,963642,EUR,960768000,D,61,61,False,47.0,41.0,5.0,4.0,0.0,19.0,21.0,23.0,32.0,4.0,,,90.0,73.0,7.0,14.0,2,6.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12625020,home,Al-Ettifaq,Abdulbaset Hindi,abdulbaset-hindi,A. Hindi,D,37,181.0,80,M,949218,EUR,854841600,D,25,25,False,69.0,65.0,10.0,9.0,0.0,37.0,39.0,28.0,30.0,3.0,,,78.0,81.0,6.8,5.0,0,,,2.0,6.0,2.0,2.0,,,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12625020,home,Al-Ettifaq,Abdullah Madu,abdullah-madu,A. Madu,D,3,186.0,189,M,794347,EUR,742694400,D,3,3,False,91.0,88.0,6.0,5.0,0.0,52.0,52.0,36.0,39.0,5.0,,,90.0,95.0,6.9,4.0,1,,,1.0,3.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
12625020,home,Al-Ettifaq,Madallah Al-Olayan,madallah-al-olayan,M. Al-Olayan,D,33,170.0,81,M,818813,EUR,777772800,D,33,33,False,40.0,36.0,2.0,2.0,0.0,14.0,16.0,22.0,24.0,2.0,,,45.0,53.0,6.2,7.0,0,,,1.0,2.0,2.0,1.0,,,,1.0,3.0,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,
12625020,home,Al-Ettifaq,Seko Fofana,seko-fofana,S. Fofana,M,42,184.0,12170,M,191188,EUR,799804800,M,75,75,False,68.0,62.0,3.0,1.0,0.0,12.0,13.0,50.0,60.0,2.0,,,90.0,79.0,7.4,12.0,4,5.0,,,1.0,3.0,,,1.0,,,,,,1.0,,,,,,2.0,3.0,,,1.0,sekofofana,,,,,,,,,,
12625020,home,Al-Ettifaq,Georginio Wijnaldum,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,22126,EUR,658281600,M,8,8,False,18.0,15.0,2.0,1.0,0.0,5.0,5.0,10.0,13.0,5.0,,,45.0,21.0,6.7,3.0,0,,,1.0,2.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,1.0,,,,,gwijnaldum,True,,,,,,,,,
12625020,home,Al-Ettifaq,Vitinho,vitinho,Vitinho,F,11,178.0,3973,M,242054,EUR,750124800,M,14,14,False,37.0,33.0,5.0,3.0,0.0,9.0,10.0,26.0,35.0,5.0,,,56.0,61.0,7.2,15.0,1,8.0,2.0,1.0,7.0,5.0,1.0,3.0,,,4.0,2.0,2.0,2.0,1.0,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,
12625020,home,Al-Ettifaq,Karl Toko Ekambi,karl-toko-ekambi,K. Toko Ekambi,F,9,183.0,3818,M,842931,EUR,716428800,F,7,7,False,38.0,27.0,3.0,3.0,0.0,7.0,7.0,23.0,35.0,4.0,,,90.0,61.0,6.5,20.0,3,4.0,3.0,,5.0,6.0,1.0,4.0,,,2.0,3.0,,3.0,2.0,,1.0,,,,1.0,2.0,,,1.0,karltokoekambi,,2.0,,2.0,1.0,,,,,
12625020,home,Al-Ettifaq,Moussa Dembélé,moussa-dembele,M. Dembélé,F,9,183.0,2632,M,318653,EUR,837129600,F,9,9,False,10.0,7.0,,,0.0,,,7.0,10.0,,,,90.0,17.0,6.2,6.0,2,,,2.0,6.0,1.0,,,1.0,,,1.0,3.0,,2.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,
12625020,home,Al-Ettifaq,Abdullah Radif,abdullah-radif,A. H. Radif,F,21,185.0,510,M,1101759,EUR,1043107200,F,21,21,False,21.0,18.0,,,0.0,7.0,7.0,12.0,16.0,1.0,,,89.0,40.0,6.3,15.0,1,2.0,1.0,2.0,9.0,2.0,,7.0,,,,4.0,1.0,2.0,,,,,Abdullah Radif,,1.0,1.0,,,1.0,,,,2.0,1.0,,,,,,
