match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_ownGoals,stat_totalOffside
10385485,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,45.0,41.0,12.0,8.0,37.0,39.0,4.0,6.0,1.0,1.0,4.0,1.0,1.0,90.0,48.0,7.1,4.0,0.0,0.0,0.00044303,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385485,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,45.0,40.0,4.0,3.0,27.0,29.0,13.0,16.0,11.0,1.0,3.0,2.0,,90.0,69.0,7.9,8.0,0.0,0.0,0.00425655,0,1.0,2.0,4.0,3.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385485,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,67.0,64.0,2.0,1.0,55.0,57.0,9.0,10.0,3.0,3.0,2.0,2.0,,90.0,78.0,7.3,4.0,0.0755,0.0,0.00231144,1,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10385485,home,Aston Villa,Tyrone Mings,tyrone-mings,T. Mings,D,5,195,1992,M,,303638,EUR,731980800,D,5,5,False,79.0,75.0,4.0,4.0,56.0,58.0,19.0,21.0,1.0,3.0,5.0,,,90.0,85.0,7.0,5.0,0.0,0.0,0.00478786,0,1.0,3.0,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
10385485,home,Aston Villa,Álex Moreno,alex-moreno,Á. Moreno,D,24,179,1206,M,,294593,EUR,739497600,D,15,15,False,35.0,27.0,2.0,,11.0,14.0,16.0,22.0,2.0,1.0,5.0,1.0,,70.0,53.0,5.8,14.0,0.0,0.0,0.193595,0,,10.0,4.0,1.0,,,4.0,,,1.0,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,
10385485,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,67.0,61.0,3.0,1.0,37.0,39.0,25.0,29.0,3.0,,3.0,2.0,,90.0,75.0,6.9,8.0,0.0,0.0,0.161204,0,,5.0,1.0,1.0,,,2.0,,,1.0,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10385485,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,39.0,35.0,3.0,1.0,25.0,25.0,10.0,14.0,4.0,,2.0,3.0,,59.0,47.0,6.8,6.0,0.0,0.0,0.125131,0,,5.0,3.0,1.0,,,2.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,
10385485,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,22.0,21.0,2.0,2.0,7.0,7.0,15.0,17.0,1.0,,6.0,,,90.0,39.0,7.1,8.0,0.3589,0.0679,0.2615,3,,4.0,1.0,,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,4.0,2.0,1.0,True,1.0,1.0,,,,,,,,
10385485,home,Aston Villa,Emiliano Buendía,emiliano-buendia,E. Buendía,M,10,170,7699,M,EM10Buendia,783126,EUR,851472000,M,10,10,False,37.0,35.0,2.0,2.0,16.0,18.0,19.0,19.0,3.0,,8.0,3.0,,90.0,51.0,6.4,10.0,0.0642,0.0,0.257787,1,,9.0,,,,,2.0,,,5.0,,,,1.0,,2.0,2.0,,,,,1.0,1.0,,,,,,,
10385485,home,Aston Villa,Jacob Ramsey,jacob-ramsey,J. Ramsey,M,41,180,3186,M,,975937,EUR,991008000,M,41,41,False,25.0,16.0,3.0,1.0,7.0,9.0,9.0,16.0,7.0,1.0,4.0,,,69.0,41.0,6.6,15.0,0.0,0.0,0.0221691,0,2.0,5.0,3.0,1.0,4.0,4.0,1.0,,,1.0,,,,,,1.0,3.0,,,,,,,,,,,,,
