match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,player_id,player_name,from,length
10825451,FT,2.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,
10825451,,,,,83,,,8,,,substitution,121430812.0,False,False,regular,,,,
10825451,,,,,80,,,11,,,substitution,121430781.0,False,True,regular,,,,
10825451,,,,,73,,,18,,,substitution,121430623.0,True,False,injury,,,,
10825451,,,,,62,,,29,,,substitution,121430461.0,False,True,regular,,,,
10825451,,,,,62,,,29,,,substitution,121430460.0,False,True,regular,,,,
10825451,HT,2.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,
10825451,,2.0,1.0,,45,5.0,,1,,,goal,166997761.0,,False,regular,943641.0,Manny Duku,,
10825451,,2.0,0.0,,45,3.0,,1,,,goal,166997710.0,,True,penalty,255013.0,Luke Leahy,penalty,
10825451,,,,,45,0.0,,1,,,injuryTime,,,,,,,,5.0
10825451,,,,,9,,,37,,,substitution,121429678.0,True,True,injury,,,,
10825451,,1.0,0.0,,2,,,44,,,goal,166996478.0,,True,regular,842101.0,Jordan Shipley,,
