match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_wasFouled,stat_fouls,stat_totalOffside,captain,stat_interceptionWon,stat_shotOffTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_penaltyMiss,stat_penaltyWon,stat_hitWoodwork,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_clearanceOffLine,stat_penaltyConceded
10437983,home,Benfica,Odysseas Vlachodimos,,,odysseas-vlachodimos,O. Vlachodimos,G,1,191,2909,M,138149,EUR,767318400,G,99,99,False,22.0,20.0,4.0,2.0,19.0,20.0,1.0,2.0,1.0,1.0,1.0,90.0,24.0,6.6,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437983,home,Benfica,Gilberto,,,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400,D,2,2,False,52.0,37.0,2.0,1.0,13.0,16.0,26.0,43.0,4.0,,,85.0,79.0,8.7,25.0,1,1.0,7.0,2.0,2.0,6.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
10437983,home,Benfica,António Silva,,,antonio-silva,A. Silva,D,4,187,8155,M,1006069,EUR,1067472000,D,66,66,False,65.0,58.0,5.0,3.0,34.0,38.0,24.0,27.0,7.0,,,90.0,78.0,6.6,7.0,0,,,,,3.0,3.0,2.0,,,,,,,4.0,,1.0,1.0,,,antoniosilva.66,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10437983,home,Benfica,Nicolás Otamendi,,,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,74915,EUR,571622400,D,30,30,False,60.0,51.0,4.0,3.0,40.0,44.0,11.0,16.0,7.0,,,90.0,66.0,6.4,10.0,0,,,,,4.0,4.0,1.0,,1.0,,,,,,,1.0,1.0,,,Notamendi30,3.0,,2.0,,True,1.0,,,,,,,,,,,,
10437983,home,Benfica,Alejandro Grimaldo,,,alejandro-grimaldo,A. Grimaldo,M,20,171,13008,M,177177,EUR,811555200,D,3,3,False,52.0,43.0,1.0,1.0,16.0,18.0,30.0,45.0,4.0,,,90.0,85.0,7.1,22.0,1,,11.0,3.0,1.0,4.0,2.0,,,4.0,1.0,1.0,,,,,1.0,,1.0,2.0,grimaldo35,,,1.0,,,1.0,1.0,,,,,,,,,,,
10437983,home,Benfica,Florentino Luís,,,florentino-luis,F. Luís,M,16,184,3615,M,855845,EUR,935020800,M,61,61,False,54.0,50.0,7.0,6.0,11.0,13.0,39.0,41.0,3.0,,,45.0,63.0,7.3,6.0,0,,,,,2.0,5.0,,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,3.0,,1.0,,,4.0,,,,,,,,,,,,
10437983,home,Benfica,Chiquinho,,,chiquinho,Chiquinho,M,22,174,1902,M,584124,EUR,806112000,M,22,22,False,65.0,58.0,8.0,6.0,20.0,22.0,38.0,47.0,5.0,,,89.0,78.0,7.6,11.0,0,,4.0,,,1.0,8.0,,,,,,,,,,4.0,2.0,,1.0,,3.0,1.0,1.0,,,3.0,,,,,,,,,,,,
10437983,home,Benfica,João Mário,,,joao-mario,J. Mário,M,10,179,3804,M,97001,EUR,727401600,M,20,20,False,48.0,44.0,3.0,2.0,4.0,5.0,41.0,47.0,7.0,,,90.0,68.0,7.3,8.0,3,1.0,4.0,1.0,1.0,5.0,7.0,,1.0,4.0,4.0,1.0,1.0,,,,,,,2.0,JoaoMario,1.0,2.0,3.0,,,,,1.0,2.0,1.0,,,,,,,,
10437983,home,Benfica,Rafa Silva,,,rafa-silva,R. Silva,M,27,170,16782,M,252577,EUR,737596800,M,27,27,False,20.0,16.0,1.0,1.0,,,16.0,20.0,3.0,,,74.0,40.0,6.5,13.0,3,,,,,5.0,5.0,,2.0,3.0,,1.0,2.0,,,,,,2.0,1.0,Rafa_Silva,,5.0,,,,,1.0,2.0,,,1.0,,,,,,,
10437983,home,Benfica,Fredrik Aursnes,,,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,228364,EUR,818553600,M,8,8,False,79.0,70.0,11.0,8.0,16.0,16.0,54.0,63.0,12.0,,,90.0,96.0,6.9,14.0,1,,,,,4.0,1.0,1.0,,3.0,,,,,,,1.0,1.0,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,
