match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_interceptionWon,stat_wasFouled,stat_blockedScoringAttempt,stat_outfielderBlock,stat_shotOffTarget,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,player_sofascoreId,stat_goalAssist,stat_hitWoodwork,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_totalOffside,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_penaltyConceded
10408613,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,24.0,12.0,23.0,11.0,2.0,2.0,10.0,22.0,1.0,1.0,1.0,9.0,2.0,4.0,5.0,1.0,90.0,33.0,7.3,12.0,0.0,0.0,0.00345907,0,-0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408613,home,Getafe,Damián Suárez,damian-suarez,D. Suárez,D,22,172,368,M,36982,EUR,578102400,D,22,22,False,38.0,25.0,9.0,2.0,9.0,11.0,17.0,32.0,1.0,6.0,2.0,4.0,,,,,90.0,63.0,6.8,18.0,0.0,0.0,0.123033,0,,True,5.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10408613,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191,695,M,576276,EUR,794793600,D,6,6,False,20.0,13.0,6.0,1.0,7.0,10.0,6.0,10.0,1.0,5.0,5.0,2.0,,,,,90.0,33.0,7.0,7.0,0.0,0.0,0.00434416,0,,,,,2.0,,,,3.0,3.0,,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10408613,home,Getafe,Stefan Mitrović,stefan-mitrovic,S. Mitrović,D,23,189,417,M,108736,EUR,643334400,D,23,23,False,13.0,10.0,2.0,1.0,7.0,8.0,3.0,5.0,2.0,2.0,3.0,2.0,,,,,90.0,18.0,6.6,3.0,0.097,0.0,0.00123444,1,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10408613,home,Getafe,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184,491,M,980578,EUR,953856000,D,4,4,False,17.0,9.0,2.0,1.0,4.0,7.0,5.0,10.0,1.0,5.0,3.0,2.0,,,,,90.0,32.0,7.2,8.0,0.0,0.0,0.00331927,0,,,,,4.0,,,,2.0,1.0,,,,,4.0,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,,
10408613,home,Getafe,Fabrizio Angileri,fabrizio-angileri,F. Angileri,D,,185,4185,M,311462,EUR,763689600,D,3,3,False,18.0,10.0,2.0,,3.0,4.0,7.0,15.0,,2.0,,2.0,,,,,52.0,39.0,6.1,14.0,0.0511,0.0,0.00466872,2,,,1.0,,5.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
10408613,home,Getafe,Carles Aleñá,carles-alena,C. Aleñá,M,10,180,1587,M,794937,EUR,883958400,M,11,11,False,25.0,23.0,1.0,,7.0,8.0,16.0,19.0,,5.0,1.0,3.0,,,,,70.0,43.0,7.0,10.0,0.0665,0.1679,0.0108339,1,,,2.0,,4.0,,2.0,1.0,1.0,1.0,1.0,,,,,,3.0,,,,2.0,1.0,1.0,3.0,,,,,,,,,,,,,
10408613,home,Getafe,Ángel Algobia,angel-algobia,Á. Algobia,M,27,186,39,M,966219,EUR,930096000,M,16,16,False,23.0,20.0,3.0,2.0,11.0,12.0,10.0,12.0,1.0,5.0,1.0,3.0,,,,,60.0,31.0,7.0,4.0,0.0,0.0,0.0134035,0,,,1.0,1.0,4.0,,,,4.0,3.0,3.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
10408613,home,Getafe,Nemanja Maksimović,nemanja-maksimovic,N. Maksimović,M,88,184,1287,M,331449,EUR,791078400,M,20,20,False,15.0,12.0,1.0,1.0,6.0,6.0,6.0,9.0,1.0,3.0,2.0,1.0,,,,,90.0,26.0,7.0,3.0,0.0,0.0,0.00367811,0,,,,,2.0,,,,2.0,,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,
10408613,home,Getafe,Enes Ünal,enes-unal,E. Ünal,F,26,185,3634,M,336655,EUR,863222400,F,10,10,False,19.0,9.0,,,1.0,2.0,8.0,17.0,8.0,14.0,1.0,1.0,,,,,90.0,44.0,8.3,20.0,0.1202,0.2904,0.0530549,2,,,,,12.0,1.0,2.0,2.0,,,,1.0,,,6.0,,5.0,,,1.0,5.0,1.0,1.0,5.0,EnesUnal16,1.0,1.0,,,,,,,,,,
10408613,home,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182,2532,M,604954,EUR,860198400,F,19,19,False,11.0,9.0,,,2.0,2.0,7.0,9.0,,1.0,,1.0,,,,,70.0,23.0,5.9,10.0,0.7884,0.9926,0.00607663,1,,,,,10.0,,,,,,1.0,,,,2.0,,1.0,,,,7.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,
10408613,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185,520,M,949707,EUR,899424000,D,21,21,True,9.0,6.0,1.0,,3.0,3.0,3.0,6.0,,,1.0,2.0,,,,,38.0,18.0,6.5,4.0,0.0182,0.0,0.0014516,1,,,,,3.0,,,,,,2.0,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,
10408613,home,Getafe,Jaime Seoane,jaime-seoane,J. Seoane,M,10,175,156,M,838636,EUR,853891200,M,8,8,True,6.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,,1.0,,1.0,,,,,30.0,7.0,6.9,1.0,0.0,0.0,0.154827,0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10408613,home,Getafe,Munir El Haddadi,munir-el-haddadi,M. E. Haddadi,F,17,175,3412,M,350170,EUR,809913600,F,17,17,True,8.0,4.0,2.0,,2.0,3.0,2.0,6.0,1.0,4.0,,1.0,,,,,20.0,15.0,6.6,7.0,0.0,0.0,0.00110016,0,,,1.0,,1.0,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,1.0,,,,,,
