match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_errorLeadToAShot,player_firstName,player_lastName,stat_totalCross,stat_keyPass,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,captain,stat_shotOffTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_outfielderBlock
14131866,home,Famalicão,Lazar Carević,lazar-carevic,L. Carević,G,25,195,237,M,886204,EUR,921542400,G,25,25,False,28.0,19.0,11.0,2.0,0.0,19.0,23.0,5.0,5.0,1.0,1.0,2.0,90.0,34.0,6.9,9.0,7.218e-05,0.0711,0,0.1647,-0.06,0.03,0.33,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131866,home,Famalicão,Rodrigo Pinheiro,pinheiro-rodrigo,R. Pinheiro,D,17,181,262,M,991924,EUR,1030492800,D,17,17,False,29.0,24.0,2.0,1.0,0.0,8.0,10.0,19.0,6.0,,,,90.0,51.0,8.2,10.0,0.00406083,,1,,-0.23,0.26,-0.02,,16.0,1.0,2.0,5.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0.129,0.5744,0.55,,,,,,,,,,,,,,
14131866,home,Famalicão,Léo Realpe,leonardo-realpe,L. Realpe,D,3,186,467,M,977676,EUR,983145600,D,3,3,False,33.0,27.0,4.0,2.0,0.0,20.0,22.0,11.0,7.0,,,,90.0,50.0,7.4,6.0,0.00202556,,0,,0.05,0.09,-0.01,,7.0,1.0,5.0,1.0,8.0,,,,,,12.0,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
14131866,home,Famalicão,Justin De Haas,justin-de-haas,J. De Haas,D,16,192,307,M,876255,EUR,949363200,D,16,16,False,59.0,57.0,2.0,1.0,0.0,44.0,45.0,14.0,5.0,,,,90.0,66.0,7.3,2.0,0.00790831,,0,,0.17,0.25,0.23,,13.0,,,,3.0,,,,,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,
14131866,home,Famalicão,Rafa Soares,rafa-soares,R. Soares,D,5,177,195,M,190137,EUR,799977600,D,5,5,False,42.0,37.0,6.0,5.0,1.0,15.0,17.0,25.0,2.0,,,,90.0,65.0,7.3,13.0,0.037109,,0,,0.25,0.06,0.32,,22.0,,,3.0,1.0,,1.0,1.0,,,5.0,1.0,,,,3.0,,,,,,,4.0,1.0,,,,,,,,,
14131866,home,Famalicão,Tom Van De Looi,tom-van-de-looi,T. V. D. Looi,M,6,186,105,M,836676,EUR,930873600,M,6,6,False,51.0,41.0,4.0,,0.0,22.0,26.0,25.0,1.0,,,,90.0,60.0,6.3,12.0,0.016881,,0,,-0.11,0.06,-0.02,,19.0,2.0,1.0,5.0,2.0,,,,,,1.0,1.0,1.0,1.0,,3.0,,,,,,,,1.0,2.0,,,,,,,,
14131866,home,Famalicão,Mathias De Amorim,de-amorim-mathias,M. D. Amorim,M,14,178,237,M,1511656,EUR,1102636800,M,14,14,False,18.0,15.0,,,0.0,4.0,6.0,12.0,4.0,,,,84.0,30.0,6.9,6.0,0.0174183,,0,,-0.07,-0.1,-0.03,,11.0,2.0,,10.0,8.0,2.0,,,,,1.0,,3.0,1.0,5.0,6.0,,,,,,,,,3.0,,,,,,,,
14131866,home,Famalicão,Gil Dias,gil-dias,Gil,M,23,186,342,M,583838,EUR,843868800,M,23,23,False,30.0,26.0,1.0,,0.0,3.0,4.0,26.0,2.0,,,,90.0,50.0,9.2,9.0,0.349336,,1,,0.46,0.44,0.2,,23.0,,,4.0,6.0,1.0,,,1.0,1.0,1.0,,5.0,4.0,1.0,1.0,0.0266,0.0407,0.57,,,,2.0,1.0,2.0,1.0,2.0,1.0,,,,,
14131866,home,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,44.0,30.0,4.0,3.0,0.0,6.0,7.0,37.0,5.0,,,,81.0,54.0,7.8,15.0,0.0470074,,1,,-0.19,0.14,0.17,,24.0,,,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,3.0,2.0,0.3676,0.3748,0.51,,,,,,1.0,,,,True,,,,
14131866,home,Famalicão,Sorriso,sorriso,Sorriso,M,7,175,556,M,1105595,EUR,982886400,M,7,7,False,25.0,21.0,3.0,2.0,0.0,4.0,4.0,21.0,4.0,,,,81.0,43.0,7.5,11.0,0.091041,,1,,0.44,0.19,0.13,,17.0,,,4.0,4.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,2.0,,0.0187,,-0.16,,Sorriso,,4.0,1.0,1.0,1.0,2.0,,,1.0,,,
