match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_shotOffTarget,stat_lastManTackle,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,player_firstName,player_lastName,stat_accurateCross,stat_hitWoodwork,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_outfielderBlock
11369340,home,Real Betis,Ayoze Pérez,ayoze-perez,A. Pérez,F,180,3785,M,345195,EUR,743385600,F,10,10,False,12.0,6.0,,,2.0,2.0,4.0,10.0,1.0,4.0,,2.0,,,,72.0,20.0,6.7,8.0,0.2363,0.0674,0.0338336,2,,22,,,,3.0,,,1.0,,,2.0,1.0,,2.0,,1.0,,,2.0,,,,1.0,1.0,,,,,,,,,,
11369340,home,Real Betis,Chadi Riad,chadi-riad,C. Riad,D,186,10944,M,1064218,EUR,1047859200,D,28,28,True,21.0,19.0,3.0,1.0,16.0,17.0,3.0,4.0,,2.0,4.0,3.0,,,,45.0,29.0,6.7,2.0,0.0,0.0,0.00780657,0,,34,chadiriad17,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11369340,home,Real Betis,William Carvalho,william-carvalho,W. Carvalho,M,187,1602,M,137978,EUR,702604800,M,14,14,True,25.0,20.0,,,6.0,7.0,14.0,18.0,1.0,3.0,,3.0,,,,28.0,30.0,6.9,8.0,0.0,0.0,0.0192015,0,,41,,,,1.0,2.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
11369340,home,Real Betis,Abdessamad Ezzalzouli,abdessamad-ezzalzouli,A. Ezzalzouli,M,177,44492,M,1011375,EUR,1008547200,F,7,7,True,6.0,6.0,,,1.0,1.0,5.0,5.0,,1.0,,2.0,,,,18.0,15.0,7.1,5.0,0.1664,0.5027,0.114067,2,,10,ez_abde,,1.0,4.0,2.0,1.0,,,2.0,,,,1.0,,1.0,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,
11369340,home,Real Betis,Borja Iglesias,borja-iglesias,B. Iglesias,F,187,4084,M,785989,EUR,727228800,F,9,9,True,4.0,3.0,,,,,3.0,4.0,1.0,1.0,,1.0,,,,18.0,5.0,6.9,1.0,0.0,0.0,0.0236867,0,,7,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,
11369340,home,Real Betis,Sergi Altimira,sergi-altimira,S. Altimira,M,188,1049,M,1137814,EUR,998697600,M,27,27,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,,2.0,,,,,8.0,6.0,6.6,,0.0,0.0,0.00114499,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369340,home,Real Betis,Rui Silva,rui-silva,R. Silva,G,191,3299,M,253809,EUR,760579200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Rui,Silva,,,,,,
11369340,home,Real Betis,Guilherme Fernandes,guilherme-fernandes,G. Fernandes,G,191,183,M,1410332,EUR,985737600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,Guilherme Fernandes,,,,,,,
11369340,home,Real Betis,Abner Vinícius,abner-vinicius,Abner Vinícius,D,181,3931,M,973838,EUR,959385600,D,20,20,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369340,home,Real Betis,Aitor Ruibal,aitor-ruibal,A. Ruibal,D,176,879,M,893062,EUR,827452800,D,24,24,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369340,home,Real Betis,Juan Cruz,juan-cruz,J. Cruz,M,179,541,M,936234,EUR,956620800,M,16,16,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369340,away,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,200,17187,M,930997,EUR,970185600,G,25,25,False,21.0,10.0,11.0,1.0,9.0,10.0,1.0,11.0,,1.0,1.0,10.0,2.0,4.0,,90.0,35.0,6.8,12.0,0.0,0.0,0.00042029,0,-1.5851,25,mamardashvili,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,
11369340,away,Valencia,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,191,15807,M,1144630,EUR,1088294400,D,3,3,False,39.0,32.0,6.0,4.0,25.0,28.0,7.0,12.0,1.0,4.0,2.0,7.0,,,,90.0,57.0,6.6,10.0,0.0,0.0,0.00488888,0,,3,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,Cristhian Mosquera,,,,,,,
11369340,away,Valencia,Mouctar Diakhaby,mouctar-diakhaby,M. Diakhaby,D,192,4026,M,797306,EUR,850953600,D,4,4,False,46.0,40.0,4.0,2.0,37.0,39.0,3.0,7.0,,3.0,6.0,3.0,,,,88.0,61.0,6.5,8.0,0.0,0.0,0.00078747,0,,4,mouctar_dkh,,2.0,3.0,,,3.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
11369340,away,Valencia,Gabriel Paulista,gabriel-paulista,G. Paulista,D,187,5224,M,124737,EUR,659577600,D,5,5,False,52.0,47.0,2.0,1.0,41.0,42.0,6.0,10.0,2.0,2.0,3.0,4.0,,,,90.0,63.0,6.3,6.0,0.2372,0.0,0.00371676,2,,3,,,1.0,6.0,,,,,,,2.0,,,True,2.0,,3.0,,,2.0,,,,,,,,,,,,,1.0
11369340,away,Valencia,Cenk Özkaçar,cenk-ozkacar,C. Özkaçar,D,190,733,M,953097,EUR,970790400,D,15,15,False,33.0,23.0,5.0,1.0,16.0,20.0,8.0,15.0,4.0,8.0,2.0,7.0,,,,90.0,53.0,6.1,12.0,0.0,0.0,0.00948297,0,,39,,2.0,,5.0,,,4.0,2.0,,,1.0,1.0,,,,,3.0,1.0,,1.0,,,,,,,,1.0,,,,,
11369340,away,Valencia,Pepelu,pepelu,Pepelu,M,185,1838,M,826948,EUR,902793600,M,18,18,False,53.0,45.0,8.0,4.0,23.0,25.0,22.0,30.0,1.0,5.0,,9.0,,,,86.0,67.0,7.1,11.0,0.0378,0.3741,0.0311015,1,,18,,2.0,2.0,3.0,,,2.0,1.0,,2.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,2.0
11369340,away,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,187,1800,M,1122610,EUR,1052784000,M,8,8,False,31.0,20.0,4.0,1.0,10.0,13.0,10.0,18.0,1.0,3.0,1.0,9.0,,,,90.0,45.0,6.0,19.0,0.0,0.0,0.0134335,0,,8,,,,7.0,3.0,1.0,,,4.0,1.0,1.0,,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,
11369340,away,Valencia,Fran Pérez,fran-perez,F. Pérez,M,176,466,M,966637,EUR,1031529600,M,23,23,False,14.0,11.0,,,5.0,6.0,6.0,8.0,,1.0,,1.0,,,,77.0,24.0,6.3,11.0,0.053,0.0,0.00890151,1,,21,,,1.0,3.0,2.0,,1.0,1.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
11369340,away,Valencia,André Almeida,andre-almeida,A. Almeida,M,176,1200,M,845693,EUR,959644800,M,10,10,False,32.0,27.0,1.0,1.0,12.0,13.0,15.0,19.0,,5.0,,1.0,,,,68.0,39.0,6.6,7.0,0.0,0.0,0.0149465,0,,10,,,1.0,4.0,2.0,2.0,1.0,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
11369340,away,Valencia,Pablo Gozálbez,pablo-gozalbez,P. Gozálbez,M,170,61,M,996932,EUR,988588800,M,27,27,False,11.0,8.0,,,2.0,4.0,6.0,8.0,,1.0,,3.0,,,,45.0,17.0,6.5,6.0,0.0154,0.0,0.00799714,1,,10,,1.0,1.0,4.0,1.0,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
11369340,away,Valencia,Roman Yaremchuk,roman-yaremchuk,R. Yaremchuk,F,191,4167,M,829296,EUR,817430400,F,17,17,False,15.0,13.0,,,3.0,3.0,10.0,12.0,,1.0,1.0,1.0,,,,45.0,20.0,6.6,4.0,0.0,0.0,0.0286908,0,,11,r.yaremchuk,,2.0,5.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
11369340,away,Valencia,Diego López,diego-lopez,D. López,M,172,1350,M,998950,EUR,1021248000,F,16,16,True,18.0,13.0,,,6.0,7.0,8.0,13.0,2.0,6.0,,1.0,,,,45.0,29.0,7.1,9.0,0.0,0.0,0.111314,0,,16,,2.0,,2.0,1.0,1.0,3.0,2.0,2.0,,1.0,,3.0,,,,1.0,,,,,,,,,,,1.0,,,,,
11369340,away,Valencia,Hugo Duro,hugo-duro,H. Duro,F,180,2868,M,909119,EUR,942192000,F,9,9,True,11.0,10.0,,,4.0,5.0,6.0,8.0,,4.0,,2.0,,,,45.0,24.0,6.7,7.0,0.1534,0.0,0.00592418,1,,9,,2.0,1.0,3.0,2.0,1.0,,,2.0,3.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
11369340,away,Valencia,Hugo Guillamón,hugo-guillamon,H. Guillamón,M,178,876,M,855830,EUR,949276800,D,6,6,True,18.0,14.0,,,7.0,7.0,7.0,11.0,,1.0,,1.0,,,,22.0,20.0,6.4,4.0,0.0,0.0,0.00665436,0,,6,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11369340,away,Valencia,Mario Domínguez,mario-dominguez,M. Domínguez,F,175,24,M,1211006,EUR,1076371200,F,36,36,True,4.0,4.0,1.0,1.0,,,4.0,5.0,,,,,,,,13.0,9.0,7.0,2.0,0.1633,0.0391,0.00501467,3,,39,,1.0,,,,,,,1.0,,,,,,2.0,,,,,,,,1.0,,,Mario Dominguez,,,,,,,
11369340,away,Valencia,Hugo González,hugo-gonzalez,H. González,M,181,89,M,996931,EUR,1044576000,M,30,30,True,1.0,1.0,,,,,3.0,3.0,,2.0,,2.0,,,,10.0,5.0,7.2,,0.0,0.0,0.12349,0,,30,,2.0,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,2.0,,,,,
11369340,away,Valencia,Jaume Doménech,jaume-domenech,J. Doménech,G,186,177,M,235386,EUR,657763200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369340,away,Valencia,Cristian Rivero,cristian-rivero,C. Rivero,G,188,101,M,914744,EUR,890438400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369340,away,Valencia,Rubén Iranzo,ruben-iranzo,R. Iranzo,D,182,56,M,1167704,EUR,1047600000,D,31,31,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369340,away,Valencia,Yarek Gasiorowski,gasiorowski-yarek,Y. Gasiorowski,D,190,1668,M,1184317,EUR,1105488000,D,34,34,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Yarek Gasiorowski,,,,,,,
