match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_keyPass,stat_blockedScoringAttempt,stat_wonTackle,stat_challengeLost,stat_shotOffTarget,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_errorLeadToAGoal
12764996,home,Omonia Nicosia,Fabiano,fabiano,Fabiano,G,40,197.0,467,M,34317,EUR,573091200.0,G,40,40,False,True,23.0,18.0,7.0,2.0,0.0,16.0,19.0,2.0,4.0,7.0,3.0,4.0,90.0,31.0,7.6,6.0,0.00023207,0,1.4411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764996,home,Omonia Nicosia,Alpha Dionkou,alpha-dionkou,A. Dionkou,D,2,183.0,313,M,930247,EUR,1002672000.0,D,2,2,False,,52.0,47.0,2.0,,0.0,23.0,23.0,26.0,33.0,5.0,,,90.0,73.0,6.9,12.0,0.0673129,0,,,,4.0,2.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12764996,home,Omonia Nicosia,Senou Coulibaly,senou-coulibaly,S. Coulibaly,D,5,193.0,244,M,937741,EUR,778636800.0,D,5,5,False,,91.0,87.0,2.0,1.0,0.0,62.0,62.0,25.0,29.0,5.0,,,90.0,104.0,8.1,5.0,0.0135298,1,,,,,,1.0,1.0,3.0,3.0,,2.0,1.0,3.0,,,1.0,1.0,1.0,3.0,1.0,0.136,0.8457,,,,,,,,,,,,,,,
12764996,home,Omonia Nicosia,Nikolas Panagiotou,nikolas-panagiotou,N. Panagiotou,D,30,183.0,171,M,949605,EUR,958089600.0,D,30,30,False,,102.0,94.0,4.0,1.0,0.0,81.0,84.0,13.0,18.0,4.0,,,90.0,107.0,7.2,8.0,0.0100835,0,,,,,,2.0,1.0,2.0,1.0,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,
12764996,home,Omonia Nicosia,Amine Khammas,amine-khammas,A. Khammas,D,24,172.0,821,M,889491,EUR,923356800.0,D,24,24,False,,90.0,84.0,4.0,3.0,0.0,52.0,53.0,32.0,40.0,5.0,,,90.0,115.0,7.4,13.0,0.047042,0,,,,3.0,,2.0,1.0,3.0,5.0,,1.0,,2.0,1.0,1.0,3.0,,,1.0,,,,,1.0,,,,,,,,,,,,,
12764996,home,Omonia Nicosia,Mateo Marić,mateo-maric,M. Marić,M,14,178.0,171,M,858501,EUR,890179200.0,M,20,20,False,,71.0,67.0,8.0,6.0,0.0,27.0,27.0,40.0,44.0,2.0,,,90.0,85.0,7.1,8.0,0.0166708,1,,,,,,1.0,3.0,4.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,1.0,0.0214,,,,1.0,1.0,,,,,,,,,,,
12764996,home,Omonia Nicosia,Novica Eraković,novica-erakovic,N. Eraković,M,44,187.0,136,M,890634,EUR,942364800.0,M,80,80,False,,42.0,36.0,1.0,1.0,0.0,21.0,22.0,15.0,20.0,2.0,,,67.0,46.0,6.4,7.0,0.27516,0,,,,,,2.0,1.0,5.0,3.0,,2.0,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,
12764996,home,Omonia Nicosia,Loizos Loizou,loizos-loizou,L. Loizou,M,75,168.0,802,M,984062,EUR,1058486400.0,M,75,75,False,,31.0,28.0,,,0.0,8.0,9.0,20.0,32.0,4.0,,,84.0,65.0,7.4,20.0,0.0280628,2,,,,10.0,,1.0,,7.0,11.0,,6.0,2.0,,4.0,2.0,5.0,,,2.0,1.0,0.191,,,,1.0,3.0,1.0,1.0,,,,,,,,,
12764996,home,Omonia Nicosia,Ewandro Costa,ewandro-costa,Ewandro,M,11,176.0,206,M,551468,EUR,826848000.0,M,11,11,False,,21.0,18.0,5.0,5.0,0.0,5.0,5.0,13.0,17.0,3.0,,,45.0,26.0,6.9,7.0,0.137785,0,,,,1.0,,2.0,,8.0,1.0,2.0,1.0,1.0,,,,,,,,3.0,,,,1.0,,,1.0,,1.0,,,,,,,,
12764996,home,Omonia Nicosia,Veljko Simić,veljko-simic,V. Simić,M,21,180.0,292,M,188117,EUR,792979200.0,M,21,21,False,,26.0,22.0,,,0.0,7.0,8.0,16.0,20.0,1.0,,,84.0,32.0,6.3,8.0,0.0225909,0,,,,2.0,1.0,,,4.0,,1.0,,,,,1.0,,,,,3.0,,,,,,,1.0,,,1.0,,,,,,,
12764996,home,Omonia Nicosia,Mariusz Stępiński,mariusz-stepinski,M. Stępiński,F,14,183.0,1281,M,189127,EUR,800236800.0,F,14,14,False,,9.0,7.0,1.0,1.0,0.0,2.0,2.0,5.0,7.0,,,,67.0,14.0,6.0,4.0,0.052997,2,,,,,,3.0,,3.0,,,,,1.0,,2.0,,1.0,,,,0.1998,0.1423,,1.0,1.0,,,,,1.0,2.0,,,,,,
12764996,home,Omonia Nicosia,Charalampos Charalampous,charalampos-charalampous,C. Charalampous,M,76,171.0,237,M,1197022,EUR,1017878400.0,M,76,76,True,,34.0,30.0,2.0,1.0,1.0,16.0,17.0,16.0,22.0,4.0,,,45.0,50.0,7.5,10.0,0.170417,1,,,,5.0,2.0,1.0,,3.0,4.0,,4.0,2.0,,,1.0,2.0,1.0,,,,0.0193,0.0619,,2.0,,,,,,1.0,,,,,,,
12764996,home,Omonia Nicosia,Ioannis Kousoulos,ioannis-kousoulos,I. Kousoulos,M,31,180.0,153,M,369708,EUR,834710400.0,M,31,31,True,,11.0,11.0,1.0,1.0,0.0,6.0,6.0,5.0,5.0,2.0,,,23.0,16.0,7.1,1.0,0.240399,1,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,2.0,,0.0221,,,1.0,,,,1.0,1.0,,,,,,,,
12764996,home,Omonia Nicosia,Andronikos Kakoullis,andronikos-kakoullis,A. Kakoullis,F,80,180.0,641,M,899022,EUR,988848000.0,F,9,9,True,,3.0,1.0,1.0,,0.0,,,1.0,3.0,1.0,,,23.0,10.0,8.3,4.0,0.00034547,3,,,,,,1.0,2.0,2.0,3.0,,1.0,1.0,,,2.0,,2.0,2.0,,1.0,2.3638,1.981,,,,,,1.0,,,1.0,,,,,,
12764996,home,Omonia Nicosia,Saidou Alioum Moubarak,moubarak-saidou-alioum,S. A. Moubarak,M,11,174.0,211,M,1468011,EUR,1059091200.0,F,99,99,True,,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,1.0,,,11.0,7.0,7.7,1.0,0.00081365,1,,Saidou Alioum Moubarak,,,,,,,2.0,,1.0,1.0,,1.0,,,1.0,1.0,,,0.0711,0.7881,,,,1.0,,,,,,,,,,,
12764996,home,Omonia Nicosia,Omer Atzili,omer-atzili,O. Atzili,M,77,179.0,320,M,292823,EUR,743731200.0,F,10,10,True,,1.0,1.0,,,0.0,,,1.0,1.0,,,,11.0,2.0,6.5,,0.0004895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764996,home,Omonia Nicosia,Francis Uzoho,francis-uzoho,F. Uzoho,G,23,196.0,1429,M,359670,EUR,909532800.0,G,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764996,home,Omonia Nicosia,Charalambos Kyriakidis,kyriakidis-charalambos,C. Kyriakidis,G,98,188.0,80,M,830296,EUR,912384000.0,G,98,98,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764996,home,Omonia Nicosia,Ádám Lang,adam-lang,Á. Lang,D,26,188.0,375,M,154406,EUR,727228800.0,D,22,22,True,,,,,,,,,,,,,,,,,,,0,,Ádám,Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
