match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_fouls,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoalsOnTarget,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,player_sofascoreId,stat_wonContest,stat_bigChanceCreated,stat_clearanceOffLine,stat_outfielderBlock,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_totalOffside
12501501,home,Como,Pepe Reina,pepe-reina,P. Reina,G,188,1240,M,26937,EUR,399600000,G,25,25,False,True,12.0,8.0,7.0,3.0,0.0,7.0,8.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,45.0,16.0,5.8,4.0,0.00011155,0,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501501,home,Como,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,187,1424,M,798147,EUR,791596800,D,31,31,False,,42.0,38.0,2.0,,0.0,23.0,23.0,16.0,22.0,4.0,3.0,,,,90.0,59.0,6.6,9.0,0.16857,1,,31,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,0.1358,4.0,,,,,,,,,,,,,,,,,,,,
12501501,home,Como,Ignace Van der Brempt,ignace-van-der-brempt,I. V. d. Brempt,D,187,738,M,989186,EUR,1017619200,D,77,77,False,,51.0,44.0,5.0,1.0,0.0,25.0,27.0,19.0,24.0,2.0,5.0,1.0,,,81.0,64.0,6.7,11.0,0.010867,1,,77,,,,1.0,3.0,1.0,,,1.0,1.0,1.0,0.1038,1.0,,,1.0,1.0,3.0,1.0,0.2264,,,,,,,,,,,,,
12501501,home,Como,Ivan Smolčić,ivan-smolcic,I. Smolčić,D,181,1381,M,974581,EUR,966470400,D,28,28,False,,41.0,39.0,3.0,2.0,0.0,30.0,31.0,9.0,10.0,3.0,5.0,1.0,,,90.0,48.0,6.5,2.0,0.0235077,2,,28,,,1.0,,1.0,,,,2.0,1.0,,0.3145,1.0,,,1.0,,,,0.2629,1.0,1.0,1.0,,,,,,,,,,
12501501,home,Como,Álex Valle,valle-alex,Á. Valle,D,178,6518,M,1142238,EUR,1082851200,D,41,41,False,,44.0,39.0,2.0,,0.0,15.0,17.0,24.0,29.0,3.0,5.0,1.0,,,90.0,68.0,6.6,10.0,0.0344058,0,,3,2.0,,1.0,1.0,6.0,,1.0,,2.0,2.0,,,,,,,,3.0,2.0,,1.0,,,alexxv_5,1.0,,,,,,,,
12501501,home,Como,Lucas Da Cunha,lucas-da-cunha,L. Da Cunha,M,174,1933,M,911848,EUR,992044800,M,33,33,False,,48.0,42.0,3.0,3.0,0.0,14.0,15.0,28.0,35.0,5.0,4.0,1.0,,,90.0,62.0,7.4,8.0,0.177765,2,,33,2.0,,2.0,,6.0,,,1.0,,4.0,4.0,0.0426,1.0,,,,,,2.0,,3.0,,1.0,,,1.0,,,,,,,
12501501,home,Como,Máximo Perrone,maximo-perrone,M. Perrone,M,178,8372,M,1086286,EUR,1041897600,M,23,23,False,,42.0,39.0,2.0,2.0,0.0,16.0,16.0,23.0,26.0,,3.0,,,,53.0,47.0,7.1,4.0,0.00947304,0,,23,,,,,1.0,,,,2.0,,,,,Maximo Perrone,,,,1.0,1.0,,,,,maxiperrone16,,,1.0,1.0,,,,,
12501501,home,Como,Nico Paz,nico-paz,N. Paz,M,185,88676,M,1171451,EUR,1094601600,M,79,79,False,,34.0,27.0,2.0,,0.0,2.0,3.0,25.0,31.0,8.0,2.0,2.0,,,81.0,49.0,6.6,12.0,0.0276285,4,,10,,,2.0,,3.0,,5.0,2.0,1.0,,,0.2049,3.0,,,,1.0,2.0,1.0,,1.0,,2.0,nicopaz1o,2.0,,,,,,,,
12501501,home,Como,Maxence Caqueret,maxence-caqueret,M. Caqueret,M,174,2464,M,859027,EUR,950572800,M,80,80,False,,21.0,17.0,,,0.0,3.0,4.0,14.0,17.0,2.0,2.0,,,,45.0,27.0,6.6,6.0,0.0209468,0,,6,,,1.0,,2.0,,1.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12501501,home,Como,Gabriel Strefezza,gabriel-strefezza,G. Strefezza,M,168,2181,M,877201,EUR,861321600,M,7,7,False,,28.0,26.0,1.0,1.0,0.0,8.0,9.0,18.0,21.0,2.0,,,,,90.0,39.0,7.3,6.0,0.446004,2,,7,2.0,,,,2.0,1.0,1.0,,1.0,1.0,,0.0457,3.0,,,,,1.0,,,1.0,,2.0,,1.0,1.0,,,,,,,
