match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_lastName,stat_blockedScoringAttempt,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_goals
12437665,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191.0,2805,M,791773,EUR,796003200,G,1,1,False,34.0,15.0,29.0,10.0,0.0,9.0,13.0,6.0,21.0,6.0,1.0,1.0,90.0,36.0,6.1,19.0,0.00114942,0,-1.5308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,home,Real Sociedad,Jon Aramburu,jon-aramburu,J. Aramburu,D,2,176.0,6479,M,1116388,EUR,1027382400,D,27,27,False,37.0,19.0,6.0,,0.0,11.0,19.0,8.0,20.0,7.0,,,90.0,75.0,6.5,26.0,0.00184461,0,,Jon Aramburu,ElBufalo,2.0,3.0,4.0,8.0,14.0,1.0,2.0,7.0,1.0,6.0,4.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,
12437665,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180.0,881,M,838159,EUR,859680000,D,5,5,False,28.0,24.0,6.0,4.0,0.0,15.0,17.0,9.0,11.0,4.0,,,90.0,50.0,7.3,4.0,0.00349732,2,,,,,6.0,6.0,10.0,9.0,,,6.0,6.0,3.0,1.0,,,4.0,1.0,1.0,1.0,0.0787,0.084,1.0,,,,,,,,,,,,
12437665,home,Real Sociedad,Jon Pacheco,jon-pacheco,J. Pacheco,D,5,184.0,537,M,934383,EUR,978912000,D,20,20,False,42.0,34.0,8.0,4.0,0.0,24.0,25.0,10.0,17.0,2.0,,,90.0,56.0,6.5,8.0,0.00527613,0,,,,,4.0,5.0,5.0,7.0,,,10.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12437665,home,Real Sociedad,Aihen Muñoz,aihen-munoz,A. Muñoz,D,3,175.0,419,M,966441,EUR,871689600,D,3,3,False,9.0,5.0,3.0,,0.0,4.0,4.0,1.0,6.0,2.0,,,51.0,30.0,7.2,10.0,0.00068002,1,,,,1.0,1.0,3.0,2.0,10.0,,,4.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,,,0.0089,,,,,,,,,,,,,,
12437665,home,Real Sociedad,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180.0,26245,M,966837,EUR,917913600,M,4,4,False,49.0,30.0,12.0,3.0,0.0,14.0,20.0,16.0,29.0,3.0,,,90.0,67.0,6.8,21.0,0.0388402,1,,,martin_zubimendi,,2.0,3.0,2.0,5.0,,,5.0,4.0,2.0,1.0,1.0,,,,,,0.0917,,,,1.0,,,,,,,,,,
12437665,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174.0,23791,M,880218,EUR,991612800,M,14,14,False,29.0,17.0,1.0,,0.0,2.0,6.0,19.0,28.0,10.0,,,90.0,66.0,7.6,26.0,0.390682,2,,,KuboTake,5.0,1.0,2.0,8.0,9.0,1.0,7.0,2.0,,,,8.0,3.0,1.0,1.0,,,0.2195,,7.0,,1.0,4.0,2.0,4.0,2.0,,,,,,
12437665,home,Real Sociedad,Beñat Turrientes,benat-turrientes,B. Turrientes,M,8,179.0,748,M,980410,EUR,1012435200,M,22,22,False,12.0,10.0,1.0,,0.0,4.0,5.0,7.0,8.0,1.0,,,45.0,22.0,6.6,6.0,0.0676627,0,,,,1.0,1.0,,1.0,2.0,,1.0,,,1.0,1.0,4.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,,
12437665,home,Real Sociedad,Jon Ander Olasagasti,jon-ander-olasagasti,J. A. Olasagasti,M,8,176.0,263,M,1010383,EUR,966384000,M,16,16,False,30.0,12.0,4.0,,0.0,7.0,10.0,5.0,21.0,2.0,,,84.0,38.0,6.4,21.0,0.0274267,0,,,,1.0,2.0,3.0,3.0,5.0,1.0,,,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,
12437665,home,Real Sociedad,Sergio Gómez,sergio-gomez,S. Gómez,M,17,171.0,4445,M,855835,EUR,968025600,M,17,17,False,20.0,13.0,5.0,1.0,0.0,6.0,7.0,7.0,15.0,4.0,,,70.0,30.0,6.6,11.0,0.0598825,1,,,sergiogm_10,2.0,,,2.0,1.0,1.0,1.0,1.0,,,,2.0,,1.0,,,,0.0394,,,,1.0,,,1.0,,,,,,,
12437665,home,Real Sociedad,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,181.0,11730,M,823622,EUR,861580800,F,10,10,False,10.0,8.0,,,0.0,2.0,2.0,6.0,8.0,,,,70.0,21.0,6.6,4.0,0.00695512,1,,,mikel10oyar,,7.0,1.0,7.0,4.0,,,,1.0,2.0,1.0,2.0,1.0,,,1.0,,0.2719,0.6256,,,,,,,,True,1.0,1.0,,,
12437665,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184.0,2013,M,845385,EUR,852595200,M,23,23,True,28.0,22.0,2.0,,0.0,12.0,14.0,10.0,15.0,1.0,,,45.0,37.0,6.3,11.0,0.0644315,1,,,,1.0,1.0,2.0,5.0,3.0,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,0.029,0.042,1.0,,,,2.0,,,,,,,,
12437665,home,Real Sociedad,Javi López,lopez-javi,J. López,D,25,183.0,401,M,945404,EUR,1009843200,D,12,12,True,18.0,16.0,1.0,,0.0,4.0,6.0,12.0,13.0,1.0,,,39.0,46.0,6.2,10.0,0.0169813,0,,,,1.0,1.0,,5.0,5.0,1.0,5.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,,1.0,3.0,,,,,,,
12437665,home,Real Sociedad,Orri Steinn Óskarsson,orri-steinn-oskarsson,O. S. Óskarsson,F,9,186.0,2706,M,1026015,EUR,1093737600,F,9,9,True,4.0,2.0,,,0.0,,,2.0,5.0,,,,20.0,7.0,6.3,3.0,0.00049759,2,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,0.1317,0.131,,,,,,,,,1.0,,,,
12437665,home,Real Sociedad,Ander Barrenetxea,ander-barrenetxea,A. Barrenetxea,F,7,174.0,1646,M,966862,EUR,1009411200,F,7,7,True,10.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,11.0,1.0,,,20.0,22.0,6.7,7.0,0.00744962,1,,,,3.0,,1.0,3.0,3.0,,3.0,,,,,,,,1.0,,,0.0725,,,,,,2.0,2.0,,,,,,,
12437665,home,Real Sociedad,Pablo Marín,pablo-marin,P. Marín,M,15,178.0,481,M,1139409,EUR,1057190400,M,28,28,True,6.0,5.0,,,0.0,3.0,3.0,2.0,3.0,1.0,,,15.0,10.0,6.3,2.0,0.00059222,1,,Pablo Marín,,,,,1.0,1.0,,,,,,,,1.0,,,,,0.012,,,,1.0,,1.0,,,,,,,,
12437665,home,Real Sociedad,Aitor Fraga,aitor-fraga,A. Fraga,G,32,194.0,111,M,1000247,EUR,1047168000,G,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,home,Real Sociedad,Unai Marrero,unai-marrero,U. Marrero,G,13,187.0,278,M,1094782,EUR,1002585600,G,13,13,True,,,,,,,,,,,,,,,,,,0,,Unai Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,home,Real Sociedad,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188.0,25735,M,877102,EUR,828144000,D,21,21,True,,,,,,,,,,,,,,,,,,0,,,nayefaguard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,home,Real Sociedad,Álvaro Odriozola,alvaro-odriozola,Á. Odriozola,D,20,175.0,2582,M,353250,EUR,818899200,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,home,Real Sociedad,Aritz Elustondo,aritz-elustondo,A. Elustondo,D,6,178.0,410,M,785468,EUR,764812800,D,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,home,Real Sociedad,Luka Sučić,luka-sucic,L. Sučić,M,24,185.0,6267,M,949156,EUR,1031443200,M,24,24,True,,,,,,,,,,,,,,,,,,0,,,luka_sucic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,home,Real Sociedad,Sheraldo Becker,sheraldo-becker,S. Becker,F,23,180.0,1503,M,352544,EUR,792288000,F,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,away,Getafe,David Soria,david-soria,D. Soria,G,13,192.0,676,M,604258,EUR,733881600,G,13,13,False,30.0,14.0,28.0,12.0,0.0,3.0,3.0,11.0,27.0,14.0,3.0,4.0,90.0,41.0,8.3,16.0,0.00838491,0,0.8826,,,,,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,
12437665,away,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185.0,520,M,949707,EUR,899424000,D,21,21,False,14.0,10.0,3.0,1.0,0.0,1.0,2.0,10.0,15.0,1.0,,,90.0,49.0,7.2,17.0,0.0361302,0,,,,3.0,1.0,1.0,6.0,5.0,2.0,2.0,7.0,1.0,3.0,2.0,2.0,,2.0,,,,,,1.0,,,1.0,,1.0,,,,,,,
12437665,away,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191.0,695,M,576276,EUR,794793600,D,22,22,False,35.0,25.0,12.0,6.0,0.0,19.0,20.0,6.0,15.0,7.0,,,90.0,54.0,7.6,10.0,0.00236499,0,,,,,,1.0,,2.0,,,16.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,
12437665,away,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187.0,5163,M,805137,EUR,851558400,D,15,15,False,23.0,13.0,9.0,3.0,0.0,5.0,9.0,8.0,14.0,3.0,,,88.0,43.0,6.9,11.0,0.00952193,2,,,,,,2.0,2.0,2.0,,,9.0,2.0,,,1.0,,2.0,2.0,,,0.0514,,,,,,,,,,,,,,
12437665,away,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181.0,662,M,350560,EUR,730425600,D,16,16,False,28.0,22.0,6.0,5.0,1.0,5.0,5.0,19.0,25.0,5.0,,,90.0,71.0,7.7,21.0,0.129156,1,,,,2.0,2.0,2.0,10.0,7.0,3.0,,7.0,1.0,2.0,2.0,3.0,3.0,4.0,,,,0.0344,,2.0,,1.0,2.0,1.0,,1.0,,,,,,
12437665,away,Getafe,Álex Sola,alex-sola,Á. Sola,M,7,178.0,195,M,966836,EUR,928886400,M,7,7,False,11.0,7.0,,,0.0,1.0,1.0,6.0,10.0,1.0,,,45.0,27.0,6.4,12.0,0.00226882,1,,,,,1.0,1.0,7.0,2.0,,2.0,1.0,2.0,,,4.0,1.0,2.0,1.0,,,0.0281,,,,,,2.0,,,,,1.0,,,
12437665,away,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175.0,1429,M,811629,EUR,781488000,M,5,5,False,26.0,20.0,3.0,1.0,0.0,9.0,11.0,13.0,18.0,4.0,,,83.0,37.0,7.1,9.0,0.0293371,2,,,,3.0,3.0,1.0,3.0,3.0,,,,,2.0,1.0,2.0,,,2.0,,,0.0595,,2.0,,,2.0,,,,,,,,,
12437665,away,Getafe,Djené,djene,Djené,D,2,178.0,2527,M,307702,EUR,694137600,M,2,2,False,29.0,20.0,7.0,2.0,0.0,8.0,11.0,12.0,20.0,4.0,,,90.0,38.0,6.4,14.0,0.0127956,0,,,,2.0,3.0,2.0,6.0,2.0,2.0,,1.0,1.0,,,2.0,,,,,,,,,,,,1.0,,,True,,,,,
12437665,away,Getafe,Coba da Costa,da-costa-coba-gomes,C. d. Costa,M,77,182.0,408,M,1392054,EUR,1027641600,M,29,29,False,23.0,13.0,2.0,1.0,0.0,3.0,5.0,11.0,23.0,4.0,,,90.0,58.0,6.5,29.0,0.0363603,0,,,,5.0,5.0,6.0,13.0,13.0,,7.0,1.0,,4.0,1.0,5.0,1.0,1.0,,,,,,,,,1.0,2.0,2.0,,,,,,,
12437665,away,Getafe,Christantus Uche,christantus-uche,C. Uche,F,12,190.0,4381,M,1884145,EUR,1053302400,F,6,6,False,27.0,17.0,2.0,,1.0,2.0,3.0,15.0,24.0,5.0,,,90.0,56.0,8.7,23.0,0.309419,2,,Christantus Uche,,,9.0,8.0,14.0,16.0,,1.0,1.0,,4.0,1.0,8.0,4.0,,1.0,1.0,1.0,0.5308,0.39,2.0,,,,4.0,,1.0,,,1.0,,,1.0
12437665,away,Getafe,Bertuğ Yıldırım,bertug-ozgur-yildirim,B. Yıldırım,F,91,186.0,1629,M,1382235,EUR,1026432000,F,10,10,False,16.0,11.0,,,0.0,4.0,4.0,7.0,12.0,5.0,,,63.0,23.0,6.7,6.0,0.00764065,0,,Bertug Yildirim,,,2.0,3.0,5.0,6.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,
12437665,away,Getafe,Carles Pérez,carles-perez,C. Pérez,M,7,172.0,1038,M,794950,EUR,887587200,F,17,17,True,7.0,3.0,1.0,,0.0,1.0,3.0,2.0,5.0,1.0,,,45.0,22.0,8.4,9.0,0.015095,3,,,,1.0,2.0,1.0,7.0,3.0,2.0,1.0,2.0,,2.0,2.0,2.0,,2.0,1.0,2.0,,0.662,0.8529,2.0,,,,1.0,,,,,,,,2.0
12437665,away,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182.0,2532,M,604954,EUR,860198400,F,9,9,True,8.0,8.0,1.0,1.0,0.0,2.0,2.0,6.0,6.0,1.0,,,27.0,12.0,6.8,2.0,0.0154234,2,,,,,1.0,1.0,3.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,,0.1135,0.2262,,,,,1.0,,,,,,,,
12437665,away,Getafe,Yellu Santiago,yellu-santiago,J. Santiago,M,20,192.0,223,M,1211005,EUR,1085443200,M,20,20,True,4.0,2.0,1.0,,0.0,,,2.0,4.0,,,,16.0,6.0,6.5,2.0,0.0013297,0,,Jesús Santiago,,,1.0,,2.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
12437665,away,Getafe,Juan Berrocal,juan-berrocal,J. Berrocal,D,6,187.0,92,M,851226,EUR,918172800,D,4,4,True,,,,,0.0,,,,,,,,11.0,3.0,6.6,,,0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
12437665,away,Getafe,Jiří Letáček,jiri-letacek,J. Letáček,G,1,196.0,201,M,826047,EUR,915840000,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,away,Getafe,Luca Lohr,luca-lohr,L. Löhr,D,3,193.0,14,M,2030236,EUR,1029715200,D,37,37,True,,,,,,,,,,,,,,,,,,0,,Luca Löhr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,away,Getafe,Ismael Bekhoucha,ismael-bekhoucha,I. Bekhoucha,D,31,176.0,1046,M,1895964,EUR,1100908800,D,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,away,Getafe,Carles Aleñá,carles-alena,C. Aleñá,M,10,180.0,1587,M,794937,EUR,883958400,M,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,away,Getafe,Alberto Risco,alberto-risco,A. Risco,M,30,,55,M,1841875,EUR,1125360000,M,26,26,True,,,,,,,,,,,,,,,,,,0,,Alberto Risco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,away,Getafe,Abdoulaye Keita,abdoulaye-keita,A. Keita,F,17,186.0,41,M,1168094,EUR,1030838400,F,36,36,True,,,,,,,,,,,,,,,,,,0,,Abdoulaye Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,away,Getafe,Álvaro Rodriguez,alvaro-rodriguez,Á. Rodriguez,F,20,193.0,14656,M,1154587,EUR,1089763200,F,18,18,True,,,,,,,,,,,,,,,,,,0,,,alvarorodrigz_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437665,away,Getafe,Peter González,peter-gonzalez,P. González,F,22,178.0,1171,M,1048927,EUR,1027555200,F,19,19,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
