match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_unsuccessfulTouch,stat_wasFouled,stat_onTargetScoringAttempt,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_lastManTackle,stat_outfielderBlock,stat_bigChanceCreated,stat_goals,stat_goalAssist
10408363,home,Villarreal,Pepe Reina,pepe-reina,P. Reina,G,188,1240,M,26937,EUR,399600000,G,1,1,False,32.0,25.0,13.0,6.0,23.0,24.0,2.0,8.0,1.0,7.0,2.0,3.0,1.0,1.0,90.0,42.0,7.0,7.0,0.0,0.0,0.000957405,0,0.32608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408363,home,Villarreal,Juan Foyth,juan-foyth,J. Foyth,D,187,6465,M,873189,EUR,884563200,D,8,8,False,62.0,52.0,9.0,5.0,29.0,33.0,23.0,31.0,5.0,4.0,,,,,90.0,90.0,6.9,15.0,0.0,0.0,0.032448,0,,,,8,juanfoyth,2.0,1.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
10408363,home,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,190,1235,M,3041,EUR,494640000,D,3,3,False,50.0,42.0,12.0,7.0,35.0,38.0,7.0,12.0,2.0,8.0,,,,,90.0,61.0,7.0,9.0,0.0,0.0,0.0128069,0,,,,39,,,3.0,3.0,5.0,7.0,,,,,2.0,3.0,2.0,2.0,,True,1.0,1.0,,,,,,,,,,,,
10408363,home,Villarreal,Pau Torres,pau-torres,P. Torres,D,192,4099,M,864169,EUR,853372800,D,4,4,False,53.0,41.0,11.0,8.0,30.0,36.0,11.0,17.0,2.0,7.0,,,,,90.0,71.0,7.2,15.0,0.0708,0.045641,0.0178903,1,,,,14,pauttorres,,,1.0,4.0,9.0,2.0,1.0,4.0,4.0,2.0,3.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
10408363,home,Villarreal,Alberto Moreno,alberto-moreno,A. Moreno,D,171,850,M,229740,EUR,710294400,D,18,18,False,29.0,23.0,1.0,1.0,13.0,16.0,11.0,17.0,1.0,6.0,,,,,83.0,52.0,6.6,12.0,0.0389,0.0,0.110933,1,,,,18,,4.0,,2.0,5.0,3.0,,,1.0,1.0,1.0,,,5.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,
10408363,home,Villarreal,Francis Coquelin,francis-coquelin,F. Coquelin,M,178,472,M,40672,EUR,674092800,M,19,19,False,15.0,12.0,2.0,,9.0,9.0,3.0,6.0,,1.0,,,,,36.0,21.0,6.4,3.0,0.055,0.0,0.000740072,1,,,,13,,,,,1.0,1.0,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,
10408363,home,Villarreal,Étienne Capoue,etienne-capoue,É. Capoue,M,187,342,M,16701,EUR,584582400,M,6,6,False,45.0,34.0,4.0,1.0,16.0,19.0,18.0,27.0,,4.0,,,,,90.0,52.0,6.1,14.0,0.0,0.0,0.0148886,0,,,,,,1.0,,1.0,4.0,2.0,2.0,,2.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,
10408363,home,Villarreal,Dani Parejo,dani-parejo,D. Parejo,M,180,1999,M,39182,EUR,608688000,M,10,10,False,50.0,41.0,8.0,4.0,14.0,14.0,29.0,41.0,1.0,8.0,,,,,90.0,73.0,7.3,15.0,0.0,0.0,0.114871,0,,,,10,,5.0,,,4.0,5.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,,2.0,1.0,,2.0,,,,,,,,,,
10408363,home,Villarreal,Alejandro Baena,alejandro-baena,A. Baena,M,174,9564,M,910031,EUR,995587200,M,16,16,False,24.0,22.0,4.0,4.0,10.0,11.0,12.0,13.0,,5.0,,,,,83.0,44.0,6.7,10.0,0.0147,0.0,0.085965,1,,,,10,alexbaena,,5.0,,9.0,7.0,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,4.0,4.0,,,1.0,,,,,,,,,
10408363,home,Villarreal,José Luis Morales,jose-luis-morales,J. L. Morales,F,180,1811,M,344129,EUR,553996800,F,22,22,False,11.0,8.0,,,4.0,6.0,4.0,5.0,,1.0,,,,,83.0,17.0,5.9,4.0,0.6559,0.616845,0.00596187,2,,,,11,,,2.0,,5.0,3.0,1.0,1.0,,,,,,1.0,,,,3.0,1.0,,1.0,,2.0,1.0,,,,,,
10408363,home,Villarreal,Yéremy Pino,yeremy-pino,Y. Pino,M,172,6120,M,984624,EUR,1035072000,F,21,21,False,24.0,21.0,,,5.0,7.0,16.0,17.0,,,,,,,90.0,41.0,6.7,10.0,0.1265,0.0,0.0403528,2,,,,10,,,1.0,1.0,11.0,4.0,2.0,3.0,1.0,1.0,,1.0,1.0,5.0,2.0,,2.0,1.0,,,1.0,1.0,,1.0,,,,,,
10408363,home,Villarreal,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,172,21963,M,822470,EUR,927331200,F,11,11,True,25.0,17.0,1.0,,8.0,11.0,10.0,16.0,1.0,6.0,,,,,54.0,47.0,6.7,15.0,0.0426,0.0,0.0362159,1,,,,19,chukwuezesamuel8,2.0,,,4.0,3.0,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,,1.0,1.0,,,3.0,,,,,,
10408363,home,Villarreal,Johan Mojica,johan-mojica,J. Mojica,D,185,3950,M,344847,EUR,714355200,D,12,12,True,8.0,6.0,,,2.0,2.0,5.0,11.0,,2.0,,,,,12.0,16.0,6.5,8.0,0.0,0.0,0.11822,0,,,,22,,5.0,,,1.0,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,
10408363,home,Villarreal,Manu Trigueros,manu-trigueros,M. Trigueros,M,178,191,M,153966,EUR,687657600,M,14,14,True,15.0,15.0,,,3.0,3.0,12.0,12.0,,2.0,,,,,12.0,16.0,6.7,,0.0704,0.0,0.0427435,1,,,,14,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
10408363,home,Villarreal,Fernando Niño,fernando-nino,F. Niño,F,190,293,M,1016019,EUR,972345600,F,34,34,True,2.0,2.0,,,,,2.0,2.0,,,,,,,12.0,3.0,6.6,,0.076,0.0,0.00157268,1,,,,9,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,
10408363,home,Villarreal,Iker Álvarez,iker-alvarez,I. Álvarez,G,190,313,M,1005638,EUR,996019200,G,31,31,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408363,home,Villarreal,Kiko Femenía,kiko-femenia,K. Femenía,D,176,444,M,53739,EUR,665452800,D,2,2,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408363,home,Villarreal,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,190,660,M,868715,EUR,942796800,D,5,5,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408363,home,Villarreal,Aïssa Mandi,aissa-mandi,A. Mandi,D,186,10320,M,122810,EUR,688089600,D,23,23,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,23,aissamandi23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408363,home,Villarreal,Ramón Terrats,ramon-terrats,R. Terrats,M,179,517,M,1088565,EUR,971827200,M,39,39,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,Ramón Terrats,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408363,away,Barcelona,Marc-André Ter Stegen,marc-andre-ter-stegen,M. ter Stegen,G,187,119658,M,88625,EUR,704592000,G,1,1,False,34.0,22.0,21.0,9.0,21.0,24.0,1.0,10.0,1.0,8.0,2.0,2.0,1.0,1.0,90.0,44.0,7.4,12.0,0.0,0.0,0.00038377,0,0.662486,,,22,terStegen,,,,,,,,,,,,,,,True,,,,,,,,,1.0,,,,,
10408363,away,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,180,147044,M,827212,EUR,910828800,D,23,23,False,49.0,38.0,5.0,1.0,28.0,33.0,10.0,16.0,1.0,3.0,,,,,90.0,75.0,6.7,19.0,0.0,0.0,0.00860057,0,,,,23,JKoundé,,1.0,3.0,3.0,5.0,,1.0,1.0,1.0,1.0,,,1.0,,,4.0,1.0,,,,,,,,,,,,
10408363,away,Barcelona,Ronald Araújo,ronald-araujo,R. Araújo,D,191,137257,M,925097,EUR,920764800,D,4,4,False,26.0,23.0,2.0,2.0,20.0,22.0,3.0,4.0,1.0,4.0,,,,,90.0,38.0,7.6,3.0,0.0475,0.0,0.00178749,1,,,,4,RAraújo,,1.0,4.0,1.0,9.0,,,,,1.0,3.0,2.0,1.0,,,,2.0,,,1.0,,,,,1.0,,,,
10408363,away,Barcelona,Andreas Christensen,andreas-christensen,A. Christensen,D,188,56340,M,186795,EUR,829094400,D,15,15,False,35.0,29.0,4.0,3.0,24.0,26.0,5.0,9.0,3.0,6.0,,,,,90.0,46.0,7.1,7.0,0.0,0.0,0.00103487,0,,,,15,andreaschristensen3,,2.0,1.0,6.0,2.0,,,,,1.0,1.0,1.0,4.0,,,1.0,,,,,,,,,,2.0,,,
10408363,away,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,175,128076,M,997035,EUR,1066435200,D,28,28,False,39.0,34.0,3.0,2.0,24.0,25.0,10.0,15.0,1.0,4.0,,,,,90.0,60.0,6.9,13.0,0.0,0.0,0.015445,0,,,,3,AlejandroBalde,1.0,,,4.0,5.0,1.0,,3.0,2.0,1.0,2.0,,2.0,,,2.0,1.0,,,,,,,,,,,,
10408363,away,Barcelona,Pedri,pedri,Pedri,M,174,636700,M,992587,EUR,1038182400,M,8,8,False,40.0,31.0,6.0,5.0,11.0,14.0,22.0,29.0,,7.0,,,,,90.0,57.0,7.7,15.0,0.787,0.871489,0.256548,1,,,,8,Pedri,3.0,,,9.0,6.0,6.0,2.0,,,,3.0,1.0,1.0,2.0,,2.0,3.0,1.0,2.0,,,,,,,,1.0,1.0,
10408363,away,Barcelona,Frenkie de Jong,frenkie-de-jong,F. de Jong,M,180,192664,M,795222,EUR,863395200,M,21,21,False,54.0,47.0,5.0,4.0,25.0,26.0,22.0,28.0,1.0,9.0,,,,,90.0,73.0,7.5,9.0,0.0,0.0,0.11318,0,,,,21,Frenkie,,1.0,2.0,5.0,8.0,1.0,,3.0,3.0,6.0,1.0,1.0,3.0,1.0,,1.0,2.0,,,,,,,,,,,,
10408363,away,Barcelona,Franck Kessié,franck-kessie,F. Kessié,M,183,43153,M,359226,EUR,850953600,M,19,19,False,29.0,26.0,6.0,5.0,21.0,23.0,5.0,7.0,2.0,6.0,,,,,89.0,42.0,7.0,5.0,0.0,0.0,0.00265019,0,,,,79,franckkessie,1.0,,,3.0,5.0,,,3.0,2.0,1.0,,,2.0,,,,3.0,,,,,,,,,,,,
10408363,away,Barcelona,Raphinha,raphinha,Raphinha,M,176,878494,M,831005,EUR,850521600,F,22,22,False,34.0,26.0,1.0,,12.0,13.0,14.0,25.0,,9.0,,,,,81.0,56.0,6.4,18.0,0.2587,0.0,0.0524812,1,,,,11,Raphinha,4.0,1.0,,9.0,6.0,2.0,1.0,7.0,2.0,1.0,,,,,,,4.0,,,1.0,,1.0,1.0,,,,,,
10408363,away,Barcelona,Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,186,575097,M,41789,EUR,588124800,F,9,9,False,26.0,17.0,3.0,2.0,6.0,7.0,11.0,20.0,1.0,5.0,,,,,90.0,41.0,7.9,13.0,0.5602,0.454587,0.528393,3,,,,9,Lewa,1.0,1.0,2.0,3.0,6.0,1.0,,,,,1.0,1.0,3.0,2.0,,3.0,3.0,3.0,,,,1.0,2.0,,,,2.0,,1.0
10408363,away,Barcelona,Pablo Gavi,gavi,Gavi,M,173,250088,M,1103693,EUR,1091664000,F,6,6,False,23.0,19.0,2.0,1.0,7.0,9.0,12.0,14.0,,6.0,,,,,90.0,39.0,6.9,9.0,0.0,0.0,0.0219155,0,,,,6,Gavi,,3.0,1.0,6.0,6.0,1.0,1.0,2.0,1.0,3.0,2.0,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,
10408363,away,Barcelona,Ferran Torres,ferran-torres,F. Torres,F,185,144391,M,855833,EUR,951782400,F,11,11,True,,,,,,,,,1.0,,,,,,9.0,4.0,6.6,,0.0,0.0,0.0,0,,,,7,FerranTorres,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
10408363,away,Barcelona,Jordi Alba,jordi-alba,J. Alba,D,170,22925,M,35199,EUR,606441600,D,18,18,True,2.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,3.0,,1.0,0.0,0.0,8.25466e-06,0,,,,18,JAlba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
