match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_unsuccessfulTouch,stat_aerialLost,stat_challengeLost,stat_totalOffside,stat_fouls,stat_shotOffTarget,stat_errorLeadToAShot,stat_expectedGoals,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_hitWoodwork,stat_goals
14572638,home,Rangers,Jack Butland,,,jack-butland,J. Butland,G,1,196.0,717,M,98448,EUR,731721600,G,1,1,False,38.0,25.0,20.0,10.0,0.0,18.0,23.0,7.0,15.0,7.0,1.0,1.0,90.0,45.0,6.8,13.0,0.00487414,0.0359,0,-0.0901,0.06,0.02,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572638,home,Rangers,James Tavernier,,,james-tavernier,J. Tavernier,D,2,176.0,1674,M,126074,EUR,688867200,D,2,2,False,51.0,44.0,6.0,4.0,0.0,22.0,25.0,22.0,26.0,1.0,,,90.0,74.0,7.1,12.0,0.221022,,0,,0.44,0.06,-0.26,,True,3.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
14572638,home,Rangers,John Souttar,,,john-souttar,J. Souttar,D,5,185.0,363,M,287563,EUR,843609600,D,5,5,False,54.0,45.0,7.0,3.0,0.0,40.0,44.0,5.0,10.0,2.0,,,90.0,64.0,7.0,9.0,0.0347203,,0,,0.0,0.02,-0.06,,,,,4.0,,6.0,,,,,5.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,
14572638,home,Rangers,Nasser Djiga,,,nasser-djiga,N. Djiga,D,24,187.0,3580,M,1127169,EUR,1037318400,D,24,24,False,56.0,53.0,2.0,,0.0,50.0,50.0,3.0,6.0,7.0,,,90.0,70.0,6.7,5.0,0.00133255,,0,,-0.01,0.02,-0.28,,,,,2.0,1.0,7.0,,2.0,1.0,,1.0,1.0,4.0,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,
14572638,home,Rangers,Max Aarons,,,max-aarons,M. Aarons,D,3,178.0,1260,M,943645,EUR,946944000,M,3,3,False,37.0,32.0,5.0,2.0,0.0,12.0,14.0,20.0,23.0,4.0,,,90.0,53.0,6.7,9.0,0.138633,,0,,0.25,0.07,-0.15,,,,,1.0,4.0,4.0,,4.0,2.0,1.0,1.0,,2.0,1.0,1.0,,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
14572638,home,Rangers,Connor Barron,,,connor-barron,C. Barron,M,8,175.0,273,M,997419,EUR,1030579200,M,8,8,False,33.0,26.0,5.0,2.0,0.0,17.0,19.0,9.0,14.0,1.0,,,90.0,45.0,6.6,12.0,0.0150043,,0,,0.07,0.09,0.2,,,2.0,,,6.0,2.0,2.0,,,,3.0,,1.0,2.0,2.0,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,
14572638,home,Rangers,Nicolas Raskin,,,nicolas-raskin,N. Raskin,M,43,179.0,1753,M,889378,EUR,982886400,M,43,43,False,28.0,26.0,1.0,,0.0,15.0,16.0,11.0,12.0,5.0,,,61.0,36.0,6.2,4.0,0.00664804,,1,,0.05,0.06,-0.23,,,,,,3.0,2.0,1.0,1.0,,,,,,2.0,,,,,,,,1.0,1.0,1.0,0.0198,-0.08,,,,,,,,,,
14572638,home,Rangers,Jayden Meghoma,Jayden Meghoma,,meghoma-jayden,J. Meghoma,M,30,176.0,428,M,1410201,EUR,1151452800,M,30,30,False,14.0,11.0,2.0,2.0,0.0,8.0,9.0,3.0,5.0,1.0,,,45.0,21.0,6.3,6.0,0.00242379,,0,,0.03,-0.13,-0.11,,,,,,2.0,,,1.0,,,1.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,
14572638,home,Rangers,Djeidi Gassama,,,djeidi-gassama,D. Gassama,F,23,178.0,890,M,1142674,EUR,1063152000,F,23,23,False,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,1.0,,,61.0,23.0,6.8,10.0,0.00342321,,0,,-0.03,0.27,0.15,,,2.0,,,5.0,6.0,1.0,4.0,2.0,,,,1.0,,,4.0,,4.0,2.0,,,,,,,,,,,,,,,,,
14572638,home,Rangers,Mikey Moore,,,mikey-moore,M. Moore,F,47,180.0,3947,M,1403192,EUR,1186790400,F,47,47,False,17.0,14.0,1.0,1.0,0.0,6.0,7.0,8.0,10.0,3.0,,,81.0,35.0,6.8,11.0,0.380967,,2,,0.29,0.16,-0.01,,,1.0,,,8.0,5.0,3.0,5.0,2.0,1.0,,,,1.0,1.0,2.0,2.0,,1.0,,,1.0,1.0,,0.1386,-0.03,1.0,,,,,,,,,
