match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_goals,stat_totalClearance,stat_errorLeadToAShot,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_lastManTackle,stat_wonTackle,stat_challengeLost,stat_wasFouled,stat_totalCross,stat_accurateCross,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_clearanceOffLine,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
14167872,home,Paris Saint-Germain,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188.0,21320,M,996953,EUR,1005004800,G,30,30,False,27.0,21.0,10.0,4.0,0.0,21.0,22.0,5.0,4.0,1.0,2.0,90.0,32.0,7.6,6.0,5.092e-05,0.4246,0,0.3828,0.04,0.03,0.13,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167872,home,Paris Saint-Germain,Warren Zaïre-Emery,,,warren-zaire-emery,W. Zaïre-Emery,M,33,178.0,16154,M,1142672,EUR,1141776000,D,33,33,False,70.0,68.0,2.0,2.0,0.0,26.0,26.0,44.0,4.0,,,90.0,84.0,7.3,5.0,0.303853,,1,,0.31,0.22,0.27,,wzairemery6,42.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0492,0.2719,3.0,-0.21,,,,,,,,,,,,,,,,,,,,
14167872,home,Paris Saint-Germain,Ilya Zabarnyi,,,illia-zabarnyi,I. Zabarnyi,D,6,189.0,17027,M,1023567,EUR,1030838400,D,6,6,False,80.0,76.0,2.0,1.0,0.0,48.0,51.0,29.0,5.0,,,90.0,90.0,8.1,5.0,0.010475,,1,,0.27,0.11,-0.02,,IlliaZabarnyi,28.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,0.1137,0.5158,,0.51,1.0,6.0,1.0,,,,,,,,,,,,,,,,,
14167872,home,Paris Saint-Germain,Lucas Beraldo,Lucas Beraldo,,lucas-beraldo,L. Beraldo,D,4,182.0,17502,M,1108441,EUR,1069632000,D,4,4,False,89.0,84.0,3.0,2.0,0.0,62.0,63.0,26.0,5.0,,,90.0,105.0,9.3,5.0,0.0142705,,2,,0.27,0.09,1.0,,lberaldo,22.0,4.0,9.0,,,,,1.0,2.0,,3.0,,1.0,0.3415,0.7838,,0.49,1.0,8.0,,3.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,
14167872,home,Paris Saint-Germain,Lucas Hernández,,,lucas-hernandez,L. Hernández,D,21,183.0,10246,M,352370,EUR,824256000,D,21,21,False,72.0,63.0,5.0,2.0,0.0,43.0,46.0,26.0,3.0,,,90.0,91.0,7.7,9.0,0.0126317,,0,,0.13,0.03,0.48,,lucashernandez21,20.0,3.0,7.0,,,,,,2.0,2.0,1.0,,2.0,,,,,,3.0,,,4.0,,,,1.0,2.0,,,,,,,,,,
14167872,home,Paris Saint-Germain,Kang-in Lee,,,kang-in-lee,K. Lee,M,19,173.0,19307,M,917087,EUR,982540800,M,19,19,False,72.0,64.0,6.0,2.0,0.0,25.0,26.0,46.0,7.0,,,80.0,93.0,7.2,16.0,0.275221,,1,,0.44,0.21,-0.03,,kanginlee,39.0,8.0,5.0,3.0,3.0,1.0,1.0,1.0,,,3.0,1.0,1.0,0.0248,0.0338,2.0,-0.06,,1.0,,1.0,,,,1.0,1.0,1.0,3.0,2.0,,,,,,,,
14167872,home,Paris Saint-Germain,Vitinha,,,vitinha,Vitinha,M,17,172.0,50484,M,902029,EUR,950400000,M,17,17,False,57.0,56.0,1.0,1.0,1.0,19.0,20.0,37.0,1.0,,,36.0,61.0,7.8,2.0,0.498388,,0,,0.6,0.25,0.15,,vitinha,37.0,,,,,,1.0,,,,,1.0,,,,3.0,,,,,,,,,,,,2.0,2.0,True,,,,,,,
14167872,home,Paris Saint-Germain,Senny Mayulu,,,mayulu-senny,S. Mayulu,M,24,183.0,21840,M,1473491,EUR,1147824000,M,24,24,False,27.0,22.0,2.0,1.0,1.0,3.0,3.0,24.0,3.0,,,62.0,41.0,7.0,8.0,0.186583,,0,,0.03,0.01,-0.01,,,19.0,6.0,7.0,1.0,3.0,1.0,1.0,,,,6.0,,2.0,,,1.0,,,1.0,,,,,,3.0,1.0,,1.0,1.0,,,,,,,,
14167872,home,Paris Saint-Germain,Ibrahim Mbaye,,,ibrahim-mbaye,I. Mbaye,F,49,175.0,36953,M,1590918,EUR,1201132800,F,49,49,False,40.0,37.0,,,0.0,12.0,12.0,28.0,8.0,,,90.0,57.0,6.7,9.0,0.0485506,,1,,0.1,0.32,0.16,,,25.0,7.0,5.0,1.0,3.0,3.0,,,,1.0,2.0,5.0,3.0,0.0197,,2.0,-0.08,,,,3.0,,,,2.0,,,,,,1.0,,,,,,
14167872,home,Paris Saint-Germain,Gonçalo Ramos,,,goncalo-ramos,G. Ramos,F,9,185.0,23725,M,934510,EUR,992995200,F,9,9,False,22.0,13.0,,,0.0,7.0,8.0,14.0,3.0,,,90.0,34.0,6.3,12.0,0.00814781,,2,,-0.58,0.43,-0.05,,goncaloramos88,6.0,8.0,4.0,1.0,3.0,2.0,,1.0,,,,1.0,1.0,0.0651,0.0761,1.0,0.07,,1.0,,3.0,,,,,2.0,2.0,,,,1.0,,,,,,
