match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_errorLeadToAShot,stat_keyPass,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_hitWoodwork,stat_penaltyWon
12513688,home,FC Arouca,Nico Mantl,,,nico-mantl,N. Mantl,G,58,193,162,M,888592,EUR,949795200,G,58,58,False,32.0,15.0,24.0,7.0,0.0,11.0,13.0,4.0,19.0,2.0,2.0,2.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,43.0,6.9,17.0,0.00065183,0,0.2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513688,home,FC Arouca,Tiago Esgaio,,,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,17.0,8.0,6.0,3.0,0.0,5.0,8.0,3.0,10.0,3.0,5.0,3.0,,,,,,,,,79.0,36.0,7.0,12.0,0.00863369,0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12513688,home,FC Arouca,Chico Lamba,,,lamba-chico,C. Lamba,D,15,187,378,M,1153110,EUR,1047254400,D,73,73,False,29.0,19.0,7.0,1.0,0.0,16.0,22.0,3.0,7.0,3.0,5.0,4.0,3.0,,,,,,,,90.0,41.0,6.6,11.0,0.00162899,0,,,,2.0,,1.0,2.0,1.0,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12513688,home,FC Arouca,Jose Fontán,,,jose-fontan,J. Fontán,D,3,182,67,M,964609,EUR,950227200,D,3,3,False,32.0,25.0,6.0,3.0,0.0,20.0,23.0,5.0,9.0,4.0,6.0,6.0,6.0,,,,,,,,90.0,49.0,7.3,9.0,0.00922752,1,,,,,,2.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0.1049,,,,,,,,,,,,,,,
12513688,home,FC Arouca,Weverson,,,weverson,Weverson,D,36,185,168,M,905452,EUR,962755200,D,26,26,False,25.0,17.0,5.0,1.0,0.0,15.0,19.0,2.0,8.0,2.0,7.0,4.0,6.0,,,,,,,,90.0,63.0,6.4,19.0,0.00551269,1,,2.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,,1.0,4.0,1.0,,,6.0,0.0306,1.0,1.0,,,,,,,,,,,,,
12513688,home,FC Arouca,Taichi Fukui,,,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,False,29.0,21.0,5.0,2.0,0.0,12.0,14.0,9.0,16.0,,8.0,2.0,5.0,,,,,,,,90.0,48.0,7.2,12.0,0.0110165,0,,1.0,1.0,3.0,1.0,2.0,5.0,4.0,2.0,,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,
12513688,home,FC Arouca,David Simão,,,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,13.0,10.0,3.0,2.0,0.0,6.0,6.0,4.0,7.0,,1.0,,1.0,,,,,,,,23.0,14.0,6.7,3.0,0.00627873,0,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,True,,,,,,,,,,,,
12513688,home,FC Arouca,Jason,,,jason,Jason,M,23,179,253,M,330677,EUR,773452800,M,10,10,False,15.0,11.0,1.0,1.0,0.0,8.0,10.0,5.0,10.0,,2.0,1.0,4.0,,,,,,,,90.0,32.0,6.2,13.0,0.217681,0,,5.0,2.0,6.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,2.0,,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,
12513688,home,FC Arouca,Alfonso Trezza,,,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,F,19,19,False,12.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,10.0,1.0,1.0,,4.0,,,,,,,,79.0,21.0,6.8,7.0,0.0305679,0,,1.0,1.0,5.0,1.0,,,,,,,1.0,2.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,,
12513688,home,FC Arouca,Dylan Nandín,Dylan Alexander,Nandín Berrutti,dylan-nandin,D. Nandín,F,23,186,149,M,1510444,EUR,1014854400,F,23,23,False,9.0,3.0,1.0,,0.0,,1.0,3.0,8.0,4.0,8.0,1.0,2.0,,,,,,,,55.0,24.0,6.4,13.0,0.00244361,0,,,1.0,8.0,2.0,,1.0,,3.0,,,1.0,1.0,,,,3.0,,,,,,3.0,,,,,,,,,,
