match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_challengeLost,stat_wonContest,stat_bigChanceMissed,stat_totalClearance,stat_wasFouled,stat_fouls,captain,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_savedShotsFromInsideTheBox,stat_punches,stat_goals,stat_blockedScoringAttempt,stat_goalAssist,stat_totalOffside,player_sofascoreId,stat_hitWoodwork
10570032,home,Colchester United,Kieran O'Hara,kieran-ohara,K. O'Hara,G,13,191,83,M,788128,EUR,830131200,G,13,13,False,31.0,15.0,26.0,11.0,6.0,7.0,9.0,24.0,1.0,6.0,1.0,1.0,3.0,90.0,37.0,6.3,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570032,home,Colchester United,Junior Tchamadeu,junior-tchamadeu,J. Tchamadeu,D,22,180,2280,M,1093070,EUR,1072051200,D,22,22,False,25.0,21.0,3.0,3.0,10.0,10.0,13.0,20.0,,4.0,,,,90.0,53.0,6.6,18.0,1,Junior Tchamadeu,,5.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
10570032,home,Colchester United,Tom Eastman,tom-eastman,T. Eastman,D,5,190,6,M,112922,EUR,688003200,D,18,18,False,11.0,9.0,2.0,2.0,4.0,4.0,5.0,7.0,2.0,,1.0,,,45.0,15.0,6.8,2.0,0,Tom,Eastman,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10570032,home,Colchester United,Tom Dallison,tom-dallison,T. Dallison,D,26,185,4,M,831986,EUR,823219200,D,6,6,False,34.0,23.0,9.0,3.0,17.0,20.0,6.0,14.0,4.0,3.0,1.0,,,90.0,44.0,6.1,11.0,2,,,,,1.0,3.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,
10570032,home,Colchester United,Al-Amin Kazeem,al-amin-kazeem,A. Kazeem,D,,180,46,M,1004457,EUR,1018051200,D,30,30,False,15.0,11.0,4.0,2.0,6.0,8.0,5.0,8.0,1.0,1.0,,,,64.0,28.0,6.4,7.0,0,,,1.0,,,3.0,2.0,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,
10570032,home,Colchester United,Cole Skuse,cole-skuse,C. Skuse,M,,185,2,,19830,EUR,512438400,M,8,8,False,29.0,24.0,3.0,1.0,11.0,13.0,13.0,16.0,3.0,6.0,3.0,3.0,,90.0,39.0,7.1,6.0,1,,,,,1.0,2.0,,1.0,1.0,1.0,,3.0,,,,1.0,,1.0,True,,,,,,,,,,,,
10570032,home,Colchester United,Marley Marshall,marley-marshall,M. Marshall,M,21,175,19,M,1064370,EUR,1035244800,M,33,33,False,21.0,19.0,3.0,2.0,10.0,11.0,9.0,10.0,12.0,7.0,6.0,4.0,,83.0,42.0,6.8,7.0,0,Marley Marshall,,,,,7.0,4.0,,1.0,1.0,,2.0,3.0,1.0,,,5.0,,,1.0,,,,,,,,,,,
10570032,home,Colchester United,Ossama Ashley,ossama-ashley,O. Ashley,M,4,180,51,M,915130,EUR,976492800,M,17,17,False,15.0,7.0,2.0,,3.0,4.0,4.0,12.0,5.0,1.0,1.0,,,64.0,22.0,6.7,10.0,0,,,1.0,,,2.0,,,,,3.0,2.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,
10570032,home,Colchester United,Noah Chilvers,noah-chilvers,N. Chilvers,F,10,173,28,M,964077,EUR,982800000,M,14,14,False,33.0,26.0,4.0,4.0,8.0,10.0,23.0,31.0,2.0,8.0,,,,90.0,59.0,7.6,19.0,2,,,8.0,5.0,1.0,6.0,6.0,1.0,4.0,5.0,,,,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
10570032,home,Colchester United,Alex Newby,alex-newby,A. Newby,M,30,173,25,M,926970,EUR,816912000,M,19,19,False,33.0,25.0,1.0,1.0,7.0,10.0,18.0,24.0,3.0,11.0,,,,90.0,54.0,6.4,15.0,3,,,1.0,,1.0,8.0,5.0,2.0,,1.0,,1.0,1.0,1.0,,1.0,2.0,,,2.0,,1.0,1.0,,,,,,,,
