match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_challengeLost,stat_wasFouled,stat_penaltyWon,stat_shotOffTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented,stat_penaltyConceded,stat_totalOffside
10411734,home,Empoli,Samuele Perisan,samuele-perisan,S. Perisan,G,1,191,50,M,794784,EUR,872121600,G,1,1,False,33.0,17.0,18.0,3.0,14.0,16.0,3.0,17.0,1.0,1.0,1.0,8.0,1.0,1.0,90.0,43.0,6.9,16.0,0.0,0.0,0.00164936,41.400832019069,6.0,24.78,8.505,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411734,home,Empoli,Tyronne Ebuehi,tyronne-ebuehi,T. Ebuehi,D,24,187,664,M,580512,EUR,819072000,D,24,24,False,35.0,28.0,3.0,2.0,16.0,19.0,13.0,18.0,3.0,5.0,3.0,5.0,,,90.0,67.0,7.0,18.0,0.0,0.0,0.0262275,119.39523256148,12.0,99.435,31.815,0,,,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,70.794650602469,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411734,home,Empoli,Ardian Ismajli,ardian-ismajli,A. Ismajli,D,44,188,1151,M,840414,EUR,844041600,D,34,34,False,65.0,55.0,10.0,7.0,45.0,51.0,10.0,14.0,3.0,4.0,2.0,8.0,,,90.0,73.0,7.6,10.0,0.0,0.0,0.122343,150.63504138377,21.0,65.73,17.22,0,,,,,3.0,3.0,,,,1.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411734,home,Empoli,Sebastiano Luperto,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,33,33,False,39.0,28.0,7.0,2.0,27.0,32.0,1.0,7.0,4.0,6.0,1.0,3.0,,,90.0,46.0,6.9,11.0,0.0,0.0,0.00718185,50.553813484289,7.0,41.58,16.8,0,,,,,3.0,4.0,,,,1.0,,,17.00803057382,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
10411734,home,Empoli,Fabiano Parisi,fabiano-parisi,F. Parisi,D,65,178,788,M,972886,EUR,973728000,D,65,65,False,39.0,28.0,7.0,3.0,21.0,27.0,7.0,12.0,2.0,10.0,3.0,11.0,,,90.0,79.0,7.4,17.0,0.0,0.0,0.0255982,60.973972778324,7.0,39.9,17.955,0,,,,,1.0,6.0,1.0,6.0,3.0,,,,,,,,3.0,,1.0,5.0,1.0,,,,,,,,,,,,,,,,
10411734,home,Empoli,Jean-Daniel Akpa Akpro,jean-daniel-akpa-akpro,J. A. Akpro,M,11,180,386,M,164511,EUR,718761600,M,11,11,False,4.0,2.0,1.0,,1.0,1.0,1.0,5.0,1.0,3.0,,2.0,,,39.0,11.0,6.7,4.0,0.0311,0.0,0.00042579,4.7818583207787,1.0,3.885,3.885,1,,,2.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
10411734,home,Empoli,Răzvan Marin,razvan-marin,R. Marin,M,18,178,3932,M,279563,EUR,832809600,M,18,18,False,36.0,27.0,6.0,3.0,14.0,16.0,14.0,24.0,1.0,3.0,2.0,3.0,,,90.0,56.0,6.8,16.0,0.1747,0.0,0.257937,75.050858090648,12.0,12.18,19.74,4,,,4.0,1.0,1.0,5.0,1.0,1.0,,2.0,1.0,2.0,21.71316503875,1.0,1.0,,,2.0,,,,1.0,1.0,3.0,,,,,,,,,,,,,
10411734,home,Empoli,Filippo Bandinelli,filippo-bandinelli,F. Bandinelli,M,25,180,70,M,812332,EUR,796435200,M,25,25,False,40.0,32.0,1.0,,23.0,25.0,9.0,18.0,,5.0,2.0,2.0,,,81.0,58.0,7.1,12.0,0.1851,0.028,0.0172704,65.481175074909,12.0,-14.7,5.46,1,,,3.0,,,3.0,,4.0,4.0,1.0,1.0,3.0,,,,,,1.0,,,,,,,True,1.0,,,,,,,,,,,
10411734,home,Empoli,Tommaso Baldanzi,tommaso-baldanzi,T. Baldanzi,M,8,170,2264,M,1012172,EUR,1048377600,M,35,35,False,17.0,16.0,1.0,,7.0,7.0,9.0,11.0,,4.0,,4.0,,,72.0,34.0,6.6,9.0,0.2103,0.3937,0.0294037,88.774225550991,9.0,35.28,24.36,3,,,1.0,,1.0,6.0,,6.0,2.0,,3.0,,46.959582660096,2.0,,,,,1.0,2.0,,,,1.0,,2.0,,,,,,,,,,,
10411734,home,Empoli,Francesco Caputo,francesco-caputo,F. Caputo,F,9,181,857,M,43905,EUR,555206400,F,19,19,False,19.0,11.0,,,3.0,3.0,8.0,16.0,,1.0,1.0,2.0,,,81.0,34.0,7.0,14.0,0.9621,1.6178,0.0294652,87.597323035396,8.0,48.09,26.985,4,,,,,5.0,7.0,1.0,1.0,,,4.0,1.0,55.077452636479,3.0,1.0,,,,,1.0,,,,1.0,,3.0,1.0,,,,,,,,,,
