match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_wasFouled,stat_fouls,player_jerseyNumber,captain,stat_unsuccessfulTouch,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalOffside,stat_keyPass,stat_challengeLost,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_penaltyFaced,stat_outfielderBlock,stat_bigChanceMissed,stat_penaltyConceded
11274635,home,Houston Dynamo,Andrew Tarbell,,,andrew-tarbell,A. Tarbell,G,190,26,M,829203,EUR,749952000,G,13,13,False,14.0,12.0,3.0,1.0,11.0,11.0,1.0,3.0,7.0,2.0,2.0,3.0,1.0,1.0,90.0,24.0,7.4,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274635,home,Houston Dynamo,Mujeeb Murana,Mujeeb Murana,,murana-mujeeb,M. Murana,D,188,5,M,1470510,EUR,969667200,D,24,24,False,59.0,54.0,6.0,2.0,33.0,36.0,21.0,23.0,4.0,,,,,,90.0,72.0,6.8,6.0,1,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11274635,home,Houston Dynamo,Erik Sviatchenko,,,erik-sviatchenko,E. Sviatchenko,D,184,167,M,48050,EUR,686534400,D,28,28,False,31.0,25.0,4.0,1.0,21.0,22.0,4.0,9.0,1.0,,,,,,45.0,34.0,6.5,8.0,0,,2.0,1.0,2.0,1.0,,1.0,,,28,True,1.0,,,,,,,,,,,,,,,,,,,,
11274635,home,Houston Dynamo,Jon-Talen Maples,Jon-Talen Maples,,jon-talen-maples,J. Maples,D,183,11,M,1122221,EUR,911520000,D,40,40,False,75.0,70.0,10.0,7.0,43.0,46.0,27.0,29.0,7.0,,,,,,90.0,84.0,7.2,8.0,0,1.0,,2.0,2.0,,,3.0,1.0,1.0,12,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11274635,home,Houston Dynamo,Nelson Quiñones,,,quinones-nelson,N. Quiñones,M,175,166,M,1130271,EUR,1029801600,M,21,21,False,26.0,25.0,1.0,1.0,6.0,6.0,21.0,26.0,4.0,,,,,,83.0,47.0,7.4,8.0,4,1.0,,4.0,5.0,2.0,3.0,,1.0,1.0,7,,1.0,,2.0,,6.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,
11274635,home,Houston Dynamo,Luis Caicedo,,,luis-caicedo,L. Caicedo,M,172,59,M,824938,EUR,832377600,M,27,27,False,74.0,65.0,9.0,4.0,28.0,29.0,38.0,46.0,3.0,,,,,,90.0,80.0,6.8,10.0,0,1.0,2.0,5.0,5.0,,,,1.0,2.0,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,2.0,,,,,,,,,
11274635,home,Houston Dynamo,Brooklyn Raines,Brooklyn Raines,,brooklyn-raines,B. Raines,M,173,136,M,1150252,EUR,1110499200,M,35,35,False,46.0,43.0,2.0,1.0,19.0,21.0,24.0,25.0,5.0,,,,,,62.0,55.0,7.2,4.0,1,2.0,,2.0,5.0,,1.0,,3.0,,35,,,2.0,,,,,2.0,2.0,,,,,1.0,,,,,,,,
11274635,home,Houston Dynamo,Corey Baird,,,corey-baird,C. Baird,F,178,102,,921567,EUR,822960000,M,11,11,False,45.0,40.0,,,15.0,15.0,25.0,31.0,6.0,,,,,,90.0,65.0,9.8,13.0,5,2.0,1.0,5.0,4.0,2.0,,,1.0,1.0,,,3.0,,1.0,1.0,1.0,,1.0,1.0,4.0,,1.0,,,1.0,1.0,1.0,3.0,,,,
11274635,home,Houston Dynamo,Bradley Smith,,,bradley-smith,B. Smith,D,178,48,M,149814,EUR,765849600,M,3,3,False,40.0,34.0,3.0,2.0,15.0,19.0,21.0,27.0,3.0,,,,,,90.0,61.0,7.0,13.0,0,1.0,1.0,3.0,3.0,,,2.0,,2.0,,,2.0,1.0,1.0,,6.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,
11274635,home,Houston Dynamo,Amine Bassi,,,amine-bassi,A. Bassi,M,173,379,M,879780,EUR,880588800,F,8,8,False,50.0,48.0,3.0,3.0,11.0,11.0,38.0,44.0,2.0,,,,,,73.0,58.0,8.1,7.0,1,,,1.0,1.0,,,,1.0,,,,,,,,5.0,1.0,1.0,,1.0,1.0,5.0,,,1.0,1.0,,,,,,
11274635,home,Houston Dynamo,Þorleifur Úlfarsson,,,thorleifur-ulfarsson,Þ. Úlfarsson,F,185,37,M,1025993,EUR,977875200,F,34,34,False,9.0,5.0,,,2.0,2.0,3.0,7.0,1.0,,,,,,62.0,14.0,6.5,4.0,0,1.0,,4.0,3.0,,,,3.0,1.0,45,,,,,,,,,,,,,2.0,,,,,,,,,
11274635,home,Houston Dynamo,Ethan Bartlow,Ethan Bartlow,,ethan-bartlow,E. Bartlow,D,183,30,M,1107880,EUR,949449600,D,4,4,True,34.0,32.0,5.0,4.0,23.0,23.0,9.0,11.0,1.0,,,,,,45.0,37.0,6.8,2.0,0,1.0,1.0,2.0,2.0,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11274635,home,Houston Dynamo,Ibrahim Aliyu,,,ibrahim-aliyu,I. Aliyu,M,184,215,M,982466,EUR,1011139200,F,18,18,True,10.0,9.0,,,5.0,6.0,4.0,4.0,,,,,,,28.0,14.0,8.1,2.0,2,,,2.0,,,,1.0,,1.0,11,,,,,,,,1.0,,2.0,1.0,2.0,,,1.0,1.0,,1.0,,,,
