match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_possessionLostCtrl,stat_expectedGoals,stat_aerialLost,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_fouls,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,captain,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented,stat_clearanceOffLine,stat_outfielderBlock
11401998,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,11.0,11.0,1.0,1.0,10.0,10.0,1.0,1.0,5.0,1.0,90.0,14.0,6.8,0.00027548,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401998,home,PSV Eindhoven,Jordan Teze,,,jordan-teze,J. Teze,D,4,183,1080,M,825846,EUR,938649600,D,3,3,False,72.0,68.0,3.0,3.0,19.0,21.0,51.0,60.0,8.0,,90.0,98.0,7.5,0.0965919,3,9.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,15.0,0.0929,,,,,,,,,,,,,,,,,,,,,,,,,
11401998,home,PSV Eindhoven,André Ramalho,,,andre-ramalho,A. Ramalho,D,5,182,5374,M,148155,EUR,698198400,D,5,5,False,98.0,95.0,7.0,6.0,24.0,25.0,71.0,73.0,9.0,,90.0,108.0,8.0,0.138824,1,,,2.0,1.0,5.0,,,1.0,2.0,1.0,,4.0,0.0402,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11401998,home,PSV Eindhoven,Olivier Boscagli,,,boscagli-olivier,O. Boscagli,D,21,181,1043,M,788784,EUR,879811200,D,18,18,False,129.0,121.0,19.0,17.0,31.0,34.0,91.0,96.0,4.0,,90.0,138.0,9.2,0.298183,2,1.0,1.0,6.0,4.0,8.0,2.0,1.0,,,,,10.0,0.71,3.0,2.0,,,2.0,1.0,2.0,1.0,1.0,0.7594,,,,,,,,,,,,,,,
11401998,home,PSV Eindhoven,Sergiño Dest,,,sergino-dest,S. Dest,D,8,173,6120,M,906021,EUR,973209600,D,8,8,False,40.0,37.0,,,12.0,12.0,26.0,33.0,2.0,,60.0,70.0,7.8,0.309647,3,5.0,1.0,1.0,5.0,8.0,6.0,1.0,1.0,2.0,2.0,3.0,13.0,0.0697,2.0,1.0,,2.0,2.0,,3.0,1.0,,0.0589,sergino,,,,,,,,,,,,,,
11401998,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185,1244,M,844234,EUR,853027200,M,22,22,False,89.0,82.0,2.0,1.0,21.0,22.0,61.0,67.0,7.0,,90.0,94.0,7.4,0.187958,0,,,3.0,5.0,5.0,,,,1.0,1.0,1.0,8.0,,1.0,,,1.0,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,
11401998,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,76.0,67.0,4.0,3.0,8.0,10.0,65.0,85.0,6.0,,76.0,112.0,9.0,1.14055,6,19.0,6.0,2.0,5.0,5.0,,1.0,2.0,3.0,2.0,,25.0,0.2967,,,1.0,,7.0,2.0,,3.0,,0.286,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,
11401998,home,PSV Eindhoven,Hirving Lozano,,,hirving-lozano,H. Lozano,F,11,175,6578,M,385320,EUR,807062400,M,27,27,False,43.0,38.0,1.0,1.0,7.0,7.0,34.0,45.0,4.0,,85.0,70.0,8.0,0.756166,2,9.0,3.0,,5.0,4.0,4.0,2.0,,1.0,,2.0,17.0,0.0615,1.0,,,1.0,4.0,,2.0,,,,hirvinglozano,,,2.0,2.0,,2.0,,,,,,,,
11401998,home,PSV Eindhoven,Malik Tillman,,,malik-tillman,M. Tillman,M,10,186,5864,M,975798,EUR,1022544000,M,10,10,False,31.0,25.0,,,6.0,7.0,21.0,27.0,5.0,,60.0,52.0,8.4,1.08679,3,3.0,2.0,,2.0,2.0,1.0,1.0,,,,2.0,12.0,0.36,,,1.0,2.0,4.0,,,2.0,,0.1639,MalikTillman8,,1.0,1.0,1.0,,,,,,,,,,
11401998,home,PSV Eindhoven,Ricardo Pepi,,,ricardo-pepi,R. Pepi,F,9,185,3729,M,986395,EUR,1042070400,M,14,14,False,24.0,22.0,,,6.0,6.0,16.0,18.0,6.0,,90.0,44.0,7.0,0.115663,8,,,3.0,5.0,4.0,,6.0,,1.0,,6.0,10.0,1.1044,2.0,,,,1.0,,,2.0,,0.2688,,1.0,,2.0,,2.0,1.0,,,,,,,,
