match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_totalContest,stat_wonContest,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_goalAssist,stat_bigChanceMissed,stat_shotOffTarget,stat_punches,player_sofascoreId
11453128,home,Al-Fateh,Jacob Rinne,,,jacob-rinne,J. Rinne,G,35,188.0,92,M,289025,EUR,740534400,G,1,1,False,20.0,16.0,9.0,5.0,13.0,14.0,3.0,6.0,1.0,1.0,11.0,3.0,3.0,6.0,1.0,1.0,90.0,36.0,8.5,4.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453128,home,Al-Fateh,Saeed Baattia,Saeed Baattia,,saeed-baattia,S. Baattia,D,15,172.0,25,M,1521953,EUR,969667200,D,12,12,False,31.0,21.0,5.0,,13.0,19.0,8.0,13.0,1.0,4.0,7.0,,,,,,90.0,53.0,6.2,14.0,,0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
11453128,home,Al-Fateh,Amaar Al Dohaim,,,amaar-al-dohaim,A. A. Dohaim,D,24,175.0,13,M,803055,EUR,746755200,D,24,24,False,45.0,39.0,4.0,2.0,34.0,36.0,5.0,9.0,1.0,2.0,2.0,,,,,,90.0,59.0,6.9,6.0,,0,,,2.0,2.0,8.0,1.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,
11453128,home,Al-Fateh,Qasim Lajami,,,qasim-al-oujami,Q. Lajami,D,87,178.0,103,M,818668,EUR,830390400,D,87,87,False,43.0,39.0,2.0,1.0,30.0,33.0,9.0,10.0,3.0,5.0,5.0,,,,,,90.0,57.0,6.9,5.0,,0,,,2.0,2.0,7.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11453128,home,Al-Fateh,Tawfiq Buhumaid,,,tawfiq-buhumaid,T. Buhumaid,D,25,179.0,6,M,871425,EUR,562464000,D,25,25,False,24.0,16.0,2.0,,12.0,14.0,4.0,11.0,1.0,4.0,3.0,,,,,,58.0,36.0,6.7,9.0,,0,1.0,,1.0,,1.0,,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,
11453128,home,Al-Fateh,Mohammed Al-Fuhaid,,,mohammed-al-fuhaid,M. Al-Fuhaid,M,28,171.0,10,M,818616,EUR,631843200,M,14,14,False,24.0,21.0,,,12.0,14.0,9.0,11.0,2.0,10.0,7.0,,,,,,90.0,37.0,7.2,5.0,,0,1.0,,2.0,1.0,,1.0,,4.0,4.0,,1.0,2.0,1.0,True,2.0,2.0,,,,,,,,,,,,
11453128,home,Al-Fateh,Mukhtar Ali,,,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600,M,7,7,False,50.0,45.0,8.0,6.0,28.0,28.0,18.0,23.0,,3.0,5.0,,,,,,90.0,68.0,7.3,7.0,2.0,1,1.0,1.0,4.0,1.0,4.0,,2.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
11453128,home,Al-Fateh,Sofiane Bendebka,,,sofiane-bendebka,S. Bendebka,M,28,180.0,1218,M,845609,EUR,713318400,M,28,28,False,31.0,27.0,3.0,2.0,11.0,11.0,16.0,20.0,,3.0,3.0,,,,,,90.0,41.0,6.7,9.0,2.0,0,,,3.0,1.0,1.0,,,,,,2.0,2.0,,,1.0,1.0,,2.0,,,,,,,,,,
11453128,home,Al-Fateh,Mourad Batna,,,batna-mourad,M. Batna,M,11,185.0,1192,M,880790,EUR,646444800,F,11,11,False,16.0,12.0,1.0,,4.0,4.0,9.0,19.0,2.0,13.0,4.0,,,,,,90.0,49.0,8.4,16.0,2.0,5,7.0,,5.0,1.0,1.0,,,,,,2.0,6.0,,,7.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,,,,,
11453128,home,Al-Fateh,Lucas Zelarayán,Lucas,Zelarayán,lucas-zelarayan,L. Zelarayán,M,10,172.0,1289,M,249061,EUR,708998400,F,10,10,False,30.0,27.0,6.0,5.0,9.0,10.0,19.0,22.0,,6.0,1.0,,,,,,89.0,48.0,7.7,10.0,3.0,2,2.0,,5.0,1.0,,,1.0,,,,1.0,3.0,2.0,,5.0,3.0,1.0,1.0,2.0,,,,,1.0,,,,
