match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_aerialWon,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_wonTackle,stat_wasFouled,stat_fouls,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,captain,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_goalAssist
11409157,home,Estoril Praia,Marcelo Carné,,,marcelo-carne,M. Carné,G,1,188,61,M,243463,EUR,634262400,G,31,31,False,37.0,24.0,17.0,4.0,20.0,21.0,4.0,16.0,2.0,13.0,1.0,3.0,4.0,2.0,90.0,52.0,7.3,13.0,0.0,0.0,0.00148644,0,0.9346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409157,home,Estoril Praia,Rodrigo Gomes,,,gomes-rodrigo,R. Gomes,M,21,171,1190,M,1006073,EUR,1057536000,D,21,21,False,17.0,11.0,1.0,,2.0,4.0,9.0,15.0,1.0,3.0,,,,,90.0,40.0,6.4,15.0,0.0862,0.0,0.0618677,2,,2.0,1.0,7.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
11409157,home,Estoril Praia,Volnei Feltes,,,feltes-volnei,V. Feltes,D,30,188,64,M,1065440,EUR,955756800,D,5,5,False,38.0,26.0,6.0,4.0,19.0,28.0,8.0,11.0,6.0,11.0,,,,,90.0,61.0,7.2,16.0,0.0656,0.133,0.0181543,2,,1.0,3.0,6.0,2.0,3.0,,1.0,1.0,1.0,,2.0,3.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,
11409157,home,Estoril Praia,Pedro Álvaro,,,pedro-alvaro,P. Álvaro,D,,186,247,M,869330,EUR,951955200,D,23,23,False,29.0,22.0,8.0,3.0,20.0,22.0,2.0,7.0,4.0,4.0,,,,,90.0,42.0,7.0,7.0,0.0,0.0,0.00478538,0,,,1.0,1.0,5.0,,,,,,,1.0,2.0,2.0,,,,3.0,,,1.0,1.0,,,,,,,,,
11409157,home,Estoril Praia,Bernardo Vital,,,vital-bernardo,B. Vital,D,13,187,192,M,1065442,EUR,978048000,D,3,3,False,30.0,26.0,3.0,1.0,23.0,26.0,3.0,4.0,1.0,6.0,,,,,90.0,45.0,7.2,6.0,0.1735,0.0,0.00057824,3,,,,1.0,5.0,,,,,1.0,2.0,3.0,,1.0,,,,2.0,,,,2.0,1.0,,,,,,,,
11409157,home,Estoril Praia,Tiago Araújo,,,tiago-araujo,T. Araújo,D,20,184,265,M,997024,EUR,985651200,D,78,78,False,30.0,21.0,5.0,2.0,11.0,17.0,10.0,13.0,3.0,3.0,,,,,86.0,50.0,6.5,12.0,0.0112,0.0,0.0161945,1,,,1.0,6.0,,2.0,,2.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
11409157,home,Estoril Praia,Rafik Guitane,,,rafik-guitane,R. Guitane,F,99,170,2125,M,826210,EUR,927676800,M,10,10,False,23.0,19.0,3.0,3.0,3.0,4.0,16.0,19.0,1.0,7.0,,,,,90.0,42.0,7.3,13.0,0.1257,0.1354,0.168149,1,,,,4.0,4.0,,1.0,5.0,2.0,,,,2.0,1.0,5.0,3.0,,,1.0,,1.0,1.0,,,,,,,,,
11409157,home,Estoril Praia,Koba Koindredi,,,koba-koindredi,K. Koindredi,M,8,184,471,M,930233,EUR,1004140800,M,83,83,False,24.0,18.0,2.0,1.0,13.0,17.0,7.0,10.0,1.0,7.0,,,,,90.0,47.0,6.6,10.0,0.1002,0.0,0.0557686,1,,3.0,,6.0,5.0,1.0,1.0,2.0,1.0,,1.0,1.0,3.0,3.0,,2.0,2.0,,,,1.0,1.0,3.0,1.0,,,,,,,
11409157,home,Estoril Praia,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178,3830,M,1142562,EUR,1089417600,M,82,82,False,31.0,27.0,,,18.0,21.0,9.0,11.0,,7.0,,,,,86.0,56.0,7.0,12.0,0.0,0.0,0.0177568,0,,1.0,,11.0,7.0,5.0,2.0,1.0,1.0,,,1.0,1.0,6.0,5.0,3.0,,,,,3.0,,4.0,,,,,,,,
11409157,home,Estoril Praia,Heriberto Tavares,,,heriberto-tavares,H. Tavares,F,91,180,195,M,845789,EUR,856310400,M,91,91,False,10.0,4.0,1.0,,2.0,4.0,2.0,6.0,,2.0,,,,,68.0,23.0,6.8,9.0,0.1291,0.2392,0.00969769,2,,,,5.0,4.0,,,5.0,2.0,1.0,,,,,,,,,1.0,,,2.0,2.0,,1.0,1.0,,,,,
