match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_onTargetScoringAttempt,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_penaltyConceded,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_wasFouled,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_errorLeadToAShot,stat_clearanceOffLine,stat_penaltyMiss,stat_penaltyWon,stat_totalOffside
12451036,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188.0,2069,M,1154630,EUR,1110499200,G,50,50,False,14.0,12.0,2.0,0.0,12.0,12.0,2.0,7.0,3.0,1.0,1.0,3.0,90.0,20.0,7.4,2.0,0.00016291,0,0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451036,home,Toulouse,Djibril Sidibé,,,djibril-sidibe,D. Sidibé,D,19,182.0,538,M,123388,EUR,712368000,D,19,19,False,71.0,58.0,7.0,0.0,18.0,21.0,54.0,8.0,,,,,90.0,97.0,6.9,23.0,0.149389,0,,4.0,41.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12451036,home,Toulouse,Charlie Cresswell,,,charlie-cresswell,C. Cresswell,D,4,190.0,1084,M,1020744,EUR,1029456000,D,4,4,False,85.0,73.0,4.0,0.0,45.0,48.0,38.0,7.0,,,,,90.0,94.0,7.1,13.0,0.0120458,1,,1.0,28.0,1.0,,2.0,6.0,3.0,8.0,1.0,,,,4.0,1.0,2.0,,,1.0,1.0,1.0,0.0631,0.637,,,,,,,,,,,,,,,,,,,
12451036,home,Toulouse,Mark McKenzie,,,mark-mckenzie,M. McKenzie,D,3,183.0,647,M,922759,EUR,919900800,D,3,3,False,83.0,75.0,6.0,0.0,37.0,38.0,45.0,6.0,,,,,90.0,93.0,6.7,8.0,0.0129385,0,,2.0,38.0,,,2.0,3.0,4.0,4.0,,,,,5.0,,1.0,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
12451036,home,Toulouse,Ümit Akdağ,Umit Akdag,,umit-akdag,Ü. Akdağ,D,50,192.0,604,M,1215071,EUR,1065398400,D,6,6,False,50.0,47.0,2.0,0.0,26.0,26.0,25.0,4.0,,,,,56.0,65.0,7.0,6.0,0.0291627,0,,1.0,21.0,1.0,,,6.0,2.0,6.0,,,,,4.0,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,
12451036,home,Toulouse,Miha Zajc,,,miha-zajc,M. Zajc,M,8,180.0,1164,M,139256,EUR,773020800,M,21,21,False,42.0,37.0,2.0,0.0,13.0,13.0,29.0,1.0,,,,,73.0,47.0,6.8,6.0,0.0877799,2,,2.0,24.0,,,2.0,1.0,4.0,1.0,,,,,2.0,,,1.0,2.0,,,2.0,0.0946,,,,1.0,1.0,,,,,,,,,,,,,,,
12451036,home,Toulouse,Vincent Sierro,,,vincent-sierro,V. Sierro,M,14,184.0,461,M,794412,EUR,813110400,M,8,8,False,73.0,56.0,5.0,0.0,23.0,24.0,53.0,7.0,,,,,90.0,84.0,6.5,23.0,0.0231766,1,,,33.0,4.0,,,3.0,5.0,3.0,3.0,1.0,1.0,,1.0,,,,1.0,,,,0.0262,,,,,1.0,True,,,,,,,,,,,,,,
12451036,home,Toulouse,Shavy Warren Babicka,,,babicka-shavy-warren,S. W. Babicka,F,80,180.0,1188,M,1136280,EUR,959817600,M,80,80,False,21.0,14.0,,0.0,4.0,5.0,20.0,5.0,,,,,83.0,42.0,6.8,15.0,0.0930841,1,,,11.0,4.0,1.0,,1.0,6.0,4.0,,3.0,3.0,1.0,,,,,,,,1.0,0.016,,,,1.0,,,2.0,,,,,,,,,,,,,
12451036,home,Toulouse,Joshua King,,,joshua-king,J. King,F,7,180.0,2232,M,100621,EUR,695433600,M,13,13,False,17.0,14.0,1.0,0.0,3.0,4.0,13.0,2.0,,,,,90.0,30.0,7.4,6.0,0.0130345,4,,1.0,11.0,,,4.0,2.0,5.0,4.0,,,2.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,0.7237,0.9168,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,
12451036,home,Toulouse,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173.0,957,M,911851,EUR,979430400,M,10,10,False,33.0,27.0,2.0,1.0,4.0,5.0,35.0,6.0,,,,,90.0,68.0,8.4,24.0,0.765271,3,,,23.0,7.0,,1.0,,10.0,12.0,,4.0,12.0,8.0,,,1.0,2.0,6.0,1.0,1.0,1.0,0.0968,0.0614,,,2.0,,,3.0,,,2.0,,,,,,,,,,
12451036,home,Toulouse,Zakaria Aboukhlal,,,zakaria-aboukhlal,Z. Aboukhlal,F,7,179.0,8018,M,856737,EUR,950832000,F,7,7,False,8.0,5.0,,0.0,1.0,2.0,9.0,3.0,,,,,90.0,29.0,6.7,13.0,0.00326351,3,,,4.0,3.0,,1.0,,5.0,6.0,1.0,1.0,3.0,2.0,,,2.0,4.0,,3.0,1.0,1.0,0.7977,0.2343,,,,,,2.0,1.0,,,zakariaaboukhlal,,,,,,,,,
12451036,home,Toulouse,Warren Kamanzi,,,warren-kamanzi,W. Kamanzi,M,12,177.0,196,M,1048366,EUR,973900800,D,12,12,True,22.0,17.0,1.0,0.0,4.0,6.0,17.0,,,,,,34.0,36.0,6.6,9.0,0.0171868,0,,,13.0,1.0,,,,2.0,2.0,,1.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12451036,home,Toulouse,Denis Genreau,,,denis-genreau,D. Genreau,M,10,170.0,131,M,862773,EUR,927244800,M,5,5,True,15.0,12.0,3.0,0.0,2.0,3.0,18.0,2.0,,,,,17.0,26.0,6.9,9.0,0.141112,1,,1.0,11.0,6.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,2.0,,,,0.0201,,,,1.0,,,1.0,,,,,,,,,,,,,
