match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_shotOffTarget,stat_totalOffside,stat_errorLeadToAGoal,stat_hitWoodwork
12514221,home,Moreirense,Luís Asué,luis-asue,L. Asué,F,12,186,441,M,1064103,EUR,994636800,F,9,9,True,10.0,5.0,,,0.0,3.0,5.0,2.0,5.0,1.0,2.0,,,,28.0,15.0,6.6,7.0,0.00024144,1,,Luís,Asué,,,1.0,2.0,3.0,,1.0,,,1.0,1.0,,,,2.0,,,,,0.117,,,,,,,1.0,3.0,,
12514221,home,Moreirense,Joel Jorquera,joel-jorquera,J. Jorquera,M,19,171,23,M,1084416,EUR,946684800,F,19,19,True,3.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,1.0,,,,11.0,9.0,6.4,4.0,0.00737217,0,,Joel,Jorquera,1.0,,,4.0,2.0,,3.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,
12514221,home,Moreirense,Caio,caio,Caio,G,22,192,67,M,345843,EUR,661824000,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514221,home,Moreirense,Leonardo Buta,leonardo-buta,L. Buta,D,24,182,172,M,1120038,EUR,1023235200,D,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514221,home,Moreirense,Gilberto Batista,batista-gilberto,G. Batista,D,66,185,135,M,1153099,EUR,1072656000,D,66,66,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514221,home,Moreirense,Afonso Assis,afonso-assis,A. Assis,M,25,180,55,M,2030567,EUR,1152921600,M,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514221,away,Sporting Braga,Lukáš Horníček,lukas-hornicek,L. Horníček,G,1,194,548,M,963744,EUR,1026518400,G,91,91,False,33.0,23.0,12.0,2.0,0.0,23.0,29.0,,4.0,,15.0,,2.0,5.0,90.0,51.0,7.0,10.0,0.00014494,0,0.4754,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,
12514221,away,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,70.0,58.0,8.0,4.0,0.0,27.0,30.0,31.0,45.0,1.0,4.0,,,,90.0,96.0,7.0,20.0,0.0641896,0,,,,5.0,,1.0,4.0,6.0,,2.0,1.0,1.0,3.0,2.0,1.0,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,
12514221,away,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,False,102.0,87.0,16.0,9.0,0.0,57.0,61.0,30.0,41.0,6.0,4.0,,,,90.0,116.0,7.2,15.0,0.0114033,1,,,,,,2.0,3.0,4.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,2.0,,0.2779,,1.0,0.3092,,1.0,,,,,
12514221,away,Sporting Braga,Bright Arrey-Mbi,bright-arrey-mbi,B. Arrey-Mbi,D,26,187,788,M,997173,EUR,1048636800,D,26,26,False,83.0,73.0,10.0,3.0,0.0,53.0,54.0,20.0,29.0,8.0,2.0,,,,90.0,95.0,6.6,10.0,0.00715283,0,,,,,,1.0,2.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
12514221,away,Sporting Braga,Francisco Chissumba,francisco-chissumba,F. Chissumba,D,55,180,264,M,1158067,EUR,1117324800,D,55,55,False,60.0,51.0,2.0,1.0,0.0,28.0,31.0,24.0,33.0,2.0,4.0,,,,90.0,90.0,7.0,19.0,0.110928,0,,Francisco,Chissumba,4.0,1.0,1.0,6.0,5.0,1.0,1.0,,2.0,1.0,1.0,4.0,2.0,,3.0,1.0,,1.0,,,2.0,,,1.0,,,,,,
12514221,away,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,8,8,False,64.0,56.0,7.0,6.0,0.0,28.0,30.0,28.0,34.0,2.0,4.0,,,,90.0,78.0,8.0,9.0,0.045255,1,,,,,,,1.0,8.0,,1.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,,1.0,,0.0811,1.0,1.0,0.1205,,,1.0,,,,
12514221,away,Sporting Braga,Jean-Baptiste Gorby,jean-baptiste-gorby,J. Gorby,M,29,181,4294,M,1120039,EUR,1027555200,M,29,29,False,67.0,62.0,7.0,5.0,0.0,33.0,34.0,29.0,33.0,,7.0,,,,90.0,84.0,7.3,9.0,0.0153594,1,,,,,,,1.0,6.0,,,,2.0,5.0,2.0,4.0,,,,1.0,1.0,1.0,,0.0275,,1.0,0.0497,,,,,,,
12514221,away,Sporting Braga,Roger Fernandes,roger-fernandes,R. Fernandes,M,78,170,2450,M,1128560,EUR,1132531200,M,11,11,False,44.0,38.0,2.0,2.0,0.0,11.0,11.0,27.0,39.0,1.0,5.0,,,,80.0,75.0,7.4,18.0,0.620091,5,,,,6.0,,3.0,7.0,6.0,2.0,3.0,3.0,2.0,,,4.0,2.0,,1.0,,,2.0,1.0,0.2254,1.0,1.0,0.045,,,,3.0,,,1.0
12514221,away,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,M,21,21,False,29.0,27.0,2.0,2.0,0.0,7.0,7.0,20.0,24.0,,3.0,,,,90.0,44.0,6.9,10.0,0.0508718,1,,,,2.0,,1.0,9.0,2.0,3.0,2.0,,,1.0,,1.0,1.0,True,,2.0,1.0,1.0,,0.0287,,1.0,0.2364,,,1.0,,,,
12514221,away,Sporting Braga,Ismael Gharbi,gharbi-ismael,I. Gharbi,M,11,173,7580,M,1113488,EUR,1081555200,M,20,20,False,38.0,31.0,7.0,7.0,1.0,6.0,6.0,29.0,42.0,1.0,6.0,,,,90.0,73.0,7.4,23.0,0.182537,0,,,,10.0,4.0,,9.0,7.0,3.0,6.0,2.0,,1.0,1.0,2.0,,,,2.0,,4.0,,,5.0,,,,,,,,,
12514221,away,Sporting Braga,Fran Navarro,fran-navarro,F. Navarro,F,39,179,1028,M,914772,EUR,886464000,F,39,39,False,13.0,10.0,,,0.0,5.0,6.0,5.0,7.0,,2.0,,,,75.0,21.0,6.2,6.0,0.0076663,3,,,,,,2.0,7.0,2.0,2.0,,,,,,1.0,3.0,,1.0,,,1.0,1.0,0.3607,,,,,1.0,,2.0,1.0,,
12514221,away,Sporting Braga,Amine El Ouazzani,el-ouazzani-amine,A. E. Ouazzani,F,9,188,2047,M,1014048,EUR,995155200,F,9,9,True,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,,,,,,15.0,7.0,6.8,1.0,0.015261,1,,,,,,1.0,1.0,3.0,,,,,,,,,,2.0,,,1.0,1.0,0.0496,,,,,,,,,,
12514221,away,Sporting Braga,Gabriel Martínez,gabriel-martinez,G. Martínez,M,77,185,489,M,1134430,EUR,1043193600,F,77,77,True,3.0,2.0,,,0.0,,,2.0,4.0,1.0,1.0,,,,10.0,8.0,6.8,3.0,0.00171801,0,,Gabriel Martínez,,1.0,,,2.0,2.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,
12514221,away,Sporting Braga,Joao Carvalho,carvalho-joao,J. Carvalho,G,78,192,397,M,1195449,EUR,1081468800,G,78,78,True,,,,,,,,,,,,,,,,,,,,0,,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514221,away,Sporting Braga,Tiago Sá,tiago-sa,T. Sá,G,12,188,145,M,344159,EUR,789782400,G,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514221,away,Sporting Braga,João Ferreira,joao-ferreira,J. Ferreira,D,13,185,384,M,976401,EUR,985219200,D,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514221,away,Sporting Braga,Adrián Marín,adrian-marin,A. Marín,D,21,181,96,M,547242,EUR,852768000,D,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514221,away,Sporting Braga,Robson Bambu,robson-bambu,R. Bambu,D,3,184,362,M,923186,EUR,879292800,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514221,away,Sporting Braga,Diego Rodrigues,rodrigues-diego,D. Rodrigues,M,50,178,222,M,1184326,EUR,1116892800,M,50,50,True,,,,,,,,,,,,,,,,,,,,0,,Diego Henrique,Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514221,away,Sporting Braga,João Vasconcelos,joao-vasconcelos,J. Vasconcelos,M,80,180,176,M,1828923,EUR,1109376000,M,80,80,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
