match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,stat_aerialWon,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_aerialLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_keyPass,stat_bigChanceCreated,stat_shotOffTarget,stat_unsuccessfulTouch,stat_challengeLost,stat_goalAssist,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_totalOffside,stat_hitWoodwork
11806459,home,1. FC Saarbrücken,Tim Schreiber,,,tim-schreiber,T. Schreiber,G,1,191,113,M,980615,EUR,1019606400,G,1,1,False,37.0,15.0,32.0,10.0,8.0,11.0,7.0,26.0,2.0,15.0,2.0,2.0,1.0,1.0,1.0,90.0,43.0,7.2,22.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11806459,home,1. FC Saarbrücken,Calogero Rizzuto,,,calogero-rizzuto,C. Rizzuto,D,7,170,21,M,136930,EUR,694569600,D,7,7,False,26.0,17.0,6.0,1.0,8.0,13.0,10.0,14.0,1.0,7.0,,,,,,90.0,47.0,7.2,9.0,0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11806459,home,1. FC Saarbrücken,Bjarne Thoelke,,,bjarne-thoelke,B. Thoelke,D,,190,9,M,123642,EUR,702950400,D,16,16,False,23.0,11.0,6.0,1.0,8.0,13.0,3.0,10.0,3.0,1.0,,,,,,48.0,32.0,6.9,12.0,0,,,6.0,,,,,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11806459,home,1. FC Saarbrücken,Manuel Zeitz,,,manuel-zeitz,M. Zeitz,M,8,180,12,M,84223,EUR,649468800,D,8,8,False,29.0,17.0,8.0,2.0,15.0,17.0,2.0,12.0,6.0,2.0,,,,,,90.0,50.0,7.5,13.0,1,,,3.0,,,3.0,2.0,,11.0,1.0,1.0,2.0,True,8.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,
11806459,home,1. FC Saarbrücken,Boné Uaferro,,,bone-uaferro,B. Uaferro,D,,191,4,M,125272,EUR,694483200,D,14,14,False,20.0,16.0,2.0,,10.0,11.0,6.0,9.0,8.0,3.0,,,,,,90.0,35.0,7.3,5.0,1,,,4.0,1.0,1.0,2.0,,3.0,5.0,,,4.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,
11806459,home,1. FC Saarbrücken,Marcel Gaus,,,marcel-gaus,M. Gaus,M,,180,23,M,48508,EUR,618019200,D,19,19,False,33.0,21.0,4.0,1.0,13.0,15.0,10.0,23.0,3.0,8.0,,,,,,90.0,67.0,7.3,27.0,1,5.0,2.0,6.0,2.0,,,3.0,1.0,5.0,2.0,2.0,,,1.0,,,,1.0,,1.0,,2.0,,,,,,,,
11806459,home,1. FC Saarbrücken,Amine Naïfi,Amine Naifi,,amine-naifi,A. Naïfi,M,25,183,64,M,1502033,EUR,945561600,M,25,25,False,13.0,11.0,,,5.0,5.0,6.0,8.0,,6.0,,,,,,65.0,29.0,6.6,10.0,0,,,1.0,2.0,1.0,,,,7.0,,,3.0,,2.0,1.0,,,1.0,,,5.0,,1.0,,,,,,,
11806459,home,1. FC Saarbrücken,Luca Kerber,,,luca-kerber,L. Kerber,M,20,180,119,M,1097453,EUR,1015718400,M,33,33,False,25.0,17.0,2.0,2.0,4.0,5.0,13.0,21.0,3.0,3.0,,,,,,90.0,38.0,7.7,12.0,1,1.0,,6.0,,,,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,3.0,,,1.0,1.0,,,,,
11806459,home,1. FC Saarbrücken,Patrick Sontheimer,,,patrick-sontheimer,P. Sontheimer,M,6,167,17,M,856077,EUR,899424000,M,6,6,False,38.0,27.0,2.0,1.0,15.0,20.0,12.0,19.0,3.0,8.0,,,,,,85.0,59.0,7.1,17.0,0,1.0,,7.0,2.0,2.0,,1.0,,6.0,4.0,3.0,3.0,,1.0,2.0,,,1.0,,,3.0,,,,,,,,,
11806459,home,1. FC Saarbrücken,Kasim Rabihic,,,kasim-rabihic,K. Rabihic,M,10,177,30,M,271067,EUR,730512000,M,10,10,False,13.0,11.0,1.0,1.0,2.0,2.0,9.0,12.0,,3.0,,,,,,65.0,29.0,6.8,8.0,1,1.0,,6.0,3.0,1.0,,5.0,,6.0,,,1.0,,1.0,1.0,,,1.0,,,2.0,1.0,,1.0,,,,,,
