match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_interceptionWon,stat_outfielderBlock,stat_shotOffTarget,stat_expectedGoals,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,player_sofascoreId
11450069,home,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190.0,97,M,807289,EUR,821750400,G,99,99,False,17.0,10.0,10.0,3.0,1.0,8.0,9.0,2.0,8.0,4.0,1.0,1.0,2.0,1.0,1.0,90.0,20.0,6.9,7.0,0.0021608,1.0,0,0.1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450069,home,MKE Ankaragücü,Stelios Kitsiou,stelios-kitsiou,S. Kitsiou,D,70,173.0,90,M,189627,EUR,749174400,D,70,70,False,17.0,13.0,2.0,,,2.0,2.0,11.0,17.0,6.0,,,,,,90.0,44.0,7.1,12.0,0.0555447,2.0,0,,2.0,2.0,2.0,7.0,8.0,1.0,1.0,2.0,5.0,3.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
11450069,home,MKE Ankaragücü,Atakan Çankaya,atakan-cankaya,A. Çankaya,D,35,180.0,44,M,1066338,EUR,898732800,D,4,4,False,35.0,19.0,13.0,1.0,,16.0,21.0,3.0,14.0,4.0,,,,,,90.0,47.0,6.3,16.0,0.00111268,,0,,,1.0,3.0,2.0,3.0,1.0,,8.0,,,,,,Atakan Cankaya,,2.0,,,,,,,,,,,,,,,,,,,
11450069,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189.0,775,M,858004,EUR,892598400,D,18,18,False,42.0,32.0,7.0,3.0,,24.0,25.0,8.0,17.0,1.0,,,,,,90.0,53.0,6.7,11.0,0.00431587,,0,,,4.0,2.0,5.0,3.0,1.0,,2.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
11450069,home,MKE Ankaragücü,Alper Uludağ,alper-uludag,A. Uludağ,D,,180.0,20,M,100102,EUR,660873600,D,3,3,False,29.0,22.0,2.0,1.0,,11.0,14.0,11.0,17.0,3.0,,,,,,61.0,36.0,6.6,10.0,0.0145285,,1,,2.0,1.0,,2.0,,,1.0,,,,,,,,,1.0,,1.0,0.0431,,,,,,,,,,,,,,,,
11450069,home,MKE Ankaragücü,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,38,185.0,114,M,120298,EUR,701308800,M,30,30,False,37.0,31.0,4.0,2.0,,18.0,19.0,14.0,19.0,9.0,,,,,,88.0,50.0,7.5,8.0,0.0772647,1.0,3,,1.0,2.0,,3.0,2.0,,,,1.0,1.0,2.0,1.0,1.0,,,3.0,,2.0,0.8324,True,1.0,1.0,1.0,0.9955,,,,,,,,,,,
11450069,home,MKE Ankaragücü,Pedrinho,pedrinho,Pedrinho,M,14,170.0,130,M,182385,EUR,724809600,M,8,8,False,47.0,37.0,8.0,3.0,,11.0,16.0,26.0,32.0,3.0,,,,,,90.0,60.0,6.9,15.0,0.0540602,2.0,0,,1.0,,,4.0,6.0,2.0,1.0,,3.0,,1.0,2.0,,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,
11450069,home,MKE Ankaragücü,Christian Bassogog,christian-bassogog,C. Bassogog,M,13,173.0,2514,M,818218,EUR,813974400,M,13,13,False,24.0,19.0,3.0,2.0,,3.0,3.0,17.0,25.0,2.0,,,,,,88.0,44.0,7.0,16.0,0.22224,2.0,0,,4.0,1.0,,6.0,5.0,,5.0,1.0,1.0,,3.0,1.0,1.0,,,,,,,,1.0,,,,2.0,3.0,2.0,1.0,,,,,,,
11450069,home,MKE Ankaragücü,Olimpiu Moruțan,olimpiu-morutan,O. Moruțan,F,80,172.0,1462,M,833613,EUR,924998400,M,80,80,False,16.0,13.0,,,,1.0,1.0,13.0,17.0,6.0,,,,,,71.0,30.0,6.8,10.0,0.158978,,1,,2.0,,,4.0,2.0,1.0,2.0,,1.0,1.0,4.0,,1.0,,,,,,0.0164,,1.0,1.0,,0.0294,1.0,1.0,,,,,,,,,
11450069,home,MKE Ankaragücü,Anastasios Chatzigiovanis,anastasios-chatzigiovanis,A. Chatzigiovanis,M,10,175.0,405,M,850770,EUR,865036800,M,7,7,False,21.0,19.0,1.0,,,3.0,3.0,16.0,19.0,5.0,,,,,,71.0,34.0,6.6,8.0,0.0296011,1.0,1,,1.0,2.0,,6.0,3.0,1.0,2.0,,1.0,,2.0,1.0,,,,1.0,,1.0,0.0731,,,,,,2.0,1.0,,,,,,,,,
