match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_blockedScoringAttempt,player_sofascoreId,captain,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_wonContest,stat_bigChanceMissed,stat_totalOffside,player_firstName,stat_hitWoodwork,player_lastName,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine
13472803,home,Botafogo,John Victor,john-victor,John,G,12,197,3318,M,840103,EUR,824169600,G,12,12,False,26.0,23.0,8.0,5.0,0.0,22.0,23.0,1.0,3.0,2.0,2.0,3.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,36.0,7.3,3.0,0.00021796,0,0.0467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472803,home,Botafogo,Vitinho,vitinho,Vitinho,D,2,175,3615,M,914477,EUR,932688000,D,2,2,False,48.0,42.0,4.0,2.0,0.0,16.0,18.0,26.0,30.0,,5.0,,6.0,3.0,,,,,,90.0,75.0,8.1,13.0,0.315545,0,,9.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
13472803,home,Botafogo,Kaio Pantaleão,kaio,K. Pantaleão,D,31,186,788,M,990193,EUR,810518400,D,31,31,False,77.0,68.0,4.0,2.0,0.0,40.0,42.0,28.0,35.0,9.0,12.0,4.0,7.0,3.0,,,,,,90.0,94.0,7.6,10.0,0.0211262,2,,,,7.0,7.0,,,,,,1.0,1.0,1.0,2.0,0.0504,0.1212,,,,,,,,,,,,,,,
13472803,home,Botafogo,Alexander Barboza,alexander-barboza,A. Barboza,D,20,193,2577,M,801044,EUR,795312000,D,20,20,False,71.0,60.0,10.0,3.0,0.0,32.0,32.0,28.0,39.0,4.0,8.0,7.0,3.0,,,,,,,90.0,89.0,7.5,12.0,0.0243937,2,,,,1.0,4.0,,,4.0,3.0,1.0,1.0,,1.0,2.0,0.0396,,1.0,1.0,,,,,,,,,,,,,
13472803,home,Botafogo,Alex Telles,alex-telles,A. Telles,D,13,181,7625,M,312110,EUR,724377600,D,13,13,False,39.0,34.0,,,0.0,15.0,18.0,19.0,21.0,2.0,3.0,2.0,4.0,1.0,,,,,,62.0,56.0,6.9,12.0,0.109104,0,,6.0,1.0,1.0,1.0,,,,,1.0,,,2.0,,,,,,alextelles13,,,,,,,,,,,,
13472803,home,Botafogo,Allan,allan,Allan,M,25,175,3946,M,158277,EUR,663292800,M,25,25,False,56.0,54.0,2.0,2.0,0.0,19.0,19.0,35.0,37.0,,,,3.0,,,,,,,62.0,60.0,6.9,3.0,0.127858,0,,2.0,1.0,,4.0,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,
13472803,home,Botafogo,Marlon Freitas,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,99.0,91.0,12.0,10.0,0.0,38.0,40.0,53.0,59.0,1.0,1.0,,2.0,,,,,,,90.0,107.0,8.2,10.0,0.503478,3,,,,1.0,5.0,,,,,3.0,1.0,1.0,,1.0,0.1051,0.0225,1.0,1.0,,True,1.0,1.0,1.0,,,,,,,,
13472803,home,Botafogo,Artur,artur,Artur,M,7,168,3069,M,841128,EUR,887500800,M,7,7,False,40.0,35.0,3.0,2.0,0.0,5.0,5.0,30.0,35.0,,5.0,,3.0,1.0,,,,,,83.0,61.0,8.2,13.0,0.544622,3,,7.0,2.0,,,,1.0,1.0,1.0,6.0,1.0,1.0,2.0,,0.455,0.2238,,1.0,,,,3.0,1.0,3.0,1.0,,,,,,
13472803,home,Botafogo,Jefferson Savarino,jefferson-savarino,J. Savarino,M,10,169,6802,M,874739,EUR,847670400,M,10,10,False,36.0,31.0,,,0.0,9.0,9.0,22.0,27.0,,2.0,,3.0,1.0,,,,,,71.0,53.0,7.0,12.0,0.159449,4,,4.0,2.0,1.0,6.0,,,,,3.0,2.0,2.0,,,0.3258,0.4798,,,savarino10,,1.0,5.0,,1.0,1.0,1.0,,,,,
13472803,home,Botafogo,Álvaro Montoro,alvaro-montoro,Á. Montoro,M,10,169,4507,M,1650770,EUR,1176768000,M,8,8,False,30.0,25.0,2.0,2.0,0.0,5.0,5.0,20.0,25.0,,5.0,,3.0,1.0,,,,,,71.0,49.0,7.5,10.0,0.0439427,1,,1.0,,1.0,4.0,,2.0,1.0,1.0,1.0,,1.0,3.0,,0.067,0.0557,2.0,,,,,4.0,,3.0,,,Álvaro Montoro,,,,
13472803,home,Botafogo,Arthur Cabral,arthur-cabral,A. Cabral,F,19,186,4958,M,870762,EUR,893462400,F,98,98,False,5.0,5.0,1.0,1.0,0.0,,,5.0,5.0,4.0,7.0,,,3.0,,,,,,90.0,21.0,7.1,3.0,0.00940609,5,,,,2.0,3.0,,,,,1.0,4.0,1.0,2.0,,0.412,,,,arthurcabral9,,,1.0,,,,,,1.0,,,
13472803,home,Botafogo,Cuiabano,cuiabano,Cuiabano,D,6,179,2699,M,1160554,EUR,1045353600,D,66,66,True,11.0,8.0,1.0,,0.0,4.0,5.0,4.0,6.0,,1.0,,1.0,,,,,,,28.0,18.0,7.0,5.0,0.00263897,1,,2.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,0.1596,0.1547,,,,,,,,,1.0,,Cuiabano,1.0,,,
13472803,home,Botafogo,Gregore,gregore,Gregore,M,26,181,1634,M,840276,EUR,762566400,M,26,26,True,32.0,32.0,,,0.0,10.0,10.0,22.0,22.0,,1.0,1.0,4.0,,,,,,,28.0,37.0,7.3,1.0,0.0862491,0,,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,3.0,,,,1.0,,,,,,,,,1.0,,,,,,,,
13472803,home,Botafogo,Santiago Rodríguez,santiago-rodriguez,S. Rodríguez,M,23,172,1846,M,975216,EUR,947289600,M,23,23,True,12.0,10.0,,,0.0,,,10.0,12.0,,4.0,1.0,,2.0,,,,,,19.0,20.0,7.2,3.0,0.00883319,2,,1.0,,,,,,1.0,1.0,,1.0,,,,0.1049,,,1.0,,,,1.0,,1.0,,,,,,,
