match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialLost,stat_penaltyConceded,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,player_sofascoreId,stat_wonContest,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_lastManTackle,stat_totalOffside,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_penaltyMiss
10388384,home,1. FC Köln,Florian Dietz,Florian,Dietz,florian-dietz,F. Dietz,F,13,188,85,M,842215,EUR,902102400,F,33,33,False,11.0,4.0,,,1.0,3.0,3.0,9.0,5.0,1.0,,,,,,,45.0,25.0,6.4,14.0,0.0527,0.0,0.0056905,1,,1.0,,5.0,5.0,1.0,2.0,1.0,,1.0,2.0,,,,,,,1.0,,,,,3.0,,,,,,1.0,,,,,
10388384,home,1. FC Köln,Steffen Tigges,,,steffen-tigges,S. Tigges,F,27,195,329,M,826884,EUR,901843200,F,21,21,True,9.0,2.0,,,,1.0,2.0,8.0,7.0,,1.0,,,,,,45.0,17.0,6.6,11.0,0.0,0.0,0.0148977,0,,,,6.0,7.0,,2.0,1.0,1.0,,1.0,4.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,
10388384,home,1. FC Köln,Dejan Ljubičić,,,dejan-ljubicic,D. Ljubičić,M,21,186,826,M,869883,EUR,876268800,M,7,7,True,13.0,12.0,2.0,2.0,4.0,4.0,8.0,10.0,,1.0,,,,,,,28.0,14.0,6.5,2.0,0.0,0.0,0.00757199,0,,1.0,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10388384,home,1. FC Köln,Kingsley Schindler,,,kingsley-schindler,K. Schindler,F,19,179,869,M,169113,EUR,742435200,M,17,17,True,24.0,17.0,4.0,2.0,9.0,11.0,8.0,16.0,4.0,2.0,1.0,,,,,,28.0,41.0,6.8,14.0,0.0,0.0,0.0328403,0,,3.0,,2.0,3.0,,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
10388384,home,1. FC Köln,Jan Thielmann,,,thielmann-jan,J. Thielmann,M,29,178,397,M,1010726,EUR,1022371200,M,29,29,True,6.0,6.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,,,,,,,15.0,13.0,6.6,4.0,0.0,0.0,0.00311846,0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,
10388384,home,1. FC Köln,Sargis Adamyan,,,sargis-adamyan,S. Adamyan,F,22,184,434,M,129927,EUR,738115200,F,23,23,True,2.0,,,,,,,2.0,2.0,,1.0,,,,,,10.0,6.0,6.6,3.0,0.0,0.0,0.0,0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
10388384,home,1. FC Köln,Timo Horn,,,timo-horn,T. Horn,G,1,192,267,M,97923,EUR,737164800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388384,home,1. FC Köln,Nikola Soldo,,,nikola-soldo,N. Soldo,D,4,189,229,M,991290,EUR,980380800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388384,home,1. FC Köln,Ondrej Duda,,,ondrej-duda,O. Duda,M,11,181,1115,M,246319,EUR,786585600,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388384,home,1. FC Köln,Denis Huseinbašić,,,denis-huseinbasic,D. Huseinbašić,M,8,184,959,M,1064842,EUR,994118400,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388384,away,1. FC Union Berlin,Lennart Grill,,,lennart-grill,L. Grill,G,22,191,99,M,836710,EUR,917222400,G,37,37,False,40.0,23.0,27.0,10.0,14.0,17.0,9.0,23.0,2.0,10.0,,3.0,3.0,,,3.0,90.0,53.0,7.8,17.0,0.0,0.0,0.00793454,0,0.3615,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
10388384,away,1. FC Union Berlin,Paul Jaeckel,,,paul-jaeckel,P. Jaeckel,D,3,189,73,M,856668,EUR,901065600,D,3,3,False,55.0,47.0,11.0,4.0,35.0,37.0,12.0,18.0,1.0,6.0,,,,,,,90.0,66.0,6.8,10.0,0.0,0.0,0.0779001,0,,,,,7.0,1.0,,4.0,,1.0,,5.0,,1.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,,
10388384,away,1. FC Union Berlin,Robin Knoche,,,robin-knoche,R. Knoche,D,31,190,148,M,130433,EUR,706492800,D,31,31,False,51.0,38.0,12.0,5.0,30.0,34.0,8.0,17.0,8.0,11.0,1.0,,,,,,90.0,71.0,7.4,14.0,0.0321,0.0,0.0121263,1,,,,2.0,7.0,,1.0,6.0,1.0,1.0,,5.0,,,4.0,2.0,,1.0,,,,1.0,,,,,,,1.0,,,,,
10388384,away,1. FC Union Berlin,Diogo Leite,,,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,41.0,31.0,8.0,5.0,20.0,23.0,11.0,18.0,6.0,5.0,4.0,,,,,,90.0,59.0,7.5,10.0,0.1643,0.0,0.0118553,1,,,,2.0,4.0,,,8.0,1.0,2.0,1.0,3.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,
10388384,away,1. FC Union Berlin,Christopher Trimmel,,,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,39.0,25.0,7.0,1.0,13.0,17.0,16.0,32.0,3.0,4.0,,,,,,,90.0,82.0,7.7,26.0,0.0698,0.0,0.186722,2,,10.0,4.0,1.0,2.0,,1.0,1.0,3.0,,2.0,1.0,,,2.0,2.0,,,,2.0,,,1.0,,,,True,1.0,,,,,1.0,
10388384,away,1. FC Union Berlin,András Schäfer,,,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,M,13,13,False,28.0,20.0,1.0,,11.0,13.0,9.0,16.0,10.0,6.0,4.0,,,,,,89.0,50.0,6.6,18.0,0.1036,0.0,0.0413595,1,,1.0,,2.0,11.0,,4.0,1.0,,2.0,1.0,4.0,,,3.0,,,2.0,,,,1.0,3.0,,,,,,1.0,,,,,
10388384,away,1. FC Union Berlin,Rani Khedira,,,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,26.0,20.0,2.0,,11.0,14.0,9.0,12.0,4.0,4.0,1.0,,,,,,90.0,36.0,6.7,8.0,0.0,0.0,0.01509,0,,,,2.0,2.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
10388384,away,1. FC Union Berlin,Janik Haberer,,,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,18.0,10.0,1.0,,6.0,8.0,4.0,10.0,3.0,4.0,,,,,,,64.0,28.0,6.6,10.0,0.0,0.0,0.0162061,0,,,,1.0,7.0,2.0,1.0,,2.0,1.0,1.0,3.0,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,
10388384,away,1. FC Union Berlin,Julian Ryerson,,,julian-ryerson,J. Ryerson,D,26,183,3446,M,800951,EUR,879724800,M,6,6,False,33.0,27.0,6.0,4.0,12.0,14.0,16.0,20.0,4.0,4.0,1.0,,,,,,90.0,53.0,7.1,7.0,0.0829,0.0294,0.701927,2,,1.0,1.0,,5.0,,,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,,3.0,,,,2.0,,1.0,,,,,1.0,,,,,
10388384,away,1. FC Union Berlin,Sheraldo Becker,,,sheraldo-becker,S. Becker,F,23,180,1505,M,352544,EUR,792288000,F,27,27,False,13.0,7.0,1.0,1.0,,,8.0,15.0,3.0,1.0,,,,,,,75.0,28.0,7.4,13.0,0.0781,0.0726,0.0191542,2,,2.0,1.0,1.0,5.0,,1.0,1.0,,1.0,2.0,3.0,,,,,,2.0,,1.0,,2.0,4.0,1.0,,1.0,,,,,,,,
10388384,away,1. FC Union Berlin,Jordan Siebatcheu,,,jordan-siebatcheu,J. Siebatcheu,F,29,190,661,M,788786,EUR,830476800,F,45,45,False,15.0,6.0,,,1.0,2.0,5.0,13.0,12.0,1.0,1.0,,,,,,75.0,31.0,5.9,14.0,0.9109,0.9243,0.0599526,2,,,,9.0,11.0,1.0,1.0,1.0,,3.0,1.0,6.0,,,2.0,2.0,,1.0,2.0,1.0,,,3.0,1.0,,,,,,,,,,1.0
10388384,away,1. FC Union Berlin,Miloš Pantović,,,milos-pantovic,M. Pantović,M,27,180,79,M,352610,EUR,836697600,M,32,32,True,17.0,13.0,1.0,,,2.0,13.0,15.0,4.0,4.0,2.0,,,,,,26.0,24.0,6.8,4.0,0.0501,0.0,0.0409474,1,,,,2.0,2.0,,,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,
10388384,away,1. FC Union Berlin,Sven Michel,,,sven-michel,S. Michel,F,11,178,166,M,246431,EUR,648000000,F,11,11,True,12.0,8.0,,,1.0,1.0,7.0,14.0,1.0,,,,,,,,15.0,21.0,6.6,10.0,0.0,0.0,0.0167362,0,,3.0,,,2.0,,,1.0,,,,1.0,,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,
10388384,away,1. FC Union Berlin,Kevin Behrens,,,kevin-behrens,K. Behrens,F,91,184,493,M,164171,EUR,665539200,F,17,17,True,4.0,3.0,,,1.0,1.0,2.0,3.0,1.0,,,,,,,,15.0,7.0,6.5,2.0,0.0,0.0,0.00272813,0,,,,1.0,3.0,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,
10388384,away,1. FC Union Berlin,Paul Seguin,,,paul-seguin,P. Seguin,M,30,186,138,M,253687,EUR,796435200,M,14,14,True,12.0,9.0,,,,,9.0,13.0,,,,,,,,,1.0,13.0,,4.0,0.0,0.0,0.0135609,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388384,away,1. FC Union Berlin,Jakob Busk,,,jakob-busk,J. Busk,G,16,189,74,M,183475,EUR,747792000,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388384,away,1. FC Union Berlin,Timo Baumgartl,,,timo-baumgartl,T. Baumgartl,D,32,190,150,M,280025,EUR,825897600,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388384,away,1. FC Union Berlin,Niko Giesselmann,,,niko-giesselmann,N. Giesselmann,D,,179,73,M,123915,EUR,685843200,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388384,away,1. FC Union Berlin,Jamie Leweling,,,leweling-jamie,J. Leweling,M,18,184,1954,M,990201,EUR,983145600,F,40,40,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388384,away,1. FC Union Berlin,Tim Skarke,,,tim-skarke,T. Skarke,M,21,179,194,M,800252,EUR,842054400,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
