match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalOffside,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_keyPass,stat_dispossessed,stat_goals,stat_accurateCross,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,player_sofascoreId
12441737,home,Go Ahead Eagles,Jari De Busser,jari-de-busser,J. D. Busser,G,22,190,290,M,837072,EUR,940464000,G,22,22,False,44.0,36.0,10.0,3.0,0.0,35.0,37.0,1.0,7.0,6.0,1.0,1.0,1.0,90.0,49.0,6.4,8.0,0.00038764,0,-0.8927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441737,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,2,2,False,44.0,39.0,4.0,2.0,0.0,23.0,23.0,16.0,23.0,5.0,,,,90.0,60.0,6.9,7.0,0.0290132,0,,,,True,2.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12441737,home,Go Ahead Eagles,Gerrit Nauber,gerrit-nauber,G. Nauber,D,3,185,79,M,133168,EUR,703123200,D,3,3,False,71.0,64.0,5.0,2.0,0.0,50.0,50.0,14.0,21.0,4.0,,,,90.0,88.0,7.1,7.0,0.0362417,0,,,,,,1.0,1.0,1.0,6.0,,6.0,,2.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
12441737,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,4,4,False,88.0,77.0,6.0,2.0,0.0,62.0,65.0,15.0,23.0,5.0,,,,90.0,103.0,6.9,13.0,0.00748816,0,,,,,,1.0,2.0,3.0,3.0,,9.0,1.0,1.0,1.0,,,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,
12441737,home,Go Ahead Eagles,Dean James,dean-james,D. James,D,5,177,6697,M,1046722,EUR,957052800,D,5,5,False,32.0,25.0,7.0,3.0,0.0,17.0,18.0,8.0,18.0,4.0,,,,64.0,54.0,6.6,14.0,0.0298325,1,,,,,4.0,2.0,,4.0,3.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,1.0,,1.0,0.0323,0.0943,,,,,,,,,,,,,
12441737,home,Go Ahead Eagles,Enric Llansana,enric-llansana,E. Llansana,M,24,183,329,M,916951,EUR,987033600,M,21,21,False,72.0,62.0,10.0,4.0,0.0,28.0,31.0,34.0,41.0,7.0,,,,90.0,94.0,7.5,10.0,0.0389953,0,,,,,,4.0,4.0,5.0,12.0,,5.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,
12441737,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187,123,M,932555,EUR,952041600,M,8,8,False,24.0,24.0,3.0,3.0,0.0,11.0,11.0,13.0,13.0,1.0,,,,45.0,31.0,6.7,,0.0433441,0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12441737,home,Go Ahead Eagles,Oliver Antman,oliver-antman,O. Antman,M,18,185,1317,M,975743,EUR,997833600,M,19,19,False,34.0,28.0,1.0,1.0,2.0,9.0,9.0,19.0,26.0,2.0,,,,90.0,51.0,8.5,10.0,1.02914,2,,,,,1.0,,,1.0,5.0,,2.0,,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,,,0.2177,,1.0,1.0,1.0,1.0,4.0,,,,,,,,
12441737,home,Go Ahead Eagles,Victor Kaj Edvardsen,victor-kaj-edvardsen,V. K. Edvardsen,F,16,185,433,M,841420,EUR,821577600,M,16,16,False,38.0,31.0,4.0,3.0,0.0,8.0,8.0,23.0,31.0,2.0,,,,90.0,49.0,7.7,11.0,0.253124,2,,,,,1.0,,,6.0,3.0,1.0,,,,,2.0,1.0,1.0,1.0,,2.0,4.0,1.0,0.6453,0.3689,1.0,,,1.0,2.0,1.0,1.0,,,,,,
12441737,home,Go Ahead Eagles,Mathis Suray,mathis-suray,M. Suray,M,17,173,318,M,909960,EUR,996105600,M,17,17,False,38.0,32.0,3.0,2.0,0.0,13.0,14.0,20.0,26.0,2.0,,,,90.0,62.0,7.6,16.0,0.0863997,4,,,,,2.0,,,7.0,4.0,,2.0,,2.0,2.0,1.0,3.0,1.0,,,3.0,2.0,3.0,0.1581,0.7858,,,1.0,,1.0,3.0,1.0,1.0,1.0,,,,
