match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_clearanceOffLine,stat_penaltyMiss,stat_penaltyWon
11406777,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,30.0,21.0,14.0,6.0,20.0,25.0,1.0,5.0,1.0,1.0,10.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,90.0,43.0,7.4,10.0,0.00104292,1.0,0,1.7145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406777,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,66.0,53.0,4.0,1.0,25.0,27.0,29.0,42.0,,1.0,1.0,,,,,,,,,90.0,95.0,6.8,21.0,0.339263,3.0,0,,dilorenzo22,True,1.0,3.0,1.0,4.0,2.0,9.0,5.0,2.0,4.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
11406777,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,81.0,72.0,7.0,3.0,58.0,60.0,14.0,21.0,,7.0,3.0,,,,,,,,,90.0,91.0,6.6,9.0,0.011046,1.0,2,,,,,,,,4.0,1.0,5.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0963,,,,,,,,,,,,,,
11406777,home,Napoli,Leo Østigård,leo-ostigard,L. Østigård,D,5,182,1809,M,879746,EUR,943747200,D,55,55,False,73.0,65.0,10.0,7.0,42.0,45.0,23.0,28.0,,5.0,2.0,,,,,,,,,90.0,81.0,6.9,9.0,0.0123615,,0,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11406777,home,Napoli,Mário Rui,mario-rui,M. Rui,D,,168,1034,M,99546,EUR,675302400,D,6,6,False,61.0,50.0,9.0,3.0,37.0,40.0,15.0,24.0,,,5.0,,,,,,,,,90.0,85.0,6.5,14.0,0.110736,1.0,0,,,,,3.0,2.0,4.0,,8.0,7.0,1.0,1.0,,3.0,3.0,,,,1.0,,2.0,,,,,4.0,,,,,,,,,,
11406777,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,53.0,43.0,1.0,,22.0,24.0,21.0,29.0,1.0,,6.0,,,,,,,,,85.0,72.0,7.2,15.0,0.167556,1.0,0,,anguiss_29,,,,,5.0,1.0,7.0,5.0,,1.0,,,2.0,3.0,,,2.0,,2.0,,,,1.0,2.0,,,,,,,,,,
11406777,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,66.0,59.0,2.0,2.0,38.0,43.0,21.0,23.0,,1.0,4.0,,,,,,,,,90.0,77.0,6.8,8.0,0.0338582,,0,,StanLobotka,,,,,,,2.0,1.0,,1.0,,3.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,
11406777,home,Napoli,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,138605,EUR,769392000,M,20,20,False,40.0,38.0,1.0,1.0,18.0,19.0,20.0,26.0,,,2.0,,,,,,,,,78.0,56.0,7.2,11.0,0.029635,3.0,3,,zielu_94,,,5.0,,,,3.0,4.0,,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,,2.0,0.3194,,,,2.0,1.0,1.0,0.0988,,,,,,,
11406777,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,40.0,33.0,6.0,3.0,8.0,11.0,28.0,34.0,,,2.0,,,,,,,,,77.0,56.0,7.3,15.0,0.247296,3.0,2,,,,,5.0,3.0,,,4.0,1.0,1.0,4.0,1.0,,,3.0,,1.0,,,,0.065,,,,,,1.0,0.4357,1.0,,,,,,
11406777,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,227771,M,822471,EUR,914889600,F,9,9,False,11.0,10.0,,,3.0,4.0,7.0,7.0,,,3.0,,,,,,,,,90.0,24.0,6.2,4.0,0.0419242,1.0,6,,Osimhen9,,,,,5.0,1.0,8.0,2.0,,,,,,1.0,1.0,2.0,,,2.0,1.4155,,,,1.0,2.0,3.0,1.1779,1.0,3.0,2.0,,,,
