match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalClearance,stat_totalTackle,stat_wonTackle,captain,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_keyPass,stat_accurateCross,stat_totalContest,stat_wonContest,player_firstName,player_lastName,player_sofascoreId,stat_challengeLost,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
10408569,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,188107,EUR,815097600,G,1,1,False,32.0,18.0,28.0,15.0,6.0,8.0,12.0,24.0,1.0,1.0,12.0,2.0,90.0,36.0,6.3,14.0,0.0,0.0,0.00350177,0,-0.9676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408569,home,Mallorca,Antonio Sánchez,antonio-sanchez,A. Sánchez,M,6,179,256,M,949722,EUR,861667200,D,10,10,False,17.0,11.0,3.0,,6.0,8.0,5.0,12.0,1.0,1.0,4.0,,45.0,36.0,6.6,11.0,0.0,0.0,0.00202249,0,,3.0,1.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408569,home,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,32.0,27.0,6.0,3.0,16.0,20.0,11.0,12.0,2.0,3.0,6.0,,90.0,50.0,6.7,9.0,0.0,0.0,0.00441196,0,,,1.0,2.0,1.0,2.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10408569,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,51.0,36.0,13.0,5.0,25.0,31.0,11.0,20.0,7.0,9.0,6.0,,90.0,65.0,8.4,15.0,0.0744,0.235,0.00568904,1,,,1.0,2.0,,2.0,,5.0,,,True,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10408569,home,Mallorca,Dennis Hadžikadunić,dennis-hadzikadunic,D. Hadžikadunić,D,17,190,800,M,802830,EUR,899942400,D,5,5,False,41.0,30.0,5.0,3.0,23.0,27.0,7.0,14.0,4.0,6.0,5.0,,90.0,51.0,6.8,12.0,0.0,0.0,0.00315264,0,,,3.0,3.0,,1.0,,4.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10408569,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,15,15,False,22.0,17.0,1.0,,5.0,6.0,13.0,21.0,1.0,5.0,2.0,,90.0,42.0,6.7,14.0,0.0,0.0,0.0947475,0,,5.0,1.0,4.0,,,3.0,,2.0,2.0,,,,,,,,2.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,
10408569,home,Mallorca,Manu Morlanes,manu-morlanes,M. Morlanes,M,8,178,430,M,826004,EUR,916099200,M,11,11,False,29.0,26.0,1.0,1.0,10.0,11.0,16.0,18.0,1.0,5.0,6.0,,73.0,40.0,6.9,6.0,0.0454,0.265,0.0138041,1,,,2.0,4.0,,,2.0,1.0,2.0,1.0,,,,1.0,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,
10408569,home,Mallorca,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,4,4,False,64.0,55.0,7.0,5.0,27.0,27.0,30.0,40.0,2.0,8.0,8.0,,89.0,77.0,7.3,12.0,0.0,0.0,0.114442,0,,3.0,,4.0,1.0,,,,,,,1.0,,,,,5.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
10408569,home,Mallorca,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19307,M,917087,EUR,982540800,M,19,19,False,32.0,24.0,5.0,2.0,8.0,9.0,17.0,28.0,1.0,6.0,11.0,,90.0,65.0,8.5,22.0,1.0107,1.185,0.214152,3,,5.0,2.0,12.0,3.0,1.0,3.0,1.0,,,,,2.0,2.0,2.0,,3.0,3.0,2.0,1.0,5.0,2.0,,,kanginlee,1.0,1.0,,,,,,,,
10408569,home,Mallorca,Vedat Muriqi,vedat-muriqi,V. Muriqi,F,7,194,5879,M,310874,EUR,767145600,F,7,7,False,30.0,14.0,1.0,,5.0,8.0,9.0,22.0,10.0,10.0,1.0,,81.0,41.0,6.1,20.0,0.4099,0.0,0.00849924,3,,,1.0,5.0,2.0,,1.0,2.0,,,,,,,,,,,1.0,,1.0,,,,vedatmuriqi,1.0,3.0,2.0,1.0,,,,,,
10408569,home,Mallorca,Amath Ndiaye,amath-ndiaye,A. Ndiaye,M,11,179,448,M,845168,EUR,837475200,F,23,23,False,17.0,15.0,,,4.0,4.0,11.0,14.0,1.0,7.0,1.0,,74.0,30.0,6.8,6.0,0.0,0.0,0.00849923,0,,1.0,3.0,6.0,,,3.0,,2.0,,,,,,,,4.0,3.0,,,,,,,,,,,2.0,,,,,,
