match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_errorLeadToAShot,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceCreated,captain,stat_goals,stat_hitWoodwork,stat_goodHighClaim,stat_punches
12530825,home,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190.0,177,M,236746,EUR,724636800,G,1,1,False,28.0,22.0,8.0,2.0,0.0,22.0,26.0,2.0,1.0,11.0,3.0,3.0,90.0,41.0,7.5,6.0,0.00011723,0,0.4913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530825,home,Kasımpaşa,Cláudio Winck,claudio-winck,C. Winck,D,2,183.0,184,M,155998,EUR,766368000,D,2,2,False,30.0,21.0,3.0,1.0,0.0,9.0,13.0,21.0,,5.0,,,90.0,58.0,7.6,15.0,0.232504,1,,14.0,4.0,2.0,2.0,4.0,5.0,9.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0244,3.0,,,,,,,,,,,,,,,,,
12530825,home,Kasımpaşa,Nicholas Opoku,nicholas-opoku,N. Opoku,D,20,190.0,508,M,885683,EUR,871257600,D,20,20,False,32.0,26.0,3.0,2.0,0.0,20.0,22.0,10.0,7.0,4.0,,,90.0,44.0,7.2,7.0,0.0016669,0,,6.0,,,1.0,2.0,2.0,3.0,,,,2.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
12530825,home,Kasımpaşa,Yasin Özcan,yasin-ozcan,Y. Özcan,D,58,185.0,1802,M,1392102,EUR,1145491200,D,58,58,False,39.0,30.0,8.0,4.0,0.0,18.0,23.0,17.0,2.0,6.0,,,90.0,50.0,7.1,11.0,0.00599493,0,,12.0,1.0,,,2.0,1.0,5.0,,,,2.0,2.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
12530825,home,Kasımpaşa,Kévin Rodrigues,kevin-rodrigues,K. Rodrigues,D,77,169.0,248,M,234232,EUR,762825600,D,77,77,False,47.0,42.0,11.0,8.0,0.0,23.0,24.0,26.0,2.0,3.0,,,90.0,69.0,7.1,15.0,0.0104812,0,,19.0,3.0,,1.0,1.0,5.0,4.0,3.0,1.0,,4.0,2.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,
12530825,home,Kasımpaşa,Gökhan Gül,gokhan-gul,G. Gül,M,17,180.0,107,M,797820,EUR,900633600,M,6,6,False,16.0,12.0,3.0,1.0,0.0,8.0,8.0,9.0,3.0,,,,89.0,30.0,6.8,4.0,0.00978044,2,,5.0,1.0,1.0,1.0,,5.0,4.0,,,,2.0,4.0,2.0,,,3.0,0.0804,,1.0,,1.0,,2.0,,,,,,,,,,,,
12530825,home,Kasımpaşa,Mamadou Fall,mamadou-fall,M. Fall,M,7,184.0,380,M,822228,EUR,694137600,M,7,7,False,23.0,16.0,,,0.0,3.0,5.0,20.0,,6.0,,,90.0,35.0,6.4,15.0,0.0206068,1,,13.0,2.0,,2.0,,7.0,1.0,1.0,,,,,,3.0,1.0,1.0,0.5623,1.0,,,1.0,2.0,,,,1.0,1.0,1.0,0.4365,,,,,,
12530825,home,Kasımpaşa,Haris Hajradinović,haris-hajradinovic,H. Hajradinović,M,10,179.0,1215,M,254979,EUR,761529600,M,10,10,False,38.0,30.0,6.0,3.0,2.0,6.0,7.0,37.0,,7.0,,,87.0,57.0,8.5,15.0,0.397349,2,,25.0,6.0,1.0,2.0,,5.0,5.0,1.0,,2.0,,1.0,,,4.0,2.0,0.0188,5.0,,,,,,,,,,,,1.0,,,,,
12530825,home,Kasımpaşa,Aytaç Kara,aytac-kara,A. Kara,M,35,188.0,161,M,128196,EUR,732844800,M,35,35,False,24.0,15.0,4.0,2.0,0.0,7.0,13.0,11.0,2.0,5.0,,,71.0,40.0,6.6,13.0,0.013665,3,,8.0,,,1.0,2.0,4.0,5.0,2.0,,1.0,,2.0,1.0,1.0,1.0,,0.1056,,,,1.0,,2.0,,,,,,,,True,,,,
12530825,home,Kasımpaşa,Josip Brekalo,josip-brekalo,J. Brekalo,M,7,175.0,2226,M,357598,EUR,898560000,M,9,9,False,29.0,24.0,2.0,1.0,0.0,11.0,14.0,20.0,,3.0,,,89.0,53.0,8.3,14.0,0.166122,3,,15.0,5.0,2.0,2.0,1.0,6.0,7.0,2.0,,2.0,,5.0,4.0,4.0,1.0,2.0,0.1727,3.0,,,,,,,,,1.0,,0.3938,,,1.0,,,
12530825,home,Kasımpaşa,Nuno Da Costa,nuno-da-costa,N. Da Costa,F,10,184.0,1004,M,209374,EUR,666144000,F,18,18,False,9.0,6.0,,,0.0,4.0,4.0,5.0,,,,,71.0,19.0,6.6,9.0,0.00083377,2,,2.0,,,5.0,,6.0,1.0,1.0,,2.0,,,,3.0,1.0,,0.2724,,,,,,,,,,,1.0,,,,,,,
