match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_expectedGoals,captain,stat_challengeLost,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12499354,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,27.0,24.0,5.0,2.0,0.0,22.0,24.0,2.0,3.0,5.0,1.0,90.0,32.0,6.9,3.0,0.00079158,0,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499354,home,Lecce,Frédéric Guilbert,,,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,D,12,12,False,26.0,22.0,5.0,4.0,0.0,12.0,12.0,11.0,16.0,1.0,,63.0,49.0,6.8,9.0,0.0136433,0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499354,home,Lecce,Kialonda Gaspar,Kialonda Gaspar,,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,78.0,71.0,9.0,7.0,0.0,59.0,61.0,12.0,18.0,2.0,,90.0,90.0,8.0,8.0,0.00247214,1,,1.0,,3.0,3.0,6.0,,,,5.0,2.0,1.0,,5.0,1.0,1.0,1.0,1.0,1.0,0.1974,,,,,,,,,,,,,,,,,,
12499354,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,77.0,71.0,10.0,5.0,0.0,50.0,52.0,21.0,25.0,4.0,,90.0,80.0,7.1,6.0,0.0744813,0,,,,2.0,2.0,3.0,,1.0,1.0,2.0,,,,2.0,,,,,,,True,,,,,,,,,,,,,,,,,
12499354,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,52.0,35.0,9.0,5.0,0.0,21.0,24.0,14.0,34.0,4.0,,90.0,92.0,7.4,32.0,0.00731058,0,,6.0,,,5.0,8.0,1.0,1.0,1.0,4.0,,4.0,3.0,,,,,,1.0,,,1.0,5.0,3.0,1.0,,,,,,,,,,,,,
12499354,home,Lecce,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183,2761,M,804621,EUR,829094400,M,29,29,False,18.0,16.0,1.0,1.0,0.0,8.0,8.0,8.0,11.0,3.0,,86.0,22.0,6.6,4.0,0.00456113,0,,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12499354,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,50.0,44.0,5.0,2.0,0.0,29.0,30.0,15.0,21.0,3.0,,90.0,61.0,7.4,8.0,0.0068077,1,,1.0,,2.0,2.0,3.0,,,,1.0,2.0,3.0,,,,,1.0,,2.0,0.026,,,1.0,,2.0,1.0,0.0096,,,,,,,,,,,
12499354,home,Lecce,Hamza Rafia,,,hamza-rafia,H. Rafia,M,24,178,2318,M,857772,EUR,923011200,M,8,8,False,22.0,18.0,3.0,2.0,0.0,10.0,10.0,10.0,16.0,3.0,,63.0,35.0,7.0,9.0,0.20716,2,,4.0,2.0,,5.0,4.0,,3.0,1.0,,,,1.0,1.0,,,,,,0.2004,,2.0,,2.0,1.0,1.0,0.7197,1.0,,,,,,,,,,
12499354,home,Lecce,Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,185,26643,M,1397168,EUR,1098748800,F,13,13,False,35.0,31.0,4.0,3.0,0.0,21.0,22.0,10.0,14.0,7.0,,90.0,66.0,7.6,12.0,0.00886764,2,,1.0,,1.0,10.0,9.0,4.0,2.0,1.0,,1.0,1.0,2.0,,,,,,1.0,0.4554,,2.0,2.0,7.0,1.0,1.0,0.7898,1.0,Odogwu,1.0,1.0,,,,,,,
12499354,home,Lecce,Nikola Krstović,,,nikola-krstovic,N. Krstović,F,90,185,4445,M,839156,EUR,954892800,F,9,9,False,10.0,8.0,1.0,,0.0,5.0,6.0,3.0,4.0,2.0,,86.0,27.0,6.7,8.0,0.00258415,4,,,,2.0,9.0,3.0,2.0,1.0,,2.0,,,4.0,1.0,1.0,,,,,0.292,,,3.0,2.0,,1.0,0.1894,2.0,,,,,,,,,,
