match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_aerialLost,stat_challengeLost,stat_wonTackle,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_totalCross,stat_penaltyConceded,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_totalOffside,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_errorLeadToAGoal
11369930,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,39.0,20.0,31.0,12.0,12.0,17.0,8.0,22.0,1.0,11.0,1.0,1.0,3.0,1.0,3.0,1.0,90.0,50.0,7.0,21.0,0.00200542,0,-0.5584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369930,home,Oud-Heverlee Leuven,Joel Schingtienne,Joel Schingtienne,,schingtienne-joel,J. Schingtienne,D,3,188.0,255,M,1388438,EUR,1029283200,D,23,23,False,34.0,24.0,6.0,2.0,17.0,24.0,7.0,10.0,3.0,5.0,1.0,,,,,,90.0,48.0,6.9,12.0,0.011301,0,,3.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369930,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190.0,193,M,949101,EUR,971136000,D,28,28,False,21.0,14.0,4.0,,11.0,15.0,3.0,6.0,9.0,3.0,,,,,,,90.0,40.0,7.3,7.0,0.00849509,0,,6.0,5.0,9.0,,,2.0,3.0,3.0,,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,
11369930,home,Oud-Heverlee Leuven,Raz Shlomo,Raz,Shlomo,raz-shlomo,R. Shlomo,D,13,188.0,104,M,861825,EUR,934502400,D,3,3,False,30.0,14.0,6.0,2.0,9.0,20.0,5.0,10.0,7.0,7.0,,,,,,,90.0,49.0,7.3,18.0,0.00134182,2,,9.0,3.0,14.0,1.0,1.0,1.0,1.0,4.0,,2.0,,4.0,1.0,2.0,0.1411,,,,,,,,,,,,,,,
11369930,home,Oud-Heverlee Leuven,Joren Dom,,,joren-dom,J. Dom,D,,177.0,26,M,804233,EUR,628300800,M,6,6,False,25.0,8.0,10.0,1.0,4.0,10.0,4.0,16.0,4.0,3.0,4.0,,,,,,89.0,66.0,5.8,32.0,0.00837857,0,,1.0,8.0,7.0,2.0,,,2.0,4.0,2.0,2.0,3.0,1.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,
11369930,home,Oud-Heverlee Leuven,Ezechiel Banzuzi,Ezechiel Banzuzi,,ezechiel-banzuzi,E. Banzuzi,M,6,191.0,1087,M,1155383,EUR,1108512000,M,11,11,False,27.0,10.0,4.0,3.0,5.0,11.0,6.0,17.0,4.0,7.0,4.0,,,,,,90.0,56.0,7.1,23.0,0.0245818,0,,10.0,13.0,18.0,2.0,2.0,,1.0,2.0,2.0,8.0,1.0,1.0,2.0,,,1.0,,4.0,1.0,1.0,1.0,,,,,,,,,
11369930,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178.0,212,M,190413,EUR,837648000,M,8,8,False,41.0,23.0,10.0,5.0,16.0,22.0,7.0,19.0,,13.0,2.0,,,,,,90.0,65.0,7.1,22.0,0.00755315,0,,1.0,13.0,13.0,2.0,,,6.0,10.0,3.0,5.0,3.0,7.0,,,,,,2.0,,,,True,,,,,,,,
11369930,home,Oud-Heverlee Leuven,Hamza Mendyl,,,hamza-mendyl,H. Mendyl,D,37,179.0,703,M,846447,EUR,877392000,M,20,20,False,22.0,10.0,7.0,1.0,5.0,6.0,6.0,17.0,3.0,2.0,1.0,,,,,,90.0,44.0,5.8,18.0,0.026795,0,,1.0,7.0,3.0,5.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,
11369930,home,Oud-Heverlee Leuven,Jón Dagur Þórsteinsson,,,jon-dagur-thorsteinsson,J. D. Þórsteinsson,F,16,177.0,285,M,862449,EUR,912038400,F,7,7,False,27.0,13.0,8.0,2.0,2.0,6.0,13.0,24.0,2.0,11.0,1.0,,,,,,79.0,46.0,7.4,21.0,0.0695886,3,,1.0,4.0,4.0,3.0,1.0,,,,1.0,2.0,,,,1.0,0.4355,3.0,,2.0,2.0,2.0,,,1.0,1.0,1.0,0.4113,,,,
11369930,home,Oud-Heverlee Leuven,Jonatan Braut Brunes,,,jonatan-braut-brunes,J. B. Brunes,F,18,188.0,722,M,840521,EUR,965606400,F,9,9,False,17.0,10.0,1.0,,4.0,6.0,6.0,11.0,2.0,4.0,2.0,,,,,,90.0,27.0,7.0,11.0,0.114954,1,,3.0,2.0,3.0,1.0,,,,,,1.0,,,,,0.1309,,,,1.0,,1.0,,1.0,,,0.1186,,,,
11369930,home,Oud-Heverlee Leuven,Nachon Nsingi,Nachon Nsingi,,nachon-nsingi,N. Nsingi,F,27,169.0,104,M,1388434,EUR,988070400,F,43,43,False,16.0,9.0,3.0,,4.0,6.0,5.0,12.0,,5.0,2.0,,,,,,71.0,37.0,7.1,15.0,0.318893,2,,,10.0,5.0,4.0,2.0,,,,2.0,2.0,2.0,,2.0,,0.1294,2.0,,3.0,2.0,,4.0,,1.0,1.0,,0.021,1.0,1.0,,
11369930,home,Oud-Heverlee Leuven,Nathaniel Opoku,Nathaniel Opoku,,opoku-nathaniel,N. Opoku,F,24,183.0,196,M,1473154,EUR,995760000,F,21,21,True,5.0,3.0,,,,,3.0,5.0,,,1.0,,,,,,19.0,8.0,6.6,3.0,0.0214081,0,,,5.0,2.0,2.0,2.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,
11369930,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175.0,445,M,862821,EUR,898646400,M,88,88,True,8.0,7.0,1.0,1.0,1.0,1.0,6.0,9.0,,1.0,,,,,,,11.0,12.0,6.7,3.0,0.00707612,1,,,,,,,,,,,,,,,1.0,0.0266,2.0,,,,,,,,,,,,,,
11369930,home,Oud-Heverlee Leuven,Suphanat Mueanta,,,suphanat-mueanta,S. Mueanta,F,10,175.0,1109,M,927330,EUR,1028246400,F,19,19,True,2.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,2.0,,1.0,1.909e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369930,home,Oud-Heverlee Leuven,Maxence Prévot,,,maxence-prevot,M. Prévot,G,16,184.0,55,M,785520,EUR,860544000,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369930,home,Oud-Heverlee Leuven,Florian Miguel,,,florian-miguel,F. Miguel,D,12,179.0,53,M,777067,EUR,841536000,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369930,home,Oud-Heverlee Leuven,Pierre-Yves Ngawa,,,pierre-yves-ngawa,P. Ngawa,D,5,187.0,34,M,137805,EUR,697593600,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369930,home,Oud-Heverlee Leuven,Konan N'Dri,,,ndri-konan,K. N'Dri,F,11,174.0,435,M,978327,EUR,972604800,F,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369930,away,Cercle Brugge,Warleson,,,warleson,Warleson,G,1,191.0,144,M,861071,EUR,841449600,G,1,1,False,25.0,11.0,18.0,5.0,6.0,8.0,5.0,17.0,,10.0,,1.0,2.0,,2.0,,90.0,33.0,6.8,14.0,0.00208271,0,-0.4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369930,away,Cercle Brugge,Hugo Siquet,,,hugo-siquet,H. Siquet,D,41,180.0,607,M,983041,EUR,1026172800,D,41,41,False,25.0,18.0,9.0,5.0,8.0,9.0,17.0,33.0,1.0,6.0,,,,,,,90.0,72.0,8.1,18.0,0.369616,0,,2.0,4.0,10.0,,,,3.0,7.0,1.0,,3.0,5.0,,,,17.0,,1.0,2.0,7.0,,,,,,,,,1.0,
11369930,away,Cercle Brugge,Edgaras Utkus,,,edgaras-utkus,E. Utkus,D,3,190.0,321,M,921180,EUR,961632000,D,3,3,False,41.0,28.0,11.0,7.0,17.0,21.0,11.0,20.0,4.0,5.0,1.0,,,,,,90.0,52.0,7.4,15.0,0.0285022,0,,4.0,5.0,5.0,,,,1.0,,,4.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
11369930,away,Cercle Brugge,Boris Popović,,,boris-popovic,B. Popović,D,5,189.0,111,M,902050,EUR,951523200,D,5,5,False,21.0,13.0,1.0,1.0,10.0,16.0,3.0,5.0,4.0,2.0,,,,,,,45.0,31.0,6.4,8.0,0.130595,0,,1.0,5.0,3.0,,,1.0,3.0,2.0,3.0,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,1.0
11369930,away,Cercle Brugge,Senna Miangue,Senna,Miangue,senna-miangue,S. Miangue,D,18,195.0,115,M,827573,EUR,855100800,D,18,18,False,40.0,23.0,6.0,1.0,8.0,12.0,18.0,32.0,1.0,4.0,1.0,,,,,,86.0,72.0,7.1,27.0,0.225393,0,,5.0,6.0,10.0,,,,1.0,4.0,1.0,2.0,3.0,4.0,,,,4.0,,1.0,2.0,3.0,,,,,,,,,,
11369930,away,Cercle Brugge,Nils De Wilde,,,de-wilde-nils,N. D. Wilde,M,27,182.0,74,M,1101701,EUR,1043625600,M,27,27,False,18.0,10.0,3.0,1.0,4.0,7.0,7.0,12.0,1.0,4.0,,,,,,,45.0,24.0,6.6,8.0,0.0359043,0,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,
11369930,away,Cercle Brugge,Hannes Van Der Bruggen,,,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180.0,73,M,94290,EUR,733622400,M,28,28,False,42.0,31.0,5.0,2.0,9.0,13.0,23.0,32.0,4.0,7.0,,,,,,,90.0,60.0,6.7,16.0,0.0695177,0,,4.0,9.0,6.0,2.0,1.0,,,,2.0,4.0,1.0,,1.0,,,3.0,,1.0,1.0,1.0,,,,,,,,,,
11369930,away,Cercle Brugge,Thibo Somers,,,somers-thibo,T. Somers,F,24,183.0,225,M,1002804,EUR,921542400,M,34,34,False,19.0,11.0,1.0,1.0,4.0,4.0,7.0,16.0,1.0,3.0,1.0,,,,,,90.0,36.0,7.5,12.0,0.0184725,4,,3.0,10.0,4.0,1.0,,1.0,,1.0,1.0,8.0,,1.0,,2.0,0.365,1.0,,,1.0,,,True,,2.0,,,1.0,,,
11369930,away,Cercle Brugge,Félix Lemaréchal,,,felix-lemarechal,F. Lemaréchal,M,80,181.0,808,M,1130942,EUR,1060214400,M,6,6,False,28.0,21.0,4.0,3.0,9.0,9.0,13.0,26.0,3.0,6.0,2.0,,,,,,90.0,58.0,6.7,21.0,0.0488257,1,,4.0,10.0,10.0,6.0,3.0,,,2.0,2.0,2.0,,,3.0,,0.059,7.0,,1.0,1.0,1.0,,,,1.0,,,,,,
11369930,away,Cercle Brugge,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173.0,972,M,911851,EUR,979430400,M,10,10,False,22.0,11.0,2.0,,,,11.0,22.0,,6.0,4.0,,,,,,90.0,57.0,6.3,28.0,0.0325714,2,,1.0,14.0,8.0,8.0,3.0,,,1.0,,1.0,1.0,1.0,7.0,,0.0565,,,3.0,1.0,,2.0,,1.0,1.0,,0.3181,,,,
11369930,away,Cercle Brugge,Kévin Denkey,,,kevin-denkey,K. Denkey,F,9,181.0,3511,M,862470,EUR,975542400,F,9,9,False,25.0,15.0,1.0,,2.0,2.0,13.0,23.0,,3.0,2.0,,,,,,90.0,40.0,7.0,15.0,0.0295893,3,,3.0,11.0,5.0,2.0,1.0,,,,,8.0,,,2.0,,0.8792,,,1.0,,,3.0,,2.0,1.0,2.0,1.0495,,,,
