match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_blockedScoringAttempt,stat_totalClearance,stat_aerialWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_penaltyConceded,stat_totalCross,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_accurateCross,stat_punches,stat_outfielderBlock,stat_penaltyWon
10407327,home,KRC Genk,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192,1417,M,934385,EUR,1014681600,G,26,26,False,13.0,10.0,4.0,1.0,10.0,10.0,3.0,9.0,1.0,3.0,1.0,4.0,90.0,24.0,7.2,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407327,home,KRC Genk,Daniel Muñoz,daniel-munoz,D. Muñoz,M,2,183,12025,M,870360,EUR,833068800,D,23,23,False,18.0,16.0,,,4.0,5.0,13.0,2.0,,,,,45.0,30.0,6.7,5.0,0,,,daniel.chitiva,12.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10407327,home,KRC Genk,Carlos Cuesta,carlos-cuesta,C. Cuesta,D,46,179,4440,M,839095,EUR,920937600,D,46,46,False,41.0,33.0,2.0,,14.0,15.0,26.0,5.0,,,,,90.0,49.0,6.6,8.0,1,,,,19.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10407327,home,KRC Genk,Mark McKenzie,mark-mckenzie,M. McKenzie,D,3,183,655,M,922759,EUR,919900800,D,2,2,False,49.0,44.0,6.0,5.0,20.0,21.0,28.0,4.0,,,,,90.0,59.0,7.0,8.0,0,,,,24.0,2.0,4.0,,1.0,,1.0,,1.0,,1.0,1.0,,,5.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10407327,home,KRC Genk,Gerardo Arteaga,gerardo-arteaga,G. Arteaga,D,3,173,772,M,856129,EUR,905126400,D,5,5,False,29.0,21.0,3.0,1.0,5.0,8.0,22.0,5.0,,,,,90.0,53.0,6.5,13.0,0,,,,16.0,6.0,4.0,,4.0,,4.0,3.0,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,
10407327,home,KRC Genk,Bryan Heynen,heynen-bryan,B. Heynen,M,8,181,436,M,801025,EUR,855187200,M,8,8,False,32.0,20.0,2.0,,6.0,8.0,24.0,8.0,,,,,90.0,46.0,7.6,14.0,2,,,,14.0,6.0,2.0,,,2.0,2.0,2.0,1.0,,4.0,4.0,1.0,1.0,1.0,,1.0,,1.0,,,True,1.0,1.0,1.0,,,,,,,
10407327,home,KRC Genk,Bilal El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180,25244,M,1126569,EUR,1084147200,M,34,34,False,60.0,54.0,4.0,4.0,6.0,6.0,57.0,5.0,,,,,81.0,78.0,7.7,14.0,2,Bilal,El Khannouss,bilalekns_34,48.0,4.0,4.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,1.0,,,3.0,,,,,1.0,,,,,,
10407327,home,KRC Genk,Patrik Hrošovský,patrik-hrosovsky,P. Hrošovský,M,17,172,366,M,198282,EUR,703900800,M,17,17,False,58.0,51.0,5.0,3.0,10.0,12.0,46.0,10.0,,,,,90.0,75.0,7.0,11.0,0,,,,41.0,5.0,7.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,,3.0,,1.0,1.0,,,,,,,,,,,,,,
10407327,home,KRC Genk,Joseph Paintsil,joseph-paintsil,J. Paintsil,F,28,167,2698,M,901285,EUR,886291200,F,28,28,False,39.0,31.0,,,6.0,7.0,35.0,6.0,,,,,90.0,65.0,6.4,14.0,6,,,,25.0,3.0,7.0,1.0,,,1.0,1.0,,2.0,,2.0,,2.0,,1.0,5.0,3.0,,,3.0,,1.0,3.0,,1.0,2.0,2.0,,,,
10407327,home,KRC Genk,Mbwana Ally Samatta,mbwana-ally-samatta,M. Samatta,F,25,183,16279,M,825088,EUR,725068800,F,7,7,False,10.0,7.0,,,4.0,4.0,6.0,2.0,,,,,66.0,20.0,6.5,7.0,1,,,samagoal77,3.0,5.0,4.0,,1.0,,1.0,1.0,3.0,1.0,,,4.0,,,,2.0,2.0,,,,,1.0,1.0,,,,1.0,,,,
