match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_wonTackle,stat_challengeLost,stat_totalOffside,stat_onTargetScoringAttempt,stat_wasFouled,stat_dispossessed,stat_bigChanceMissed,stat_goals,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_hitWoodwork
10433865,home,Konyaspor,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190,350,M,63952,EUR,589161600,G,13,13,False,True,34.0,30.0,11.0,7.0,27.0,28.0,3.0,6.0,10.0,1.0,1.0,2.0,4.0,90.0,48.0,7.1,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433865,home,Konyaspor,Ahmet Oğuz,ahmet-oguz,A. Oğuz,D,22,175,120,M,603902,EUR,727142400,D,22,22,False,,54.0,48.0,5.0,3.0,17.0,18.0,33.0,40.0,6.0,,,,,90.0,82.0,8.3,12.0,1,,,4.0,2.0,2.0,8.0,6.0,5.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
10433865,home,Konyaspor,Adil Demirbağ,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,,68.0,62.0,5.0,4.0,48.0,50.0,14.0,19.0,6.0,,,,,90.0,84.0,7.5,8.0,2,,,1.0,,2.0,4.0,1.0,,,,,1.0,,,,1.0,3.0,2.0,4.0,4.0,,,,,,,,,,,,,,
10433865,home,Konyaspor,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181,677,M,156400,EUR,710553600,D,15,15,False,,51.0,41.0,7.0,4.0,22.0,24.0,19.0,27.0,9.0,1.0,,,,90.0,61.0,6.2,13.0,0,,,,,4.0,4.0,1.0,,,,,2.0,1.0,1.0,,2.0,2.0,,4.0,,2.0,,,,,,,,,,,,,
10433865,home,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,,48.0,41.0,5.0,2.0,12.0,13.0,33.0,43.0,4.0,,,,,90.0,75.0,7.4,14.0,1,,,8.0,4.0,4.0,6.0,1.0,,,1.0,2.0,4.0,1.0,1.0,4.0,,2.0,,1.0,,2.0,2.0,1.0,,,,,,,,,,,
10433865,home,Konyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,14,14,False,,41.0,36.0,6.0,5.0,22.0,22.0,15.0,22.0,5.0,,,,,74.0,45.0,6.7,7.0,0,,,3.0,1.0,3.0,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,
10433865,home,Konyaspor,Andreas Bouchalakis,andreas-bouchalakis,A. Bouchalakis,M,41,185,233,M,211116,EUR,733881600,M,32,32,False,,1.0,1.0,,,1.0,1.0,,,,,,,,7.0,1.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433865,home,Konyaspor,Konrad Michalak,konrad-michalak,K. Michalak,M,71,174,588,M,851243,EUR,874627200,M,77,77,False,,21.0,20.0,,,7.0,7.0,16.0,17.0,4.0,,,,,90.0,43.0,7.3,6.0,5,Konrad,Michalak,3.0,3.0,5.0,5.0,4.0,2.0,1.0,,1.0,,2.0,,1.0,,,4.0,1.0,,,3.0,,1.0,3.0,,,,,,,,,
10433865,home,Konyaspor,Alejandro Pozuelo,alejandro-pozuelo,A. Pozuelo,F,10,170,264,M,153964,EUR,685238400,M,24,24,False,,41.0,34.0,3.0,1.0,9.0,9.0,25.0,34.0,1.0,,,,,74.0,54.0,7.4,14.0,2,Alejandro,Pozuelo,2.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,3.0,,5.0,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,
10433865,home,Konyaspor,Marlos Moreno,marlos-moreno,M. Moreno,F,7,173,1658,M,818942,EUR,843177600,M,70,70,False,,26.0,21.0,1.0,,6.0,8.0,16.0,20.0,1.0,,,,,63.0,41.0,7.3,12.0,3,,,2.0,1.0,4.0,4.0,3.0,2.0,,,1.0,,3.0,,1.0,,1.0,1.0,,,,2.0,,2.0,1.0,1.0,,1.0,,,,,,
