match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_wonContest,player_sofascoreId,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_ownGoals,stat_errorLeadToAGoal,stat_totalOffside
15129444,home,Sunderland,Robin Roefs,robin-roefs,R. Roefs,G,22,193,2150,M,1012928,EUR,1042761600,G,22,22,False,30.0,18.0,19.0,7.0,0.0,12.0,13.0,6.0,17.0,6.0,1.0,1.0,1.0,90.0,34.0,6.7,12.0,0.00911328,77.389968006421,15.0,15.000949698882,0,0.15,-0.09,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15129444,home,Sunderland,Trai Hume,hume-trai,T. Hume,D,32,180,1062,M,989034,EUR,1016409600,D,32,32,False,41.0,29.0,8.0,2.0,0.0,14.0,17.0,15.0,24.0,7.0,,,,90.0,59.0,6.6,20.0,0.00666694,67.57026455766,9.0,6.8445675684404,1,0.1,-0.07,0.16,,,True,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2093,18.690886008169,24.293098299723,1.0,1.0,-0.46,,,,,,,,,,,,,,,,,,,,
15129444,home,Sunderland,Nordi Mukiele,nordi-mukiele,N. Mukiele,D,20,185,6353,M,780014,EUR,878342400,D,20,20,False,48.0,40.0,4.0,3.0,1.0,19.0,23.0,21.0,25.0,5.0,,,,90.0,68.0,6.9,15.0,0.194878,141.60476899715,17.0,45.852410899049,2,-0.03,0.3,0.17,,,,3.0,,2.0,3.0,2.0,,1.0,,1.0,,,3.0,,2.0,0.1747,16.478547891527,64.232421209604,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
15129444,home,Sunderland,Daniel Ballard,ballard-daniel,D. Ballard,D,5,187,4682,M,958878,EUR,937958400,D,5,5,False,46.0,42.0,5.0,4.0,0.0,29.0,33.0,13.0,13.0,2.0,,,,90.0,62.0,7.4,5.0,0.00588486,179.84022452108,15.0,103.471458734,1,0.12,0.1,0.24,,,,,3.0,4.0,4.0,7.0,,1.0,,8.0,1.0,1.0,1.0,2.0,1.0,0.099,25.214315934613,25.768462138824,1.0,,0.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
15129444,home,Sunderland,Omar Alderete,omar-alderete,O. Alderete,D,15,187,5163,M,805137,EUR,851558400,D,15,15,False,33.0,26.0,3.0,1.0,0.0,14.0,15.0,12.0,18.0,5.0,,,,86.0,42.0,7.1,8.0,0.00294489,144.79501754698,15.0,73.554824668306,0,0.03,0.11,0.35,,,,,2.0,1.0,2.0,3.0,,1.0,,5.0,1.0,,1.0,,,,14.345744818161,16.379824205406,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,
15129444,home,Sunderland,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11835,M,831424,EUR,759110400,D,17,17,False,40.0,37.0,3.0,2.0,1.0,17.0,17.0,20.0,23.0,4.0,,,,90.0,69.0,7.4,10.0,0.231343,147.42220838377,14.0,59.94400988489,1,0.36,0.26,0.17,,,,1.0,1.0,1.0,6.0,4.0,2.0,2.0,,4.0,,,1.0,1.0,2.0,0.0339,25.801717245157,41.122627951612,2.0,2.0,-0.27,,,,1.0,2.0,2.0,ReinildoMandava,1.0,,,,,,,,,,,,
15129444,home,Sunderland,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,M,19,19,False,35.0,30.0,1.0,,0.0,15.0,16.0,15.0,19.0,3.0,,,,79.0,49.0,8.2,8.0,0.138008,145.96289364044,14.0,61.550651049498,2,0.19,0.36,0.17,Habib,Diarra,,2.0,,1.0,2.0,4.0,,2.0,,1.0,,,,2.0,1.0,0.2643,20.984155991101,64.892209119867,4.0,1.0,0.53,,,,1.0,1.0,1.0,,,1.0,1.0,0.3085,,,,,,,,,
15129444,home,Sunderland,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173,15416,M,1171539,EUR,1103241600,M,27,27,False,46.0,43.0,2.0,2.0,0.0,27.0,28.0,16.0,18.0,5.0,,,,90.0,52.0,6.8,6.0,0.0257021,146.64752655853,22.0,54.141297800535,1,0.16,0.17,0.16,,,,,,,3.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,2.0,0.0197,14.341062762285,17.444891085931,1.0,,-0.03,,,,1.0,,,,,,,,,,,,,,,,
15129444,home,Sunderland,Enzo Le Fée,enzo-le-fee,E. Le Fée,M,28,173,3108,M,984014,EUR,949536000,M,28,28,False,53.0,47.0,6.0,4.0,0.0,22.0,24.0,25.0,29.0,9.0,,,,90.0,71.0,7.5,10.0,0.0208467,175.39581002463,19.0,13.245126440573,1,0.25,0.1,0.26,,,,,,2.0,2.0,7.0,1.0,,,3.0,5.0,4.0,3.0,,1.0,0.0612,21.306805432791,21.496561794855,1.0,,-0.13,,,,,2.0,,,,1.0,,0.017,1.0,,,,,,,,
15129444,home,Sunderland,Chemsdine Talbi,chemsdine-talbi,C. Talbi,M,7,175,12477,M,1142675,EUR,1115596800,M,7,7,False,21.0,16.0,2.0,1.0,0.0,8.0,9.0,8.0,12.0,4.0,,,,80.0,36.0,7.9,11.0,0.0287215,158.02353246119,15.0,92.264120673417,2,-0.31,0.33,0.16,,,,,,,2.0,5.0,1.0,5.0,,,,,4.0,1.0,,0.1001,24.149076155653,77.598121286235,4.0,2.0,0.51,,,,1.0,1.0,4.0,,,1.0,1.0,0.5516,,,,,,,,,
