match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,player_firstName,stat_totalCross,stat_totalContest,stat_wonContest,stat_wasFouled,stat_unsuccessfulTouch,stat_totalOffside,stat_dispossessed,captain,stat_accurateCross,stat_aerialLost,stat_bigChanceCreated,stat_keyPass,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_hitWoodwork,player_sofascoreId
11453137,home,Al-Riyadh,Martín Campaña,martin-campana,M. Campaña,G,25,186,179,M,243045,EUR,612403200,G,25,25,False,18.0,9.0,11.0,2.0,9.0,11.0,7.0,1.0,11.0,2.0,3.0,1.0,90.0,29.0,7.0,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453137,home,Al-Riyadh,Khalid Bin Shuwayyi,khalid-bin-shuwayyi,K. B. Shuwayyi,D,75,176,10,M,893516,EUR,828921600,D,5,5,False,19.0,14.0,4.0,2.0,13.0,15.0,4.0,,2.0,,,,45.0,25.0,6.7,5.0,0,1.0,3.0,1.0,6.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11453137,home,Al-Riyadh,Dino Arslanagić,dino-arslanagic,D. Arslanagić,D,,191,53,M,94280,EUR,735609600,D,36,36,False,65.0,62.0,7.0,6.0,50.0,51.0,14.0,6.0,3.0,,,,90.0,77.0,7.2,3.0,1,12.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11453137,home,Al-Riyadh,Ahmad Asiri,ahmad-asiri,A. Asiri,D,13,179,31,M,350060,EUR,690076800,D,29,29,False,94.0,83.0,20.0,12.0,61.0,64.0,30.0,4.0,3.0,,,,90.0,103.0,7.0,11.0,0,22.0,1.0,3.0,2.0,1.0,1.0,2.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
11453137,home,Al-Riyadh,Abdulelah Al Khaibari,abdulelah-al-khaibari,A. A. Khaibari,D,80,174,142,M,1519328,EUR,864259200,D,8,8,False,58.0,47.0,2.0,1.0,28.0,30.0,30.0,3.0,10.0,,,,90.0,87.0,7.6,16.0,0,19.0,4.0,4.0,15.0,3.0,1.0,3.0,,1.0,3.0,1.0,Abdulelah Al Khaibari,2.0,3.0,3.0,5.0,,,,,,,,,,,,,,,,
11453137,home,Al-Riyadh,Didier N'Dong,didier-ndong,D. N'Dong,M,,179,1107,M,786029,EUR,771811200,M,20,20,False,47.0,39.0,8.0,4.0,25.0,28.0,19.0,2.0,7.0,,,,87.0,58.0,7.1,9.0,0,14.0,,1.0,3.0,2.0,2.0,1.0,,1.0,4.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
11453137,home,Al-Riyadh,Birama Touré,birama-toure,B. Touré,M,60,183,134,M,246507,EUR,707788800,M,60,60,False,41.0,37.0,5.0,4.0,20.0,21.0,21.0,1.0,1.0,,,,69.0,49.0,6.7,6.0,0,17.0,,3.0,1.0,1.0,,2.0,,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,
11453137,home,Al-Riyadh,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164,76,M,196396,EUR,646358400,M,88,88,False,27.0,20.0,,,12.0,13.0,14.0,,4.0,,,,56.0,30.0,6.5,8.0,0,8.0,,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
11453137,home,Al-Riyadh,Knowledge Musona,knowledge-musona,K. Musona,M,,174,675,M,118368,EUR,645926400,M,11,11,False,33.0,26.0,7.0,5.0,13.0,14.0,27.0,3.0,2.0,,,,90.0,56.0,7.5,14.0,0,16.0,,5.0,7.0,1.0,1.0,1.0,,,2.0,1.0,,8.0,3.0,2.0,4.0,,,,True,3.0,2.0,1.0,1.0,,,,,,,,
11453137,home,Al-Riyadh,Juanmi,juanmi,Juanmi,F,7,169,641,M,96369,EUR,737856000,M,10,10,False,19.0,15.0,3.0,2.0,6.0,8.0,11.0,,,,,,69.0,24.0,6.6,6.0,0,9.0,1.0,3.0,4.0,1.0,1.0,1.0,,,,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
