match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_fouls,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,player_firstName,player_sofascoreId,stat_dispossessed,stat_shotOffTarget,stat_totalCross,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,player_lastName,stat_bigChanceMissed
11598377,home,Ipswich Town,Luke Woolfenden,luke-woolfenden,L. Woolfenden,D,26,193,195,M,893478,EUR,908928000,D,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598377,home,Ipswich Town,Conor Chaplin,conor-chaplin,C. Chaplin,M,36,170,452,M,784625,EUR,856051200,F,10,10,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598377,away,Wolverhampton,Daniel Bentley,daniel-bentley,D. Bentley,G,25,188,241,M,101367,EUR,742521600,G,25,25,False,38.0,23.0,19.0,4.0,19.0,27.0,4.0,11.0,7.0,,,3.0,,,90.0,46.0,6.0,15.0,0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
11598377,away,Wolverhampton,Jonny Otto,jonny-otto,J. Otto,D,17,175,564,M,235648,EUR,762652800,D,19,19,False,60.0,58.0,2.0,2.0,40.0,42.0,18.0,18.0,5.0,3.0,,,,,90.0,68.0,6.2,3.0,0,,5.0,2.0,2.0,,,,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
11598377,away,Wolverhampton,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189,1181,M,846308,EUR,910569600,D,4,4,False,46.0,42.0,2.0,1.0,37.0,39.0,5.0,7.0,5.0,3.0,,,,,90.0,57.0,6.9,5.0,2,1.0,5.0,5.0,,,3.0,4.0,1.0,,,2.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,1.0
11598377,away,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187,1047,M,973418,EUR,916444800,D,24,24,False,77.0,64.0,9.0,6.0,50.0,63.0,14.0,14.0,14.0,,,,,,90.0,87.0,7.1,14.0,1,1.0,2.0,3.0,,1.0,1.0,1.0,,,,2.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,
11598377,away,Wolverhampton,Matt Doherty,matt-doherty,M. Doherty,D,2,182,1433,M,143047,EUR,695520000,M,2,2,False,45.0,39.0,6.0,3.0,21.0,21.0,18.0,28.0,4.0,,,,,,90.0,70.0,7.3,12.0,4,3.0,,8.0,,1.0,,2.0,2.0,1.0,,,2.0,2.0,,1.0,,,,1.0,4.0,,,,,1.0,,,3.0,,
11598377,away,Wolverhampton,Boubacar Traoré,boubacar-traore,B. Traoré,M,8,183,1008,M,982613,EUR,998265600,M,6,6,False,40.0,35.0,2.0,1.0,19.0,21.0,16.0,19.0,9.0,2.0,,,,,90.0,50.0,6.9,6.0,1,,2.0,4.0,,,,3.0,3.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,
11598377,away,Wolverhampton,Tommy Doyle,tommy-doyle,T. Doyle,M,7,172,752,M,932628,EUR,1003276800,M,20,20,False,50.0,42.0,5.0,3.0,32.0,35.0,12.0,20.0,6.0,,,,,,73.0,62.0,6.6,13.0,0,1.0,1.0,2.0,,,,,,1.0,2.0,,1.0,,1.0,1.0,,,,,5.0,,2.0,,,,,,,,
11598377,away,Wolverhampton,Hugo Bueno,hugo-bueno,H. Bueno,D,3,180,796,M,1013928,EUR,1032307200,M,17,17,False,24.0,21.0,4.0,3.0,14.0,16.0,7.0,9.0,4.0,,,,,,45.0,35.0,7.0,4.0,0,2.0,,7.0,,2.0,,,,,,,3.0,3.0,1.0,2.0,,,,,1.0,,,,,,,,,,
11598377,away,Wolverhampton,Pablo Sarabia,pablo-sarabia,P. Sarabia,M,7,176,2479,M,138573,EUR,705542400,F,21,21,False,29.0,24.0,3.0,2.0,10.0,12.0,16.0,22.0,2.0,,,,,,61.0,43.0,7.1,13.0,2,,4.0,1.0,,,,1.0,1.0,,3.0,,1.0,,,,,,3.0,1.0,5.0,,2.0,,,,,1.0,1.0,,
11598377,away,Wolverhampton,Saša Kalajdžić,sasa-kalajdzic,S. Kalajdžić,F,10,200,1155,M,870038,EUR,868233600,F,18,18,False,17.0,13.0,,,4.0,5.0,9.0,12.0,2.0,,,,,,61.0,25.0,7.2,6.0,1,3.0,7.0,4.0,,,,1.0,,1.0,2.0,6.0,,,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,
11598377,away,Wolverhampton,Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,177,6339,M,786186,EUR,822614400,F,11,11,False,20.0,17.0,3.0,3.0,12.0,12.0,5.0,10.0,5.0,,,,,,69.0,35.0,7.3,10.0,1,,3.0,2.0,,1.0,,,,3.0,1.0,1.0,1.0,,2.0,2.0,,Hwangso,1.0,,2.0,,,1.0,1.0,3.0,,,,,
11598377,away,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,45066,M,931278,EUR,991785600,D,3,3,True,26.0,21.0,2.0,1.0,12.0,12.0,9.0,16.0,3.0,1.0,,,,,45.0,38.0,6.7,10.0,0,1.0,2.0,3.0,,,,1.0,,,,1.0,1.0,1.0,,,,r_aitnouri,,,2.0,,,,,,,,,,
11598377,away,Wolverhampton,Matheus Cunha,matheus-cunha,M. Cunha,F,10,184,69685,M,886363,EUR,927763200,F,12,12,True,7.0,3.0,1.0,,2.0,3.0,1.0,4.0,2.0,1.0,,,,,29.0,18.0,6.5,8.0,1,,6.0,4.0,1.0,1.0,,1.0,1.0,1.0,,1.0,5.0,2.0,,1.0,,Cunha,,1.0,,,,,,,,,,,
11598377,away,Wolverhampton,Nathan Fraser,nathan-fraser,N. Fraser,F,63,188,854,M,1166679,EUR,1120176000,F,63,63,True,5.0,4.0,,,2.0,3.0,2.0,2.0,3.0,,,,,,29.0,11.0,6.5,5.0,0,1.0,3.0,2.0,,1.0,,1.0,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,
11598377,away,Wolverhampton,Fábio Silva,fabio-silva,F. Silva,F,21,185,5311,M,954076,EUR,1027036800,F,9,9,True,7.0,4.0,1.0,,,,4.0,8.0,,2.0,,,,,21.0,14.0,6.6,6.0,0,,3.0,1.0,,,,,,1.0,1.0,,,,,1.0,,fabio.silva,1.0,,1.0,,,,,2.0,,,,,
11598377,away,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14899,M,1015267,EUR,981936000,M,8,8,True,7.0,5.0,2.0,1.0,4.0,5.0,2.0,3.0,1.0,2.0,,,,,17.0,11.0,6.3,3.0,0,,5.0,,,,,,,,,2.0,,,,,,joaogomes.01,1.0,,1.0,,1.0,,,,,,,,
11598377,away,Wolverhampton,Tom King,tom-king,T. King,G,31,186,323,M,603922,EUR,794707200,G,40,40,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598377,away,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192,1256,M,894474,EUR,864345600,D,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598377,away,Wolverhampton,Joe Hodge,hodge-joe,J. Hodge,M,10,172,265,M,988882,EUR,1031961600,M,32,32,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598377,away,Wolverhampton,Enso González,enso-gonzalez,Enso González,F,30,168,1605,M,1402232,EUR,1106179200,F,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Enso González,,,,,,,,,,,,,,
