match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,confirmed,player_id,player_name
14109732,FT,1.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,
14109732,,,,,90,2.0,,1,,,substitution,125195024.0,False,True,regular,,,,
14109732,,,,,90,0.0,,1,,,injuryTime,,,,,3.0,,,
14109732,,,,,88,,,3,,,substitution,125195000.0,False,False,regular,,,,
14109732,,,,,84,,,7,,,substitution,125194965.0,False,True,regular,,,,
14109732,,,,,84,,,7,,,substitution,125194964.0,False,True,regular,,,,
14109732,,,,,69,,,22,,,substitution,125194762.0,False,False,regular,,,,
14109732,,,,,60,,,31,,,substitution,125194695.0,False,False,regular,,,,
14109732,,,,,60,,,31,,,substitution,125194694.0,False,False,regular,,,,
14109732,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,
14109732,,,,,45,0.0,,1,,,injuryTime,,,,,3.0,,,
14109732,,,,,26,,,20,,,varDecision,92026.0,,True,goalNotAwarded,,False,123917.0,Serdar Dursun
14109732,,1.0,0.0,,24,,,22,,,goal,330607279.0,,True,regular,,,123917.0,Serdar Dursun
