match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_totalCross,stat_accurateCross,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,captain,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_penaltyMiss
10433814,home,İstanbulspor,David Jensen,david-jensen,D. Jensen,G,195,47,M,47860,EUR,701481600,G,1,1,False,38.0,14.0,31.0,7.0,8.0,9.0,6.0,29.0,1.0,2.0,1.0,2.0,1.0,16.0,1.0,7.0,1.0,1.0,7.0,90.0,53.0,9.0,24.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433814,home,İstanbulspor,Demeaco Duhaney,duhaney-demeaco,D. Duhaney,D,180,24,M,851095,EUR,908236800,D,21,21,False,19.0,13.0,3.0,1.0,8.0,9.0,5.0,10.0,,1.0,3.0,2.0,2.0,2.0,,,,,,90.0,35.0,6.2,9.0,0,,,21,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10433814,home,İstanbulspor,Okan Erdoğan,okan-erdogan,O. Erdoğan,D,185,54,M,881213,EUR,907027200,D,23,23,False,27.0,21.0,7.0,2.0,15.0,18.0,6.0,9.0,1.0,2.0,3.0,5.0,5.0,2.0,,,,,,90.0,42.0,7.7,6.0,0,,,3,,,3.0,,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,
10433814,home,İstanbulspor,Simon Deli,simon-deli,S. Deli,D,192,262,M,326419,EUR,688521600,D,20,20,False,22.0,16.0,2.0,,11.0,14.0,5.0,8.0,1.0,1.0,3.0,2.0,6.0,2.0,,,,,,49.0,35.0,6.2,7.0,0,,,13,,1.0,1.0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
10433814,home,İstanbulspor,Ali Yaşar,ali-yasar,A. Yaşar,D,180,31,M,190815,EUR,794620800,D,66,66,False,29.0,20.0,9.0,3.0,15.0,18.0,6.0,13.0,,1.0,1.0,3.0,6.0,9.0,,,,,,84.0,48.0,7.1,12.0,0,,,66,,,1.0,,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10433814,home,İstanbulspor,Mahamadou Ba,ba-mahamadou,M. Ba,M,175,115,M,994029,EUR,937872000,M,12,12,False,32.0,28.0,1.0,,19.0,21.0,9.0,11.0,,1.0,8.0,6.0,3.0,5.0,,,,,,90.0,52.0,6.7,7.0,0,,,12,,3.0,2.0,,,,6.0,2.0,4.0,,,2.0,1.0,,1.0,,,,,,,,,,,,
10433814,home,İstanbulspor,Jason Lokilo,jason-lokilo,J. Lokilo,M,175,218,M,818036,EUR,905990400,M,70,70,False,20.0,18.0,2.0,,9.0,9.0,9.0,16.0,,1.0,,3.0,1.0,5.0,,,,,,72.0,33.0,7.0,8.0,2,,,98,,,,,2.0,,,1.0,,5.0,,,1.0,,,1.0,1.0,,,,,,,,,,
10433814,home,İstanbulspor,Onur Ergün,onur-ergun,O. Ergün,M,185,45,M,893009,EUR,721785600,M,8,8,False,22.0,17.0,2.0,1.0,10.0,10.0,7.0,13.0,1.0,,3.0,2.0,1.0,4.0,,,,,,90.0,35.0,6.9,8.0,1,,,4,1.0,,,,,,1.0,2.0,2.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,
10433814,home,İstanbulspor,Eduart Rroca,eduart-rroca,E. Rroca,M,182,79,M,938181,EUR,743817600,M,10,10,False,18.0,13.0,1.0,,7.0,9.0,6.0,9.0,,,6.0,6.0,,4.0,,,,,,72.0,35.0,7.1,12.0,0,,,8,2.0,2.0,1.0,,4.0,,3.0,1.0,1.0,,,1.0,3.0,2.0,1.0,,,True,1.0,1.0,,,,,,,
10433814,home,İstanbulspor,Valon Ethemi,valon-ethemi,V. Ethemi,M,179,121,M,904945,EUR,875836800,M,27,27,False,12.0,9.0,2.0,1.0,5.0,6.0,4.0,7.0,,1.0,,4.0,,2.0,,,,,,59.0,22.0,7.0,7.0,1,,,27,,,1.0,,,,,,3.0,1.0,,2.0,2.0,,,1.0,,,,,,,,,,,
