match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_shotOffTarget,stat_wasFouled,player_sofascoreId,stat_outfielderBlock,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_penaltyWon,stat_bigChanceCreated,stat_bigChanceMissed
12504419,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,25.0,20.0,8.0,4.0,0.0,19.0,20.0,1.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,30.0,5.8,5.0,0.0002518,0,-1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504419,home,Lecce,Frédéric Guilbert,,,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,D,12,12,False,31.0,23.0,1.0,,0.0,10.0,12.0,15.0,24.0,4.0,2.0,,1.0,,,,90.0,61.0,5.7,17.0,0.0687351,1,,5.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,0.0307,1.0,,,,,,,,,,,,,,,,,
12504419,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,60.0,53.0,8.0,4.0,0.0,37.0,39.0,16.0,21.0,3.0,6.0,,,,,,90.0,68.0,6.2,7.0,0.00536734,2,,,,,1.0,1.0,,,,,2.0,,,,,,0.1205,1.0,True,2.0,2.0,1.0,,,,,,,,,,,,,
12504419,home,Lecce,Gaby Jean,Gaby Jean,,gaby-jean,G. Jean,D,18,191,121,M,1392819,EUR,950918400,D,19,19,False,61.0,58.0,6.0,5.0,0.0,49.0,49.0,9.0,12.0,1.0,2.0,,,,,,90.0,64.0,6.2,3.0,0.00394957,0,,,,,2.0,,,,,,1.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
12504419,home,Lecce,Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,185,26643,M,1397168,EUR,1098748800,D,13,13,False,46.0,43.0,2.0,1.0,0.0,20.0,23.0,24.0,27.0,5.0,5.0,,1.0,,,,90.0,73.0,6.9,8.0,0.0773569,2,,4.0,1.0,,8.0,2.0,,1.0,,1.0,1.0,2.0,5.0,4.0,,,0.0533,2.0,,1.0,1.0,3.0,Odogwu,1.0,,,,,,,,,,,
12504419,home,Lecce,Þórir Jóhann Helgason,,,thorir-johann-helgason,J. T. Helgason,M,14,187,318,M,886628,EUR,970099200,M,14,14,False,32.0,25.0,2.0,2.0,0.0,11.0,15.0,17.0,26.0,3.0,3.0,,,,,,90.0,52.0,7.1,17.0,0.12793,1,,9.0,3.0,1.0,4.0,1.0,1.0,,,,,1.0,1.0,1.0,,3.0,0.0565,6.0,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,
12504419,home,Lecce,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183,2761,M,804621,EUR,829094400,M,29,29,False,25.0,20.0,1.0,1.0,0.0,16.0,19.0,4.0,7.0,2.0,2.0,,,,,,45.0,29.0,6.3,7.0,0.00169269,0,,1.0,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12504419,home,Lecce,Balthazar Pierret,,,balthazar-pierret,B. Pierret,M,4,186,216,M,1014651,EUR,958348800,M,75,75,False,35.0,32.0,1.0,,0.0,15.0,16.0,17.0,19.0,2.0,4.0,,2.0,,,,72.0,44.0,6.8,4.0,0.0135715,0,,,,1.0,4.0,,,1.0,1.0,,1.0,2.0,2.0,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,
12504419,home,Lecce,Santiago Pierotti,,,santiago-pierotti,S. Pierotti,F,50,189,760,M,984998,EUR,986256000,F,50,50,False,18.0,13.0,1.0,,0.0,6.0,7.0,7.0,13.0,8.0,,,4.0,,,,90.0,38.0,6.6,12.0,0.0132814,2,,2.0,,,5.0,,2.0,1.0,,1.0,,1.0,3.0,,,1.0,0.1772,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,
12504419,home,Lecce,Nikola Krstović,,,nikola-krstovic,N. Krstović,F,90,185,4445,M,839156,EUR,954892800,F,9,9,False,19.0,17.0,1.0,1.0,0.0,6.0,6.0,11.0,14.0,5.0,1.0,,1.0,,,,86.0,31.0,7.2,6.0,0.0242635,7,,1.0,,2.0,3.0,1.0,1.0,,,2.0,,,,,,1.0,0.3511,1.0,,3.0,3.0,1.0,,,,2.0,1.0,0.3085,,,,,,,
12504419,home,Lecce,Tete Morente,,,tete-morente,T. Morente,F,15,180,435,M,605374,EUR,849657600,F,7,7,False,30.0,23.0,2.0,,0.0,7.0,7.0,18.0,29.0,3.0,5.0,,2.0,,,,83.0,42.0,6.9,13.0,0.130698,0,,6.0,2.0,1.0,4.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,
12504419,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,True,42.0,37.0,4.0,3.0,0.0,22.0,24.0,15.0,18.0,2.0,6.0,,1.0,,,,45.0,54.0,7.1,6.0,0.008236,1,,,,,6.0,,1.0,1.0,1.0,,,1.0,3.0,1.0,,,0.0183,,,,,2.0,,,,1.0,,0.2504,,,,,,,
12504419,home,Lecce,Mohamed Kaba,,,mohamed-kaba,M. Kaba,M,21,185,693,M,1127590,EUR,1004140800,M,77,77,True,11.0,10.0,1.0,1.0,0.0,4.0,4.0,6.0,7.0,,1.0,,,,,,18.0,11.0,6.7,1.0,0.00865088,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504419,home,Lecce,Jesper Karlsson,,,jesper-karlsson,J. Karlsson,F,11,179,1272,M,834597,EUR,901324800,F,37,37,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,1.0,,,,,,10.0,5.0,7.0,,0.00222687,1,,,,,1.0,,,1.0,1.0,,,,,,,,0.0704,,,,,,,,,1.0,,0.6912,,,,,,,
12504419,home,Lecce,Rareș Burnete,,,rares-catalin-burnete,R. Burnete,F,7,185,490,M,1136325,EUR,1075507200,F,23,23,True,,,,,0.0,,,,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
