match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_outfielderBlock,stat_lastManTackle,stat_unsuccessfulTouch,stat_totalContest,stat_shotOffTarget,stat_wonContest,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_goalAssist,player_sofascoreId,stat_totalOffside
10382115,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,28.0,23.0,13.0,8.0,18.0,19.0,5.0,9.0,8.0,1.0,3.0,4.0,90.0,36.0,6.8,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382115,home,FC Utrecht,Sean Klaiber,,,sean-klaiber,S. Klaiber,D,31,184,217,M,336535,EUR,775612800,D,17,17,False,39.0,32.0,6.0,1.0,17.0,19.0,16.0,25.0,8.0,,,,90.0,73.0,6.6,18.0,1,5.0,1.0,2.0,1.0,8.0,7.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,
10382115,home,FC Utrecht,Mark van der Maarel,,,mark-van-der-maarel,M. van der Maarel,D,,177,47,M,88615,EUR,618883200,D,2,2,False,61.0,49.0,9.0,3.0,36.0,41.0,13.0,20.0,6.0,,,,90.0,73.0,6.9,12.0,0,,,,,2.0,5.0,1.0,,,3.0,3.0,4.0,4.0,1.0,1.0,,True,1.0,,,,,,,,,,,,
10382115,home,FC Utrecht,Modibo Sagnan,,,modibo-sagnan,M. Sagnan,D,27,187,577,M,904759,EUR,924048000,D,27,27,False,53.0,44.0,6.0,2.0,34.0,35.0,10.0,19.0,4.0,,,,82.0,74.0,7.5,10.0,0,1.0,,1.0,2.0,3.0,8.0,,,,5.0,1.0,6.0,2.0,,2.0,,,3.0,,,,,,,,,,,,
10382115,home,FC Utrecht,Django Warmerdam,,,django-warmerdam,D. Warmerdam,D,3,180,44,M,356018,EUR,810000000,D,21,21,False,26.0,15.0,4.0,1.0,8.0,9.0,7.0,19.0,2.0,,,,90.0,44.0,6.5,14.0,0,2.0,,2.0,1.0,2.0,3.0,,,,3.0,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,
10382115,home,FC Utrecht,Luuk Brouwers,,,luuk-brouwers,L. Brouwers,M,8,180,141,M,794014,EUR,894153600,M,8,8,False,28.0,24.0,5.0,5.0,15.0,17.0,9.0,11.0,3.0,,,,56.0,31.0,6.5,5.0,0,,,,,2.0,,,,,1.0,,,,,2.0,,,,,1.0,,,,,,,,,,
10382115,home,FC Utrecht,Can Bozdoğan,,,can-bozdogan,C. Bozdoğan,M,8,175,306,M,934249,EUR,986428800,M,6,6,False,48.0,36.0,6.0,1.0,23.0,29.0,14.0,25.0,10.0,,,,90.0,67.0,6.7,18.0,1,6.0,1.0,1.0,,3.0,5.0,,1.0,1.0,1.0,1.0,2.0,,3.0,1.0,,,,,,,,,,,,,,,
10382115,home,FC Utrecht,Naoki Maeda,,,naoki-maeda,N. Maeda,F,41,175,130,M,309728,EUR,785030400,M,30,30,False,13.0,12.0,,,4.0,4.0,8.0,9.0,1.0,,,,56.0,18.0,6.3,5.0,0,,,1.0,,4.0,1.0,,1.0,,,,,,1.0,,,,,,1.0,2.0,,,,,,,,,
10382115,home,FC Utrecht,Sander van de Streek,,,sander-van-de-streek,S. v. d. Streek,M,22,180,185,M,220155,EUR,732931200,M,22,22,False,16.0,11.0,2.0,2.0,4.0,5.0,7.0,11.0,1.0,,,,74.0,26.0,6.3,10.0,1,,,3.0,2.0,9.0,4.0,2.0,2.0,,1.0,,1.0,,1.0,2.0,,,1.0,,3.0,,1.0,,,,,,,,
10382115,home,FC Utrecht,Daishawn Redan,,,daishawn-redan,D. Redan,F,,173,289,M,856745,EUR,981072000,M,7,7,False,12.0,9.0,1.0,1.0,3.0,6.0,6.0,6.0,3.0,,,,74.0,23.0,6.7,7.0,2,,,1.0,,3.0,3.0,1.0,,1.0,,,2.0,1.0,,2.0,,,,,4.0,1.0,,1.0,1.0,,,,,,
