match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,captain,stat_fouls,stat_dispossessed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_unsuccessfulTouch,stat_wasFouled,stat_bigChanceCreated,stat_challengeLost,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,player_sofascoreId,stat_penaltyWon,stat_errorLeadToAGoal
10540834,home,Modena,Riccardo Gagno,,,riccardo-gagno,R. Gagno,G,16,182,48,M,811061,EUR,869875200,G,26,26,False,33.0,17.0,24.0,8.0,12.0,12.0,5.0,21.0,1.0,6.0,1.0,90.0,36.0,6.0,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10540834,home,Modena,Shady Oukhadda,,,shady-oukhadda,S. Oukhadda,D,18,187,101,M,928775,EUR,916531200,D,96,96,False,24.0,19.0,2.0,1.0,12.0,15.0,8.0,15.0,1.0,3.0,,90.0,44.0,6.9,11.0,0,6.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10540834,home,Modena,Giorgio Cittadini,,,giorgio-cittadini,G. Cittadini,D,2,184,115,M,1001847,EUR,1019088000,D,5,5,False,40.0,30.0,6.0,3.0,23.0,29.0,7.0,11.0,4.0,7.0,,83.0,52.0,7.1,10.0,1,,,3.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10540834,home,Modena,Antonio Pergreffi,,,antonio-pergreffi,A. Pergreffi,D,4,189,17,M,810139,EUR,578880000,D,4,4,False,23.0,17.0,5.0,1.0,14.0,17.0,3.0,6.0,6.0,4.0,,90.0,32.0,6.5,6.0,0,,,2.0,,,,1.0,2.0,2.0,,,,,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,
10540834,home,Modena,Paulo Azzi,,,paulo-azzi,P. Azzi,M,7,188,188,M,383314,EUR,774230400,D,27,27,False,21.0,17.0,1.0,1.0,4.0,5.0,13.0,17.0,,8.0,,90.0,62.0,6.6,16.0,3,1.0,,8.0,1.0,1.0,,,,6.0,10.0,6.0,2.0,,2.0,,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
10540834,home,Modena,Luca Magnino,,,luca-magnino,L. Magnino,M,8,185,47,M,866125,EUR,871430400,M,6,6,False,24.0,20.0,3.0,1.0,9.0,10.0,11.0,14.0,1.0,2.0,,90.0,32.0,6.7,5.0,0,,,,,,2.0,1.0,,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
10540834,home,Modena,Simone Panada,,,simone-panada,S. Panada,M,5,175,97,M,965005,EUR,1022976000,M,43,43,False,31.0,24.0,6.0,4.0,5.0,7.0,20.0,27.0,,2.0,,69.0,37.0,6.1,9.0,0,3.0,1.0,,,,1.0,,,5.0,,,,,1.0,,4.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
10540834,home,Modena,Mario Gargiulo,,,mario-gargiulo,M. Gargiulo,M,5,187,43,M,387154,EUR,827798400,M,20,20,False,18.0,13.0,1.0,,1.0,2.0,12.0,19.0,,4.0,,89.0,30.0,6.8,9.0,3,3.0,,3.0,1.0,1.0,,4.0,1.0,6.0,,,1.0,,1.0,,2.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,
10540834,home,Modena,Nicola Mosti,,,mosti-nicola,N. Mosti,M,98,177,70,M,839483,EUR,886809600,M,8,8,False,21.0,17.0,1.0,,5.0,6.0,14.0,20.0,1.0,4.0,,83.0,39.0,8.5,12.0,3,5.0,2.0,1.0,,,4.0,,,3.0,3.0,1.0,,,,,,1.0,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,,
10540834,home,Modena,Diego Falcinelli,,,diego-falcinelli,D. Falcinelli,F,91,186,188,M,80802,EUR,677894400,F,11,11,False,21.0,18.0,3.0,2.0,1.0,2.0,18.0,20.0,2.0,4.0,,89.0,42.0,8.1,8.0,3,1.0,1.0,7.0,,,5.0,1.0,1.0,7.0,2.0,2.0,1.0,,,,1.0,3.0,1.0,,2.0,4.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,
