match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_interceptionWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAGoal,player_sofascoreId,stat_totalOffside
12530849,home,Gaziantep FK,Sokratis Dioudis,sokratis-dioudis,S. Dioudis,G,13,189,266,M,173933,EUR,728697600,G,1,1,False,30.0,14.0,25.0,9.0,0.0,10.0,14.0,4.0,16.0,1.0,6.0,1.0,6.0,6.0,1.0,90.0,41.0,8.5,17.0,0.00102941,0,0.7567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530849,home,Gaziantep FK,Salem M'Bakata,salem-mbakata,S. M'Bakata,D,22,177,65,M,940367,EUR,892944000,D,22,22,False,27.0,21.0,5.0,1.0,0.0,10.0,14.0,11.0,14.0,4.0,2.0,,,,,90.0,46.0,7.3,9.0,0.0110935,0,,,,1.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12530849,home,Gaziantep FK,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,4,187,127,M,904228,EUR,908409600,D,4,4,False,20.0,16.0,2.0,1.0,0.0,12.0,14.0,4.0,6.0,4.0,3.0,,,,,90.0,29.0,7.0,4.0,0.00205834,0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
12530849,home,Gaziantep FK,Ertuğrul Ersoy,ertugrul-ersoy,E. Ersoy,D,5,185,88,M,355004,EUR,855792000,D,5,5,False,36.0,29.0,6.0,2.0,0.0,22.0,27.0,7.0,9.0,6.0,1.0,,,,,90.0,53.0,7.5,8.0,0.00304659,1,,,,,1.0,3.0,4.0,7.0,3.0,2.0,,,3.0,1.0,1.0,1.0,1.0,0.2418,0.2379,,,,,,,,,,,,,,,
12530849,home,Gaziantep FK,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,19,175,571,M,899069,EUR,862790400,D,7,7,False,27.0,23.0,2.0,,0.0,14.0,14.0,9.0,13.0,2.0,2.0,,,,,90.0,57.0,6.9,11.0,0.0196372,0,,,,,3.0,,7.0,6.0,3.0,3.0,2.0,2.0,1.0,,,4.0,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,
12530849,home,Gaziantep FK,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,,180,427,M,228342,EUR,656985600,M,20,20,False,21.0,15.0,5.0,3.0,1.0,4.0,6.0,11.0,15.0,1.0,4.0,,,,,84.0,34.0,7.4,8.0,0.327228,0,,,,,2.0,1.0,5.0,5.0,2.0,2.0,1.0,2.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12530849,home,Gaziantep FK,Deian Sorescu,deian-sorescu,D. Sorescu,M,18,175,703,M,797602,EUR,872812800,M,18,18,False,24.0,18.0,4.0,2.0,0.0,4.0,6.0,16.0,23.0,1.0,3.0,,,,,90.0,42.0,7.7,11.0,0.0861824,4,,,,5.0,2.0,1.0,7.0,3.0,1.0,,3.0,1.0,,1.0,,,,0.1122,0.1628,1.0,2.0,1.0,,2.0,2.0,2.0,1.0,1.0,,,,,,
12530849,home,Gaziantep FK,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,M,10,10,False,21.0,17.0,1.0,1.0,0.0,6.0,7.0,11.0,15.0,2.0,8.0,,,,,84.0,43.0,7.7,10.0,0.0371425,2,,,,1.0,,1.0,8.0,10.0,3.0,3.0,4.0,1.0,1.0,1.0,,2.0,2.0,0.3231,0.6945,2.0,5.0,4.0,,1.0,,,1.0,1.0,,,,,,
12530849,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177,793,M,180511,EUR,647395200,M,44,44,False,42.0,37.0,4.0,3.0,1.0,17.0,18.0,22.0,27.0,2.0,7.0,,,,,89.0,64.0,8.1,9.0,0.128521,4,,,,3.0,,,4.0,6.0,6.0,4.0,2.0,2.0,1.0,1.0,,2.0,,0.6837,0.4958,,1.0,,,5.0,2.0,2.0,1.0,,True,1.0,1.0,,,
12530849,home,Gaziantep FK,Halil Dervişoğlu,halil-dervisoglu,H. Dervişoğlu,F,11,183,812,M,930775,EUR,944611200,F,9,9,False,15.0,8.0,,,0.0,2.0,4.0,6.0,11.0,,,,,,,70.0,33.0,6.7,13.0,0.00316641,2,,,,,6.0,3.0,10.0,6.0,1.0,,,1.0,,1.0,1.0,2.0,1.0,0.1249,0.1411,,5.0,1.0,,,,,1.0,,,,,,,
