match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_totalContest,stat_totalCross,stat_wonContest,stat_wasFouled,stat_blockedScoringAttempt,stat_expectedGoals,captain,stat_shotOffTarget,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_accurateCross,stat_hitWoodwork,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_punches
12421103,home,KV Mechelen,Ortwin De Wolf,,,de-wolf-ortwin,O. D. Wolf,G,1,190,160,M,877292,EUR,830217600,G,1,1,False,43.0,33.0,13.0,3.0,0.0,31.0,34.0,2.0,9.0,5.0,1.0,1.0,90.0,51.0,6.9,11.0,0.00026193,0,0.4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421103,home,KV Mechelen,Toon Raemaekers,,,toon-raemaekers,T. Raemaekers,D,28,195,180,M,1006483,EUR,968457600,D,4,4,False,77.0,68.0,10.0,5.0,0.0,42.0,46.0,26.0,31.0,9.0,,,90.0,90.0,7.5,10.0,0.0218641,0,,3.0,3.0,5.0,5.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12421103,home,KV Mechelen,Ahmed Touba,,,ahmed-touba,A. Touba,D,5,190,4979,M,856216,EUR,889747200,D,6,6,False,71.0,69.0,6.0,4.0,0.0,58.0,58.0,11.0,13.0,3.0,,,90.0,78.0,7.1,4.0,0.00492971,0,,2.0,2.0,3.0,2.0,,1.0,,3.0,,,,,,Toubaahmed59,1.0,,,,,,,,,,,,,,,,,,
12421103,home,KV Mechelen,José Marsà,,,jose-marsa,J. Martinez,D,3,181,217,M,962625,EUR,1015200000,D,3,3,False,87.0,79.0,9.0,4.0,0.0,49.0,52.0,30.0,36.0,6.0,,,90.0,97.0,7.4,9.0,0.0120491,0,,,1.0,2.0,3.0,1.0,3.0,1.0,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12421103,home,KV Mechelen,Patrick Pflücke,,,patrick-pflucke,P. Pflücke,M,14,170,191,M,281283,EUR,849312000,M,77,77,False,29.0,25.0,7.0,6.0,0.0,12.0,14.0,13.0,19.0,3.0,,,66.0,47.0,7.2,10.0,0.0859317,1,,1.0,,2.0,2.0,1.0,3.0,,,2.0,1.0,1.0,,2.0,,,4.0,,,1.0,0.0503,,,,,,,,,,,,,
12421103,home,KV Mechelen,Aziz Ouattara Mohammed,,,aziz-ouattara-mohammed,A. O. Mohammed,M,32,189,170,M,989070,EUR,978566400,M,32,32,False,44.0,40.0,4.0,3.0,0.0,22.0,22.0,18.0,22.0,6.0,,,90.0,54.0,7.0,4.0,0.0280603,0,,,,4.0,4.0,2.0,2.0,,,3.0,1.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,
12421103,home,KV Mechelen,Rob Schoofs,,,rob-schoofs,R. Schoofs,M,17,179,194,M,133164,EUR,764380800,M,16,16,False,69.0,58.0,13.0,10.0,0.0,26.0,28.0,32.0,41.0,5.0,,,90.0,79.0,7.9,12.0,0.260342,1,,,,1.0,4.0,,,,1.0,1.0,,,1.0,3.0,,3.0,,3.0,,,0.0166,True,1.0,,,,,,,,,,,
12421103,home,KV Mechelen,Daam Foulon,,,daam-foulon,D. Foulon,M,5,180,205,M,826170,EUR,922147200,M,23,23,False,51.0,43.0,4.0,1.0,1.0,15.0,18.0,28.0,35.0,6.0,,,90.0,79.0,8.7,14.0,0.657607,2,,1.0,2.0,8.0,9.0,3.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,5.0,2.0,3.0,2.0,,0.1331,,1.0,1.0,1.0,1.0,1.0,1.0,0.7103,,,,,
12421103,home,KV Mechelen,Kerim Mrabti,,,kerim-mrabti,K. Mrabti,F,19,175,187,M,338869,EUR,769392000,F,19,19,False,3.0,1.0,,,0.0,1.0,2.0,,1.0,,,,32.0,6.0,6.4,3.0,2.346e-05,1,,1.0,,2.0,,,,,1.0,,,1.0,1.0,,,,,,,1.0,0.0193,,,,,,,,,,,,,
12421103,home,KV Mechelen,Nikola Storm,,,nikola-storm,N. Storm,F,26,178,277,M,149796,EUR,780883200,F,11,11,False,27.0,22.0,5.0,4.0,0.0,3.0,4.0,19.0,24.0,,,,81.0,44.0,7.7,10.0,0.035766,4,,,,1.0,3.0,,1.0,,1.0,1.0,1.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,0.2597,,,1.0,,3.0,,,0.4017,,,,,
