match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,stat_outfielderBlock,stat_penaltyConceded,player_lastName,stat_totalCross,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_accurateCross,stat_shotOffTarget,stat_bigChanceMissed,stat_errorLeadToAShot,stat_totalOffside,stat_hitWoodwork,stat_penaltyWon
12450268,home,RC Strasbourg,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8562,M,dj.petrovic12,882604,EUR,939340800,G,1,1,False,43.0,35.0,10.0,3.0,0.0,34.0,34.0,1.0,9.0,1.0,1.0,2.0,15.0,2.0,5.0,1.0,9.0,2.0,2.0,90.0,64.0,8.9,8.0,0.00020545,0,0.4536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450268,home,RC Strasbourg,Guéla Doué,guela-doue,G. Doué,D,22,187,10608,M,,1002033,EUR,1034812800,D,22,22,False,38.0,32.0,,,1.0,21.0,25.0,11.0,13.0,2.0,8.0,5.0,3.0,,,,,,,90.0,61.0,6.7,9.0,0.00595222,0,,1.0,7.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12450268,home,RC Strasbourg,Mamadou Sarr,sarr-mamadou,M. Sarr,D,19,194,21849,M,,1154657,EUR,1125273600,D,23,23,False,54.0,52.0,2.0,1.0,0.0,46.0,47.0,6.0,7.0,,1.0,8.0,3.0,,,,,,,90.0,69.0,6.3,3.0,0.00200178,0,,,2.0,,1.0,,,1.0,,,1.0,,Mamadou Sarr,1.0,1.0,,,,,,,,,,,,,,,,,,
12450268,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,,1049517,EUR,1059004800,D,29,29,False,58.0,52.0,4.0,1.0,0.0,45.0,48.0,7.0,10.0,,3.0,1.0,2.0,,,,,,,90.0,65.0,6.3,8.0,0.00379079,0,,,2.0,,,1.0,,1.0,1.0,2.0,1.0,,Ismael Doukoure,,,,,,,,,,,,,,,,,,,,
12450268,home,RC Strasbourg,Diego Moreira,diego-moreira,D. Moreira,F,7,179,6007,M,diegzyyy,1142233,EUR,1091750400,D,7,7,False,31.0,22.0,1.0,,0.0,16.0,19.0,6.0,13.0,1.0,8.0,3.0,3.0,,,,,,,90.0,63.0,6.8,16.0,0.0076377,2,,1.0,7.0,2.0,1.0,7.0,2.0,2.0,1.0,1.0,,,Diego,,,Moreira,1.0,4.0,2.0,1.0,0.0569,,,,,,,,,,,,
12450268,home,RC Strasbourg,Andrey Santos,santos-andrey,A. Santos,M,17,180,27949,M,andreysantos_5,1105779,EUR,1083542400,M,8,8,False,32.0,28.0,2.0,1.0,0.0,21.0,22.0,7.0,10.0,,7.0,2.0,6.0,,,,,,,90.0,47.0,7.4,6.0,0.00492264,1,,,4.0,2.0,,1.0,2.0,3.0,2.0,3.0,2.0,,Andrey Santos,,,,,1.0,,2.0,0.1166,True,1.0,1.0,0.833,,,,,,,,
12450268,home,RC Strasbourg,Valentín Barco,valentin-barco,V. Barco,M,32,172,11515,M,colo.barco,1127057,EUR,1090540800,M,32,32,False,35.0,29.0,3.0,3.0,1.0,21.0,23.0,8.0,14.0,,7.0,2.0,3.0,,,,,,,89.0,58.0,7.4,13.0,0.197046,1,,,5.0,,,5.0,1.0,2.0,1.0,4.0,1.0,1.0,Valentín Barco,,,,2.0,1.0,1.0,1.0,0.0062,,,,,1.0,,,,,,,
12450268,home,RC Strasbourg,Dilane Bakwa,dilane-bakwa,D. Bakwa,M,29,179,2042,M,,963298,EUR,1030320000,M,26,26,False,27.0,17.0,3.0,1.0,1.0,6.0,9.0,13.0,22.0,1.0,7.0,,4.0,,,,,,,89.0,48.0,9.0,18.0,0.254763,3,,,2.0,,,2.0,,3.0,1.0,2.0,1.0,2.0,,,,,4.0,1.0,,5.0,0.1044,,2.0,1.0,1.0608,2.0,2.0,1.0,,,,,
12450268,home,RC Strasbourg,Félix Lemaréchal,felix-lemarechal,F. Lemaréchal,M,80,181,791,M,,1130942,EUR,1060214400,M,6,6,False,26.0,21.0,2.0,2.0,0.0,13.0,14.0,8.0,12.0,,1.0,2.0,4.0,,,,,,,90.0,39.0,6.3,10.0,0.00866931,1,,,6.0,1.0,2.0,1.0,,1.0,1.0,,2.0,1.0,,,,,,,1.0,2.0,0.0733,,,,,,,,,,,,
12450268,home,RC Strasbourg,Sebastian Nanasi,sebastian-nanasi,S. Nanasi,M,11,178,2778,M,,962068,EUR,1021507200,M,15,15,False,16.0,14.0,,,0.0,3.0,5.0,11.0,14.0,,1.0,,2.0,,,,,,,69.0,26.0,6.9,7.0,0.0484053,1,,1.0,2.0,,1.0,,,1.0,1.0,,,1.0,Sebastian Nanasi,,,,3.0,,,1.0,0.0387,,1.0,,0.3994,,,,,,,,
