match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_clearanceOffLine,stat_outfielderBlock,stat_challengeLost,stat_unsuccessfulTouch,stat_wonContest,stat_wasFouled,stat_aerialLost,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,player_sofascoreId,stat_lastManTackle,stat_errorLeadToAShot,stat_goals
14083680,home,Levante UD,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184.0,1508,M,134029,EUR,702691200,G,13,13,False,23.0,20.0,6.0,3.0,0.0,18.0,18.0,2.0,5.0,1.0,1.0,1.0,90.0,24.0,6.1,3.0,0.00020481,0.0563,0,-1.3402,0.07,0.01,-0.3,-0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083680,home,Levante UD,Jeremy Toljan,jeremy-toljan,J. Toljan,D,22,182.0,343,M,149606,EUR,776304000,D,22,22,False,38.0,28.0,4.0,2.0,0.0,14.0,15.0,14.0,23.0,3.0,,,90.0,71.0,5.6,22.0,0.0969851,,2,,0.18,-0.15,-0.56,,4.0,1.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0372,1.0,-0.05,,,,,,,,,,,,,,,,,,,,
14083680,home,Levante UD,Matias Moreno,matias-moreno,M. Moreno,D,2,195.0,1092,M,1496360,EUR,1064361600,D,2,2,False,44.0,38.0,3.0,1.0,0.0,26.0,28.0,12.0,16.0,2.0,,,82.0,55.0,6.7,7.0,0.00480033,,1,,0.04,0.08,-0.35,,,,1.0,2.0,,,,,1.0,3.0,2.0,,,1.0,,0.0434,,0.0,Matias Moreno,,2.0,1.0,2.0,,,,,,,,,,,,,,,
14083680,home,Levante UD,Adrián de la Fuente,adrian-de-la-fuente,Adri,D,4,178.0,396,M,997244,EUR,919987200,D,4,4,False,46.0,38.0,6.0,2.0,0.0,28.0,28.0,10.0,18.0,7.0,,,90.0,57.0,6.1,13.0,0.0431878,,0,,0.31,0.08,-0.5,,3.0,,2.0,2.0,,,,,,2.0,1.0,,,1.0,,,,,,,2.0,,,1.0,2.0,,,,,,,,,,,,,
14083680,home,Levante UD,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179.0,623,M,984789,EUR,966988800,D,23,23,False,44.0,39.0,,,0.0,8.0,8.0,31.0,36.0,3.0,,,90.0,66.0,6.2,13.0,0.125025,,0,,0.31,0.1,-0.47,,4.0,1.0,5.0,4.0,,4.0,,,,1.0,,2.0,,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14083680,home,Levante UD,Carlos Álvarez,carlos-alvarez,C. Álvarez,M,24,168.0,2186,M,1010656,EUR,1060128000,M,24,24,False,22.0,17.0,1.0,,0.0,4.0,4.0,13.0,18.0,3.0,,,74.0,45.0,6.5,18.0,0.135445,,0,,0.19,0.01,-0.18,,7.0,1.0,5.0,5.0,2.0,4.0,,,,,,,,,,,2.0,,,,,,,,2.0,1.0,4.0,,,,,,,,,,,
14083680,home,Levante UD,Unai Vencedor,unai-vencedor,U. Vencedor,M,12,176.0,264,M,966802,EUR,974246400,M,12,12,False,47.0,38.0,8.0,5.0,0.0,14.0,14.0,24.0,33.0,5.0,,,74.0,63.0,7.4,11.0,0.0765744,,0,,0.25,0.06,-0.13,,1.0,1.0,3.0,11.0,1.0,,,,,,2.0,7.0,6.0,,,,1.0,,,,1.0,,,1.0,1.0,,3.0,1.0,,,,,,,,,,
14083680,home,Levante UD,Kervin Arriaga,kervin-arriaga,K. Arriaga,M,16,191.0,2306,M,1083832,EUR,883958400,M,16,16,False,59.0,52.0,5.0,4.0,0.0,24.0,26.0,28.0,33.0,8.0,,,90.0,77.0,7.5,9.0,0.0859719,,0,,0.25,0.14,-0.05,,2.0,1.0,2.0,10.0,,,,,,3.0,,4.0,4.0,1.0,,,2.0,,Kervin Arriaga,,1.0,,,,1.0,,5.0,1.0,,,,,,,,,,
14083680,home,Levante UD,Roger Brugué,roger-brugue,R. Brugué,M,7,173.0,193,M,909554,EUR,847065600,M,7,7,False,19.0,17.0,,,0.0,6.0,7.0,11.0,12.0,4.0,,,74.0,37.0,6.3,8.0,0.0386802,,3,,0.12,0.09,-0.21,,1.0,,2.0,4.0,,3.0,,2.0,1.0,1.0,,1.0,,,,0.1204,,-0.52,,,,,,1.0,4.0,2.0,1.0,,True,,,,,,,,,
14083680,home,Levante UD,Etta Eyong,etta-eyong,E. Eyong,F,21,181.0,18339,M,1393673,EUR,1066089600,F,21,21,False,7.0,4.0,,,0.0,1.0,1.0,3.0,6.0,1.0,,,74.0,17.0,6.4,7.0,0.00337804,,2,,0.01,-0.4,-0.01,,1.0,,3.0,2.0,,2.0,,,,,,,,1.0,,0.0822,,-0.03,Etta Eyong,,1.0,,,,1.0,,1.0,,,2.0,0.1127,,,,,,,
