match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,captain,stat_aerialLost,stat_goals,stat_shotOffTarget,stat_blockedScoringAttempt,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_totalOffside,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_punches,stat_bigChanceMissed
10385510,home,Brentford,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,1,1,False,39.0,13.0,36.0,11.0,4.0,6.0,9.0,33.0,2.0,2.0,1.0,10.0,2.0,2.0,4.0,1.0,1.0,90.0,50.0,7.6,26.0,0.0,0.0,0.00199206,0,0.3763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385510,home,Brentford,Aaron Hickey,hickey-aaron,A. Hickey,D,2,185,842,M,,966869,EUR,1023667200,D,2,2,False,15.0,12.0,,,3.0,4.0,9.0,12.0,,7.0,1.0,,,,,,,80.0,36.0,6.9,9.0,0.0221,0.1391,0.0362604,1,,1.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,
10385510,home,Brentford,Mads Roerslev,mads-roerslev,M. Roerslev,D,2,184,428,M,,826057,EUR,930182400,D,30,30,False,15.0,14.0,,,4.0,5.0,10.0,11.0,,,1.0,3.0,,,,,,90.0,29.0,7.0,3.0,0.0,0.0,0.00589549,0,,1.0,2.0,1.0,1.0,,,,,,,,,,Mads,Roerslev,3.0,,,,,,,,,,,,,
10385510,home,Brentford,Pontus Jansson,pontus-jansson,P. Jansson,D,18,194,318,M,,55123,EUR,666403200,D,18,18,False,15.0,8.0,1.0,1.0,5.0,9.0,3.0,6.0,2.0,4.0,2.0,4.0,,,,,,90.0,23.0,7.1,8.0,0.0,0.0,0.00088608,0,,,3.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,True,3.0,,,,,,,,,,,
10385510,home,Brentford,Ben Mee,ben-mee,B. Mee,D,15,180,577,M,,137774,EUR,622339200,D,16,16,False,20.0,13.0,4.0,,9.0,13.0,4.0,8.0,,1.0,1.0,3.0,,,,,,90.0,34.0,7.3,12.0,0.4271,0.6423,0.00124563,1,,1.0,4.0,2.0,,,,1.0,2.0,,,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,
10385510,home,Brentford,Rico Henry,rico-henry,R. Henry,D,3,175,712,M,,599128,EUR,868320000,D,3,3,False,16.0,12.0,1.0,,8.0,9.0,4.0,8.0,1.0,1.0,2.0,4.0,,,,,,90.0,28.0,6.9,8.0,0.0882,0.1058,0.00222368,3,,1.0,1.0,,,,,1.0,1.0,,,3.0,,,,,,,1.0,,1.0,1.0,,,,,,,,
10385510,home,Brentford,Joshua Dasilva,joshua-dasilva,J. D. Silva,M,10,184,464,M,,856260,EUR,909100800,M,10,10,False,16.0,11.0,1.0,1.0,3.0,3.0,8.0,14.0,,2.0,,3.0,,,,,,62.0,26.0,7.3,8.0,0.0236,0.3226,0.0237835,1,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
10385510,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,,135256,EUR,763257600,M,6,6,False,24.0,15.0,3.0,1.0,6.0,10.0,9.0,14.0,,,3.0,9.0,,,,,,80.0,31.0,6.3,10.0,0.0,0.0,0.0105311,0,,,6.0,3.0,1.0,,,,1.0,,,,,2.0,,,,,,,,,1.0,,,,,,,
10385510,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,,799251,EUR,820454400,M,8,8,False,27.0,20.0,3.0,3.0,4.0,8.0,18.0,26.0,,3.0,1.0,6.0,,,,,,74.0,49.0,8.5,15.0,0.3101,0.2448,0.346108,2,,7.0,2.0,1.0,,1.0,,1.0,,2.0,2.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,
10385510,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,bryan_m19,927083,EUR,933984000,F,19,19,False,12.0,8.0,,,1.0,1.0,7.0,13.0,,1.0,,2.0,,,,,,73.0,24.0,7.0,12.0,0.5458,0.8072,0.00628967,2,,2.0,3.0,,2.0,,,1.0,,,,3.0,1.0,,,,,,1.0,1.0,,1.0,,,,1.0,,,,
