match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,captain,stat_wonContest,stat_wasFouled,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves
11401909,home,AZ Alkmaar,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1521,M,134029,EUR,702691200,G,1,1,False,19.0,15.0,6.0,2.0,15.0,17.0,2.0,13.0,1.0,1.0,90.0,30.0,6.2,4.0,0.00023183,0,-1.4858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401909,home,AZ Alkmaar,Yukinari Sugawara,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,905347,EUR,962150400,D,2,2,False,70.0,64.0,1.0,1.0,21.0,22.0,61.0,6.0,,,73.0,101.0,7.5,19.0,0.234461,0,,,,48.0,13.0,5.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
11401909,home,AZ Alkmaar,Riechedly Bazoer,riechedly-bazoer,R. Bazoer,D,20,184,357,M,227196,EUR,845078400,D,25,25,False,108.0,99.0,3.0,1.0,31.0,34.0,75.0,4.0,,,89.0,120.0,6.9,12.0,0.0529234,1,,,,68.0,1.0,,3.0,,4.0,2.0,,2.0,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,0.0434,,,,,,,,,,,,,,,,
11401909,home,AZ Alkmaar,Alexandre Penetra,alexandre-penetra,A. Penetra,D,5,184,386,M,1004278,EUR,999993600,D,5,5,False,50.0,44.0,6.0,3.0,16.0,17.0,33.0,4.0,,,45.0,58.0,6.5,7.0,0.0296253,2,,,,28.0,,,3.0,1.0,5.0,1.0,,2.0,,,,,,1.0,,,,0.0598,1.0,1.0,1.0,0.0749,,,,,,,,,,,,
11401909,home,AZ Alkmaar,David Möller Wolfe,david-moller-wolfe,D. M. Wolfe,D,6,185,958,M,1031283,EUR,1019520000,D,18,18,False,47.0,41.0,2.0,1.0,15.0,17.0,32.0,4.0,,,90.0,62.0,6.7,11.0,0.843742,0,,,,27.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,1.0,,4.0,,,,2.0,,,,2.0,,,,,,,,,,,
11401909,home,AZ Alkmaar,Jordy Clasie,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,117.0,111.0,5.0,3.0,21.0,22.0,95.0,14.0,,,90.0,128.0,7.7,7.0,0.778325,1,,,,90.0,,,2.0,,2.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,2.0,,,0.0399,,,1.0,,1.0,True,,,,,,,,,,
11401909,home,AZ Alkmaar,Sven Mijnans,sven-mijnans,S. Mijnans,M,10,190,1199,M,980671,EUR,952560000,M,16,16,False,35.0,32.0,3.0,2.0,7.0,8.0,27.0,4.0,,,45.0,45.0,6.7,5.0,0.0237117,1,,,,25.0,,,2.0,1.0,4.0,4.0,1.0,1.0,,,3.0,2.0,1.0,,,1.0,,0.0475,,,1.0,,,,,,,,,,,,,
11401909,home,AZ Alkmaar,Mayckel Lahdo,mayckel-lahdo,M. Lahdo,F,23,171,501,M,1046028,EUR,1041206400,M,23,23,False,40.0,31.0,2.0,1.0,4.0,7.0,39.0,2.0,,,73.0,72.0,7.1,24.0,0.124179,4,,Mayckel Lahdo,,27.0,6.0,,2.0,,9.0,7.0,,,,,1.0,,1.0,1.0,1.0,4.0,2.0,0.0972,9.0,,2.0,,,,6.0,,,,,,,,,
11401909,home,AZ Alkmaar,Dani de Wit,dani-de-wit,D. de Wit,M,20,183,552,M,855854,EUR,885945600,M,10,10,False,16.0,14.0,,,3.0,4.0,12.0,,,,90.0,28.0,7.0,3.0,0.168102,5,,,,11.0,,,6.0,5.0,8.0,7.0,1.0,,,,2.0,1.0,,,,1.0,4.0,0.4511,,1.0,,0.0583,,,,1.0,,,,,,,,
11401909,home,AZ Alkmaar,Myron Van Brederode,myron-van-brederode,M. V. Brederode,M,9,172,395,M,1012925,EUR,1057449600,M,19,19,False,18.0,12.0,1.0,1.0,4.0,5.0,15.0,4.0,,,45.0,26.0,6.5,11.0,0.0177872,0,,,,8.0,2.0,,,,1.0,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,2.0,,,,,,,,
11401909,home,AZ Alkmaar,Vangelis Pavlidis,vangelis-pavlidis,V. Pavlidis,F,14,186,15284,M,795236,EUR,911606400,F,9,9,False,32.0,21.0,1.0,1.0,5.0,7.0,25.0,1.0,,,90.0,62.0,6.9,22.0,0.406584,7,,,,16.0,,,4.0,3.0,11.0,4.0,,1.0,,1.0,,,4.0,,1.0,2.0,3.0,1.5095,6.0,2.0,2.0,1.0473,,,1.0,,vangelis_pavlidis,1.0,1.0,1.0,,,,
11401909,home,AZ Alkmaar,Bruno Martins Indi,bruno-martins-indi,B. M. Indi,D,4,185,169,M,116947,EUR,697507200,D,4,4,True,56.0,52.0,4.0,3.0,9.0,10.0,49.0,3.0,,,45.0,68.0,8.0,6.0,0.738425,0,,,,45.0,3.0,2.0,3.0,3.0,4.0,6.0,,2.0,,,1.0,1.0,,,4.0,1.0,,,1.0,,,,1.0,,1.0,1.0,,,,,1.0,,,
11401909,home,AZ Alkmaar,Ruben van Bommel,ruben-van-bommel,R. van Bommel,M,7,191,2030,M,1212550,EUR,1091491200,F,15,15,True,26.0,19.0,3.0,2.0,2.0,3.0,27.0,3.0,,,45.0,36.0,6.8,12.0,0.10334,1,,,,18.0,4.0,1.0,,,2.0,1.0,,,,,,,,,1.0,,1.0,0.0287,3.0,,,,,,1.0,,,,,,,,,
11401909,home,AZ Alkmaar,Kenzo Goudmijn,kenzo-goudmijn,K. Goudmijn,M,24,174,248,M,916947,EUR,1008633600,M,28,28,True,47.0,36.0,4.0,,7.0,9.0,40.0,1.0,,,45.0,51.0,7.0,12.0,0.147049,0,,,,30.0,2.0,1.0,,2.0,,3.0,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,
11401909,home,AZ Alkmaar,Denso Kasius,denso-kasius,D. Kasius,D,30,186,391,M,1008111,EUR,1033862400,D,30,30,True,10.0,8.0,2.0,1.0,3.0,3.0,11.0,2.0,,,16.0,21.0,6.9,6.0,0.00611938,0,,,,6.0,4.0,1.0,,,1.0,3.0,,,,,1.0,1.0,,,,,,,3.0,,,,,,2.0,,,,,,,,,
